measure,age,p,raw,z_aligned,ss_1_19
AverageDevAbs_TR,6.5,0.84134,91.25383384686238,-0.9999803859660789,7
AverageDevAbs_TR,6.5,0.90879,121.88839092260604,-1.3333407702662026,6
AverageDevAbs_TR,6.5,0.95221,164.85199813155685,-1.6666702079210545,5
AverageDevAbs_TR,6.5,0.97725,226.02169272963508,-2.0000024438996027,4
AverageDevAbs_TR,6.5,0.99018,314.49252114971154,-2.3331552225672416,3
AverageDevAbs_TR,6.5,0.99617,445.01183324586384,-2.6667000630340683,2
AverageDevAbs_TR,6.5,0.99865,641.0390782321272,-2.999976992703401,1
AverageDevAbs_TR,6.75,0.00135,5.312897069159842,2.999976992703393,19
AverageDevAbs_TR,6.75,0.00383,6.441191146808873,2.6667000630340683,18
AverageDevAbs_TR,6.75,0.00982,7.853104348482175,2.3331552225672434,17
AverageDevAbs_TR,6.75,0.02275,9.62772300378743,2.000002443899604,16
AverageDevAbs_TR,6.75,0.04779,11.877171339315147,1.6666702079210545,15
AverageDevAbs_TR,6.75,0.09121,14.747783058640906,1.3333407702662026,14
AverageDevAbs_TR,6.75,0.15866,18.439761607992505,0.9999803859660789,13
AverageDevAbs_TR,6.75,0.25249,23.225872014039574,0.6666746102242979,12
AverageDevAbs_TR,6.75,0.36944,29.48638459946905,0.33333688458431254,11
AverageDevAbs_TR,6.75,0.5,37.7516743196508,-0,10
AverageDevAbs_TR,6.75,0.63056,48.773637441619336,-0.33333688458431254,9
AverageDevAbs_TR,6.75,0.74751,63.63090270755742,-0.6666746102242979,8
AverageDevAbs_TR,6.75,0.84134,83.88958658474269,-0.9999803859660789,7
AverageDevAbs_TR,6.75,0.90879,111.86987581120495,-1.3333407702662026,6
AverageDevAbs_TR,6.75,0.95221,151.03472250633504,-1.6666702079210545,5
AverageDevAbs_TR,6.75,0.97725,206.67774876590883,-2.0000024438996027,4
AverageDevAbs_TR,6.75,0.99018,286.96864741058494,-2.3331552225672416,3
AverageDevAbs_TR,6.75,0.99617,405.11819102344936,-2.6667000630340683,2
AverageDevAbs_TR,6.75,0.99865,582.0673886218119,-2.999976992703401,1
AverageDevAbs_TR,7,0.00135,4.964155949815893,2.999976992703393,19
AverageDevAbs_TR,7,0.00383,6.014027909021864,2.6667000630340683,18
AverageDevAbs_TR,7,0.00982,7.326685041417572,2.3331552225672434,17
AverageDevAbs_TR,7,0.02275,8.97506035349118,2.000002443899604,16
AverageDevAbs_TR,7,0.04779,11.062487725595798,1.6666702079210545,15
AverageDevAbs_TR,7,0.09121,13.723630900963515,1.3333407702662026,14
AverageDevAbs_TR,7,0.15866,17.14250525262967,0.9999803859660789,13
AverageDevAbs_TR,7,0.25249,21.569467921387865,0.6666746102242979,12
AverageDevAbs_TR,7,0.36944,27.353064824544116,0.33333688458431254,11
AverageDevAbs_TR,7,0.5,34.978652424457145,-0,10
AverageDevAbs_TR,7,0.63056,45.13316975000024,-0.33333688458431254,9
AverageDevAbs_TR,7,0.74751,58.800304984915805,-0.6666746102242979,8
AverageDevAbs_TR,7,0.84134,77.40556677811804,-0.9999803859660789,7
AverageDevAbs_TR,7,0.90879,103.05653752598467,-1.3333407702662026,6
AverageDevAbs_TR,7,0.95221,138.89163630330626,-1.6666702079210545,5
AverageDevAbs_TR,7,0.97725,189.6968269107049,-2.0000024438996027,4
AverageDevAbs_TR,7,0.99018,262.838190883792,-2.3331552225672416,3
AverageDevAbs_TR,7,0.99617,370.19481975883593,-2.6667000630340683,2
AverageDevAbs_TR,7,0.99865,530.5308420691565,-2.999976992703401,1
AverageDevAbs_TR,7.25,0.00135,4.655877325169875,2.999976992703393,19
AverageDevAbs_TR,7.25,0.00383,5.636475020737267,2.6667000630340683,18
AverageDevAbs_TR,7.25,0.00982,6.86147503501836,2.3331552225672434,17
AverageDevAbs_TR,7.25,0.02275,8.39838976921577,2.000002443899604,16
AverageDevAbs_TR,7.25,0.04779,10.342812233030935,1.6666702079210545,15
AverageDevAbs_TR,7.25,0.09121,12.81913592974114,1.3333407702662026,14
AverageDevAbs_TR,7.25,0.15866,15.997138133680368,0.9999803859660789,13
AverageDevAbs_TR,7.25,0.25249,20.107480898771588,0.6666746102242979,12
AverageDevAbs_TR,7.25,0.36944,25.47084666620319,0.33333688458431254,11
AverageDevAbs_TR,7.25,0.5,32.533085610475034,-0,10
AverageDevAbs_TR,7.25,0.63056,41.92418550075798,-0.33333688458431254,9
AverageDevAbs_TR,7.25,0.74751,54.54468093455557,-0.6666746102242979,8
AverageDevAbs_TR,7.25,0.84134,71.69707126042071,-0.9999803859660789,7
AverageDevAbs_TR,7.25,0.90879,95.30317933209344,-1.3333407702662026,6
AverageDevAbs_TR,7.25,0.95221,128.21828268915831,-1.6666702079210545,5
AverageDevAbs_TR,7.25,0.97725,174.78614319458552,-2.0000024438996027,4
AverageDevAbs_TR,7.25,0.99018,241.67414403098508,-2.3331552225672416,3
AverageDevAbs_TR,7.25,0.99617,339.60579845476474,-2.6667000630340683,2
AverageDevAbs_TR,7.25,0.99865,485.46094113724524,-2.999976992703401,1
AverageDevAbs_TR,7.5,0.00135,4.383609028070336,2.999976992703393,19
AverageDevAbs_TR,7.5,0.00383,5.303037782428136,2.6667000630340683,18
AverageDevAbs_TR,7.5,0.00982,6.450648434331921,2.3331552225672434,17
AverageDevAbs_TR,7.5,0.02275,7.8891763047520955,2.000002443899604,16
AverageDevAbs_TR,7.5,0.04779,9.707394634556037,1.6666702079210545,15
AverageDevAbs_TR,7.5,0.09121,12.02065349323336,1.3333407702662026,14
AverageDevAbs_TR,7.5,0.15866,14.986199159127814,0.9999803859660789,13
AverageDevAbs_TR,7.5,0.25249,18.81737036064728,0.6666746102242979,12
AverageDevAbs_TR,7.5,0.36944,23.810357175463363,0.33333688458431254,11
AverageDevAbs_TR,7.5,0.5,30.37630926461599,-0,10
AverageDevAbs_TR,7.5,0.63056,39.09523236241815,-0.33333688458431254,9
AverageDevAbs_TR,7.5,0.74751,50.794751153900215,-0.6666746102242979,8
AverageDevAbs_TR,7.5,0.84134,66.66962282940516,-0.9999803859660789,7
AverageDevAbs_TR,7.5,0.90879,88.47915568908928,-1.3333407702662026,6
AverageDevAbs_TR,7.5,0.95221,118.83125202197469,-1.6666702079210545,5
AverageDevAbs_TR,7.5,0.97725,161.68390805620817,-2.0000024438996027,4
AverageDevAbs_TR,7.5,0.99018,223.09604129143554,-2.3331552225672416,3
AverageDevAbs_TR,7.5,0.99617,312.78667033247103,-2.6667000630340683,2
AverageDevAbs_TR,7.5,0.99865,446.0015704000574,-2.999976992703401,1
AverageDevAbs_TR,7.75,0.00135,4.142856030176177,2.999976992703393,19
AverageDevAbs_TR,7.75,0.00383,5.008185773342077,2.6667000630340683,18
AverageDevAbs_TR,7.75,0.00982,6.08735711514286,2.3331552225672434,17
AverageDevAbs_TR,7.75,0.02275,7.4388859224585655,2.000002443899604,16
AverageDevAbs_TR,7.75,0.04779,9.14552341512602,1.6666702079210545,15
AverageDevAbs_TR,7.75,0.09121,11.314637634111074,1.3333407702662026,14
AverageDevAbs_TR,7.75,0.15866,14.092419515052002,0.9999803859660789,13
AverageDevAbs_TR,7.75,0.25249,17.676932593489575,0.6666746102242979,12
AverageDevAbs_TR,7.75,0.36944,22.342782789629947,0.33333688458431254,11
AverageDevAbs_TR,7.75,0.5,28.470560426524404,-0,10
AverageDevAbs_TR,7.75,0.63056,36.5962875521253,-0.33333688458431254,9
AverageDevAbs_TR,7.75,0.74751,47.483484346511396,-0.6666746102242979,8
AverageDevAbs_TR,7.75,0.84134,62.23227127958768,-0.9999803859660789,7
AverageDevAbs_TR,7.75,0.90879,82.45936658064052,-1.3333407702662026,6
AverageDevAbs_TR,7.75,0.95221,110.55590398576008,-1.6666702079210545,5
AverageDevAbs_TR,7.75,0.97725,150.14232447880394,-2.0000024438996027,4
AverageDevAbs_TR,7.75,0.99018,206.7460080482992,-2.3331552225672416,3
AverageDevAbs_TR,7.75,0.99617,289.21002499044954,-2.6667000630340683,2
AverageDevAbs_TR,7.75,0.99865,411.3584532464197,-2.999976992703401,1
AverageDevAbs_TR,8,0.00135,3.931958730601108,2.999976992703393,19
AverageDevAbs_TR,8,0.00383,4.749829901872877,2.6667000630340683,18
AverageDevAbs_TR,8,0.00982,5.7689537970114815,2.3331552225672434,17
AverageDevAbs_TR,8,0.02275,7.04414190265394,2.000002443899604,16
AverageDevAbs_TR,8,0.04779,8.652859413560163,1.6666702079210545,15
AverageDevAbs_TR,8,0.09121,10.695469113902499,1.3333407702662026,14
AverageDevAbs_TR,8,0.15866,13.308461770745614,0.9999803859660789,13
AverageDevAbs_TR,8,0.25249,16.676502193968442,0.6666746102242979,12
AverageDevAbs_TR,8,0.36944,21.055270451547457,0.33333688458431254,11
AverageDevAbs_TR,8,0.5,26.7985731027244,-0,10
AverageDevAbs_TR,8,0.63056,34.40390288163545,-0.33333688458431254,9
AverageDevAbs_TR,8,0.74751,44.57865998816232,-0.6666746102242979,8
AverageDevAbs_TR,8,0.84134,58.34017666013803,-0.9999803859660789,7
AverageDevAbs_TR,8,0.90879,77.1805394102408,-1.3333407702662026,6
AverageDevAbs_TR,8,0.95221,103.30160700199764,-1.6666702079210545,5
AverageDevAbs_TR,8,0.97725,140.0294215075087,-2.0000024438996027,4
AverageDevAbs_TR,8,0.99018,192.4284255059508,-2.3331552225672416,3
AverageDevAbs_TR,8,0.99617,268.57994093274436,-2.6667000630340683,2
AverageDevAbs_TR,8,0.99865,381.07413168227845,-2.999976992703401,1
AverageDevAbs_TR,8.25,0.00135,3.750765793792537,2.999976992703393,19
AverageDevAbs_TR,8.25,0.00383,4.527708025397348,2.6667000630340683,18
AverageDevAbs_TR,8.25,0.00982,5.495016872416396,2.3331552225672434,17
AverageDevAbs_TR,8.25,0.02275,6.704294371662484,2.000002443899604,16
AverageDevAbs_TR,8.25,0.04779,8.228425771885952,1.6666702079210545,15
AverageDevAbs_TR,8.25,0.09121,10.161702411601194,1.3333407702662026,14
AverageDevAbs_TR,8.25,0.15866,12.632206790716415,0.9999803859660789,13
AverageDevAbs_TR,8.25,0.25249,15.812988065662177,0.6666746102242979,12
AverageDevAbs_TR,8.25,0.36944,19.943318510668554,0.33333688458431254,11
AverageDevAbs_TR,8.25,0.5,25.35378475969987,-0,10
AverageDevAbs_TR,8.25,0.63056,32.50848031584351,-0.33333688458431254,9
AverageDevAbs_TR,8.25,0.74751,42.06616687368705,-0.6666746102242979,8
AverageDevAbs_TR,8.25,0.84134,54.97244614858703,-0.9999803859660789,7
AverageDevAbs_TR,8.25,0.90879,72.61146399429701,-1.3333407702662026,6
AverageDevAbs_TR,8.25,0.95221,97.0212428150185,-1.6666702079210545,5
AverageDevAbs_TR,8.25,0.97725,131.27317284204608,-2.0000024438996027,4
AverageDevAbs_TR,8.25,0.99018,180.03162192186838,-2.3331552225672416,3
AverageDevAbs_TR,8.25,0.99617,250.72030180259048,-2.6667000630340683,2
AverageDevAbs_TR,8.25,0.99865,354.8656663601987,-2.999976992703401,1
AverageDevAbs_TR,8.5,0.00135,3.5968446354683272,2.999976992703393,19
AverageDevAbs_TR,8.5,0.00383,4.33880726146039,2.6667000630340683,18
AverageDevAbs_TR,8.5,0.00982,5.261790584668874,2.3331552225672434,17
AverageDevAbs_TR,8.5,0.02275,6.4146315475383435,2.000002443899604,16
AverageDevAbs_TR,8.5,0.04779,7.866268761944124,1.6666702079210545,15
AverageDevAbs_TR,8.5,0.09121,9.705757861404006,1.3333407702662026,14
AverageDevAbs_TR,8.5,0.15866,12.053927264616274,0.9999803859660789,13
AverageDevAbs_TR,8.5,0.25249,15.073800260788433,0.6666746102242979,12
AverageDevAbs_TR,8.5,0.36944,18.990482043904372,0.33333688458431254,11
AverageDevAbs_TR,8.5,0.5,24.114503704064923,-0,10
AverageDevAbs_TR,8.5,0.63056,30.881104452785376,-0.33333688458431254,9
AverageDevAbs_TR,8.5,0.74751,39.90702004162705,-0.6666746102242979,8
AverageDevAbs_TR,8.5,0.84134,52.075870807082325,-0.9999803859660789,7
AverageDevAbs_TR,8.5,0.90879,68.67854012144016,-1.3333407702662026,6
AverageDevAbs_TR,8.5,0.95221,91.61152190461527,-1.6666702079210545,5
AverageDevAbs_TR,8.5,0.97725,123.72630927717101,-2.0000024438996027,4
AverageDevAbs_TR,8.5,0.99018,169.34198751207217,-2.3331552225672416,3
AverageDevAbs_TR,8.5,0.99617,235.3151458618746,-2.6667000630340683,2
AverageDevAbs_TR,8.5,0.99865,332.2558495664975,-2.999976992703401,1
AverageDevAbs_TR,8.75,0.00135,3.4681853996299847,2.999976992703393,19
AverageDevAbs_TR,8.75,0.00383,4.180633071622598,2.6667000630340683,18
AverageDevAbs_TR,8.75,0.00982,5.066158908114773,2.3331552225672434,17
AverageDevAbs_TR,8.75,0.02275,6.171236328284768,2.000002443899604,16
AverageDevAbs_TR,8.75,0.04779,7.561429038460824,1.6666702079210545,15
AverageDevAbs_TR,8.75,0.09121,9.321309637617,1.3333407702662026,14
AverageDevAbs_TR,8.75,0.15866,11.565489930258881,0.9999803859660789,13
AverageDevAbs_TR,8.75,0.25249,14.448393212641042,0.6666746102242979,12
AverageDevAbs_TR,8.75,0.36944,18.182963022385564,0.33333688458431254,11
AverageDevAbs_TR,8.75,0.5,23.062500287655233,-0,10
AverageDevAbs_TR,8.75,0.63056,29.49743819818033,-0.33333688458431254,9
AverageDevAbs_TR,8.75,0.74751,38.06836156801081,-0.6666746102242979,8
AverageDevAbs_TR,8.75,0.84134,49.60554789785474,-0.9999803859660789,7
AverageDevAbs_TR,8.75,0.90879,65.3195884490555,-1.3333407702662026,6
AverageDevAbs_TR,8.75,0.95221,86.98510167746053,-1.6666702079210545,5
AverageDevAbs_TR,8.75,0.97725,117.26420806428196,-2.0000024438996027,4
AverageDevAbs_TR,8.75,0.99018,160.17867096892508,-2.3331552225672416,3
AverageDevAbs_TR,8.75,0.99617,222.0969049675028,-2.6667000630340683,2
AverageDevAbs_TR,8.75,0.99865,312.84059679752767,-2.999976992703401,1
AverageDevAbs_TR,9,0.00135,3.365348310521485,2.999976992703393,19
AverageDevAbs_TR,9,0.00383,4.053794038241828,2.6667000630340683,18
AverageDevAbs_TR,9,0.00982,4.908773049433887,2.3331552225672434,17
AverageDevAbs_TR,9,0.02275,5.974789788115656,2.000002443899604,16
AverageDevAbs_TR,9,0.04779,7.314593801124287,1.6666702079210545,15
AverageDevAbs_TR,9,0.09121,9.00900989589503,1.3333407702662026,14
AverageDevAbs_TR,9,0.15866,11.16744343172929,0.9999803859660789,13
AverageDevAbs_TR,9,0.25249,13.937100910042721,0.6666746102242979,12
AverageDevAbs_TR,9,0.36944,17.520702615241813,0.33333688458431254,11
AverageDevAbs_TR,9,0.5,22.197039253458097,-0,10
AverageDevAbs_TR,9,0.63056,28.355619184751095,-0.33333688458431254,9
AverageDevAbs_TR,9,0.74751,36.54648442123677,-0.6666746102242979,8
AverageDevAbs_TR,9,0.84134,47.55477800561983,-0.9999803859660789,7
AverageDevAbs_TR,9,0.90879,62.523065740009876,-1.3333407702662026,6
AverageDevAbs_TR,9,0.95221,83.1225817002268,-1.6666702079210545,5
AverageDevAbs_TR,9,0.97725,111.85464305873231,-2.0000024438996027,4
AverageDevAbs_TR,9,0.99018,152.48832258065843,-2.3331552225672416,3
AverageDevAbs_TR,9,0.99617,210.97692474390666,-2.6667000630340683,2
AverageDevAbs_TR,9,0.99865,296.47141727543027,-2.999976992703401,1
AverageDevAbs_TR,9.25,0.00135,3.288336340598133,2.999976992703393,19
AverageDevAbs_TR,9.25,0.00383,3.9582264783368175,2.6667000630340683,18
AverageDevAbs_TR,9.25,0.00982,4.789469152805499,2.3331552225672434,17
AverageDevAbs_TR,9.25,0.02275,5.824980035226544,2.000002443899604,16
AverageDevAbs_TR,9.25,0.04779,7.1252340057316506,1.6666702079210545,15
AverageDevAbs_TR,9.25,0.09121,8.768012786282505,1.3333407702662026,14
AverageDevAbs_TR,9.25,0.15866,10.858480586248112,0.9999803859660789,13
AverageDevAbs_TR,9.25,0.25249,13.537944272698072,0.6666746102242979,12
AverageDevAbs_TR,9.25,0.36944,17.000740540072623,0.33333688458431254,11
AverageDevAbs_TR,9.25,0.5,21.51372152267095,-0,10
AverageDevAbs_TR,9.25,0.63056,27.449126272370673,-0.33333688458431254,9
AverageDevAbs_TR,9.25,0.74751,35.33171467804982,-0.6666746102242979,8
AverageDevAbs_TR,9.25,0.84134,45.90916220948938,-0.9999803859660789,7
AverageDevAbs_TR,9.25,0.90879,60.267416486957465,-1.3333407702662026,6
AverageDevAbs_TR,9.25,0.95221,79.9914402135501,-1.6666702079210545,5
AverageDevAbs_TR,9.25,0.97725,107.44805831745619,-2.0000024438996027,4
AverageDevAbs_TR,9.25,0.99018,146.19453659557203,-2.3331552225672416,3
AverageDevAbs_TR,9.25,0.99617,201.8356582560189,-2.6667000630340683,2
AverageDevAbs_TR,9.25,0.99865,282.95821796760544,-2.999976992703401,1
AverageDevAbs_TR,9.5,0.00135,3.2299756360511616,2.999976992703393,19
AverageDevAbs_TR,9.5,0.00383,3.8852343835267917,2.6667000630340683,18
AverageDevAbs_TR,9.5,0.00982,4.697646861275287,2.3331552225672434,17
AverageDevAbs_TR,9.5,0.02275,5.70881373427014,2.000002443899604,16
AverageDevAbs_TR,9.5,0.04779,6.977323833085597,1.6666702079210545,15
AverageDevAbs_TR,9.5,0.09121,8.578423661784887,1.3333407702662026,14
AverageDevAbs_TR,9.5,0.15866,10.613732344409126,0.9999803859660789,13
AverageDevAbs_TR,9.5,0.25249,13.219607565651563,0.6666746102242979,12
AverageDevAbs_TR,9.5,0.36944,16.58333097169979,0.33333688458431254,11
AverageDevAbs_TR,9.5,0.5,20.961675058161973,-0,10
AverageDevAbs_TR,9.5,0.63056,26.712254866359476,-0.33333688458431254,9
AverageDevAbs_TR,9.5,0.74751,34.33835979559847,-0.6666746102242979,8
AverageDevAbs_TR,9.5,0.84134,44.555760763284965,-0.9999803859660789,7
AverageDevAbs_TR,9.5,0.90879,58.40207740133484,-1.3333407702662026,6
AverageDevAbs_TR,9.5,0.95221,77.38846076017438,-1.6666702079210545,5
AverageDevAbs_TR,9.5,0.97725,103.76643862165058,-2.0000024438996027,4
AverageDevAbs_TR,9.5,0.99018,140.91136452486424,-2.3331552225672416,3
AverageDevAbs_TR,9.5,0.99617,194.12830387578813,-2.6667000630340683,2
AverageDevAbs_TR,9.5,0.99865,271.51819425981995,-2.999976992703401,1
AverageDevAbs_TR,9.75,0.00135,3.176354929680533,2.999976992703393,19
AverageDevAbs_TR,9.75,0.00383,3.818047957659856,2.6667000630340683,18
AverageDevAbs_TR,9.75,0.00982,4.612982887584231,2.3331552225672434,17
AverageDevAbs_TR,9.75,0.02275,5.601532267851614,2.000002443899604,16
AverageDevAbs_TR,9.75,0.04779,6.840523753596438,1.6666702079210545,15
AverageDevAbs_TR,9.75,0.09121,8.402836052062941,1.3333407702662026,14
AverageDevAbs_TR,9.75,0.15866,10.386777577390871,0.9999803859660789,13
AverageDevAbs_TR,9.75,0.25249,12.92408468510242,0.6666746102242979,12
AverageDevAbs_TR,9.75,0.36944,16.195453149476027,0.33333688458431254,11
AverageDevAbs_TR,9.75,0.5,20.448249697066956,-0,10
AverageDevAbs_TR,9.75,0.63056,26.026450052706945,-0.33333688458431254,9
AverageDevAbs_TR,9.75,0.74751,33.41333190300613,-0.6666746102242979,8
AverageDevAbs_TR,9.75,0.84134,43.2949533539101,-0.9999803859660789,7
AverageDevAbs_TR,9.75,0.90879,56.66396960767298,-1.3333407702662026,6
AverageDevAbs_TR,9.75,0.95221,74.96293765886313,-1.6666702079210545,5
AverageDevAbs_TR,9.75,0.97725,100.33638392712929,-2.0000024438996027,4
AverageDevAbs_TR,9.75,0.99018,135.99111201279794,-2.3331552225672416,3
AverageDevAbs_TR,9.75,0.99617,186.9549766764942,-2.6667000630340683,2
AverageDevAbs_TR,9.75,0.99865,260.88056544928173,-2.999976992703401,1
AverageDevAbs_TR,10,0.00135,3.1154231542037096,2.999976992703393,19
AverageDevAbs_TR,10,0.00383,3.742179135399906,2.6667000630340683,18
AverageDevAbs_TR,10,0.00982,4.517969228912359,2.3331552225672434,17
AverageDevAbs_TR,10,0.02275,5.481870764380669,2.000002443899604,16
AverageDevAbs_TR,10,0.04779,6.68885821092464,1.6666702079210545,15
AverageDevAbs_TR,10,0.09121,8.209331433705106,1.3333407702662026,14
AverageDevAbs_TR,10,0.15866,10.138146464234111,0.9999803859660789,13
AverageDevAbs_TR,10,0.25249,12.602241574026976,0.6666746102242979,12
AverageDevAbs_TR,10,0.36944,15.775502659193874,0.33333688458431254,11
AverageDevAbs_TR,10,0.5,19.89561385760312,-0,10
AverageDevAbs_TR,10,0.63056,25.29257151476217,-0.33333688458431254,9
AverageDevAbs_TR,10,0.74751,32.42923452875075,-0.6666746102242979,8
AverageDevAbs_TR,10,0.84134,41.96148343224599,-0.9999803859660789,7
AverageDevAbs_TR,10,0.90879,54.83651586118756,-1.3333407702662026,6
AverageDevAbs_TR,10,0.95221,72.42788438039695,-1.6666702079210545,5
AverageDevAbs_TR,10,0.97725,96.77300283508782,-2.0000024438996027,4
AverageDevAbs_TR,10,0.99018,130.91084072014885,-2.3331552225672416,3
AverageDevAbs_TR,10,0.99617,179.59459043148948,-2.6667000630340683,2
AverageDevAbs_TR,10,0.99865,250.03533662121134,-2.999976992703401,1
AverageDevAbs_TR,10.25,0.00135,3.0411992135511237,2.999976992703393,19
AverageDevAbs_TR,10.25,0.00383,3.6504665407805117,2.6667000630340683,18
AverageDevAbs_TR,10.25,0.00982,4.403988811522559,2.3331552225672434,17
AverageDevAbs_TR,10.25,0.02275,5.339410215346423,2.000002443899604,16
AverageDevAbs_TR,10.25,0.04779,6.509660558918532,1.6666702079210545,15
AverageDevAbs_TR,10.25,0.09121,7.982423117446883,1.3333407702662026,14
AverageDevAbs_TR,10.25,0.15866,9.848789791700646,0.9999803859660789,13
AverageDevAbs_TR,10.25,0.25249,12.230497401013155,0.6666746102242979,12
AverageDevAbs_TR,10.25,0.36944,15.29408872909791,0.33333688458431254,11
AverageDevAbs_TR,10.25,0.5,19.26686760730211,-0,10
AverageDevAbs_TR,10.25,0.63056,24.463928859669572,-0.33333688458431254,9
AverageDevAbs_TR,10.25,0.74751,31.32649215606813,-0.6666746102242979,8
AverageDevAbs_TR,10.25,0.84134,40.47864718145835,-0.9999803859660789,7
AverageDevAbs_TR,10.25,0.90879,52.81998706135701,-1.3333407702662026,6
AverageDevAbs_TR,10.25,0.95221,69.65225746116695,-1.6666702079210545,5
AverageDevAbs_TR,10.25,0.97725,92.9021054430757,-2.0000024438996027,4
AverageDevAbs_TR,10.25,0.99018,125.43610017221509,-2.3331552225672416,3
AverageDevAbs_TR,10.25,0.99617,171.72704592573047,-2.6667000630340683,2
AverageDevAbs_TR,10.25,0.99865,238.5387800583247,-2.999976992703401,1
AverageDevAbs_TR,10.5,0.00135,2.953152219404437,2.999976992703393,19
AverageDevAbs_TR,10.5,0.00383,3.5423063072674528,2.6667000630340683,18
AverageDevAbs_TR,10.5,0.00982,4.270355200058279,2.3331552225672434,17
AverageDevAbs_TR,10.5,0.02275,5.1733716121863775,2.000002443899604,16
AverageDevAbs_TR,10.5,0.04779,6.30204889359214,1.6666702079210545,15
AverageDevAbs_TR,10.5,0.09121,7.721116616986239,1.3333407702662026,14
AverageDevAbs_TR,10.5,0.15866,9.517592683356748,0.9999803859660789,13
AverageDevAbs_TR,10.5,0.25249,11.80761319131183,0.6666746102242979,12
AverageDevAbs_TR,10.5,0.36944,14.749852175632082,0.33333688458431254,11
AverageDevAbs_TR,10.5,0.5,18.560548841351597,-0,10
AverageDevAbs_TR,10.5,0.63056,23.538996971260975,-0.33333688458431254,9
