measure,age,ss_1_19,raw_min,raw_max
PercDevAbs_TR_6,11.75,7,18.70757697039363,25.862798675535654
PercDevAbs_TR_6,11.75,8,13.365712704558003,18.70757697039363
PercDevAbs_TR_6,11.75,9,9.361360902098957,13.365712704558003
PercDevAbs_TR_6,11.75,10,6.367020895183586,9.361360902098957
PercDevAbs_TR_6,11.75,11,4.152513654712121,6.367020895183586
PercDevAbs_TR_6,11.75,12,2.5519259278228104,4.152513654712121
PercDevAbs_TR_6,11.75,13,1.440801205340004,2.5519259278228104
PercDevAbs_TR_6,11.75,14,0.7193403072132541,1.440801205340004
PercDevAbs_TR_6,11.75,15,0.2993451173582533,0.7193403072132541
PercDevAbs_TR_6,11.75,16,0.09474055195660248,0.2993451173582533
PercDevAbs_TR_6,11.75,17,0.01991989832372534,0.09474055195660248
PercDevAbs_TR_6,11.75,18,0.0022902478742374047,0.01991989832372534
PercDevAbs_TR_6,11.75,19,0,0.0022902478742374047
PercDevAbs_TR_6,12,1,118.90689126184246,Inf
PercDevAbs_TR_6,12,2,84.37873175848136,118.90689126184246
PercDevAbs_TR_6,12,3,60.640299019936634,84.37873175848136
PercDevAbs_TR_6,12,4,43.957423711396004,60.640299019936634
PercDevAbs_TR_6,12,5,31.988030224562472,43.957423711396004
PercDevAbs_TR_6,12,6,23.256612658871603,31.988030224562472
PercDevAbs_TR_6,12,7,16.802233880473544,23.256612658871603
PercDevAbs_TR_6,12,8,11.98828802682182,16.802233880473544
PercDevAbs_TR_6,12,9,8.383668947693067,11.98828802682182
PercDevAbs_TR_6,12,10,5.691721902536199,8.383668947693067
PercDevAbs_TR_6,12,11,3.7039486925072618,5.691721902536199
PercDevAbs_TR_6,12,12,2.2700192902126783,3.7039486925072618
PercDevAbs_TR_6,12,13,1.2770858644013632,2.2700192902126783
PercDevAbs_TR_6,12,14,0.6345592226097493,1.2770858644013632
PercDevAbs_TR_6,12,15,0.26231683431631697,0.6345592226097493
PercDevAbs_TR_6,12,16,0.08224975560784044,0.26231683431631697
PercDevAbs_TR_6,12,17,0.017071083365538555,0.08224975560784044
PercDevAbs_TR_6,12,18,0.0019284186816283465,0.017071083365538555
PercDevAbs_TR_6,12,19,0,0.0019284186816283465
PercDevAbs_TR_7,6,1,412.2672105285901,Inf
PercDevAbs_TR_7,6,2,325.5532974381737,412.2672105285901
PercDevAbs_TR_7,6,3,253.82808770434818,325.5532974381737
PercDevAbs_TR_7,6,4,195.16880370961536,253.82808770434818
PercDevAbs_TR_7,6,5,147.72472525334913,195.16880370961536
PercDevAbs_TR_7,6,6,109.85648936174604,147.72472525334913
PercDevAbs_TR_7,6,7,80.07359898378203,109.85648936174604
PercDevAbs_TR_7,6,8,57.04264122149408,80.07359898378203
PercDevAbs_TR_7,6,9,39.57347936563126,57.04264122149408
PercDevAbs_TR_7,6,10,26.617783981793572,39.57347936563126
PercDevAbs_TR_7,6,11,17.26000853366299,26.617783981793572
PercDevAbs_TR_7,6,12,10.710555606160739,17.26000853366299
PercDevAbs_TR_7,6,13,6.298377523666211,10.710555606160739
PercDevAbs_TR_7,6,14,3.463054410922253,6.298377523666211
PercDevAbs_TR_7,6,15,1.7468527278218637,3.463054410922253
PercDevAbs_TR_7,6,16,0.7861270907512886,1.7468527278218637
PercDevAbs_TR_7,6,17,0.30238985422114867,0.7861270907512886
PercDevAbs_TR_7,6,18,0.09285708017200445,0.30238985422114867
PercDevAbs_TR_7,6,19,0,0.09285708017200445
PercDevAbs_TR_7,6.25,1,384.3802038183596,Inf
PercDevAbs_TR_7,6.25,2,303.5230477810972,384.3802038183596
PercDevAbs_TR_7,6.25,3,236.64385079497697,303.5230477810972
PercDevAbs_TR_7,6.25,4,181.94926434762093,236.64385079497697
PercDevAbs_TR_7,6.25,5,137.71318904099977,181.94926434762093
PercDevAbs_TR_7,6.25,6,102.40666292964214,137.71318904099977
PercDevAbs_TR_7,6.25,7,74.6395884231006,102.40666292964214
PercDevAbs_TR_7,6.25,8,53.16839189188386,74.6395884231006
PercDevAbs_TR_7,6.25,9,36.883145713177605,53.16839189188386
PercDevAbs_TR_7,6.25,10,24.806194852496866,36.883145713177605
PercDevAbs_TR_7,6.25,11,16.08373875186149,24.806194852496866
PercDevAbs_TR_7,6.25,12,9.979455492350729,16.08373875186149
PercDevAbs_TR_7,6.25,13,5.86759845041027,9.979455492350729
PercDevAbs_TR_7,6.25,14,3.2256053673235954,5.86759845041027
PercDevAbs_TR_7,6.25,15,1.6266891665596188,3.2256053673235954
PercDevAbs_TR_7,6.25,16,0.7318158755627465,1.6266891665596188
PercDevAbs_TR_7,6.25,17,0.2813727314565878,0.7318158755627465
PercDevAbs_TR_7,6.25,18,0.08634705902705636,0.2813727314565878
PercDevAbs_TR_7,6.25,19,0,0.08634705902705636
PercDevAbs_TR_7,6.5,1,358.48054415036785,Inf
PercDevAbs_TR_7,6.5,2,283.06334009889235,358.48054415036785
PercDevAbs_TR_7,6.5,3,220.6851778447573,283.06334009889235
PercDevAbs_TR_7,6.5,4,169.67295520282994,220.6851778447573
PercDevAbs_TR_7,6.5,5,128.4163492184295,169.67295520282994
PercDevAbs_TR_7,6.5,6,95.48896300861273,128.4163492184295
PercDevAbs_TR_7,6.5,7,69.59397083842015,95.48896300861273
PercDevAbs_TR_7,6.5,8,49.571259086581335,69.59397083842015
PercDevAbs_TR_7,6.5,9,34.38541228235382,49.571259086581335
PercDevAbs_TR_7,6.5,10,23.1244286256661,34.38541228235382
PercDevAbs_TR_7,6.5,11,14.991865203393841,23.1244286256661
PercDevAbs_TR_7,6.5,12,9.300887734121023,14.991865203393841
PercDevAbs_TR_7,6.5,13,5.467828200493233,9.300887734121023
PercDevAbs_TR_7,6.5,14,3.0052873974017666,5.467828200493233
PercDevAbs_TR_7,6.5,15,1.5152204138850482,3.0052873974017666
PercDevAbs_TR_7,6.5,16,0.6814499538086533,1.5152204138850482
PercDevAbs_TR_7,6.5,17,0.2618906687166897,0.6814499538086533
PercDevAbs_TR_7,6.5,18,0.08031626521957995,0.2618906687166897
PercDevAbs_TR_7,6.5,19,0,0.08031626521957995
PercDevAbs_TR_7,6.75,1,334.5448073730617,Inf
PercDevAbs_TR_7,6.75,2,264.1555425651304,334.5448073730617
PercDevAbs_TR_7,6.75,3,205.937425437762,264.1555425651304
PercDevAbs_TR_7,6.75,4,158.32851698525573,205.937425437762
PercDevAbs_TR_7,6.75,5,119.82552287091413,158.32851698525573
PercDevAbs_TR_7,6.75,6,89.09686100233435,119.82552287091413
PercDevAbs_TR_7,6.75,7,64.93192816417643,89.09686100233435
PercDevAbs_TR_7,6.75,8,46.247761819816034,64.93192816417643
PercDevAbs_TR_7,6.75,9,32.07782484428861,46.247761819816034
PercDevAbs_TR_7,6.75,10,21.57080345089956,32.07782484428861
PercDevAbs_TR_7,6.75,11,13.983273248391306,21.57080345089956
PercDevAbs_TR_7,6.75,12,8.674142533687426,13.983273248391306
PercDevAbs_TR_7,6.75,13,5.098636190944635,8.674142533687426
PercDevAbs_TR_7,6.75,14,2.801854565258092,5.098636190944635
PercDevAbs_TR_7,6.75,15,1.4123163682485216,2.801854565258092
PercDevAbs_TR_7,6.75,16,0.6349671013337999,1.4123163682485216
PercDevAbs_TR_7,6.75,17,0.24391774230180002,0.6349671013337999
PercDevAbs_TR_7,6.75,18,0.07475584011376368,0.24391774230180002
PercDevAbs_TR_7,6.75,19,0,0.07475584011376368
PercDevAbs_TR_7,7,1,312.5790663578463,Inf
PercDevAbs_TR_7,7,2,246.80431238146747,312.5790663578463
PercDevAbs_TR_7,7,3,192.40410495474367,246.80431238146747
PercDevAbs_TR_7,7,4,147.91854688762123,192.40410495474367
PercDevAbs_TR_7,7,5,111.94258850842648,147.91854688762123
PercDevAbs_TR_7,7,6,83.23168043154851,111.94258850842648
PercDevAbs_TR_7,7,7,60.654364069951015,83.23168043154851
PercDevAbs_TR_7,7,8,43.19849382777789,60.654364069951015
PercDevAbs_TR_7,7,9,29.960754968628102,43.19849382777789
PercDevAbs_TR_7,7,10,20.145537334795,29.960754968628102
PercDevAbs_TR_7,7,11,13.05807956022295,20.145537334795
PercDevAbs_TR_7,7,12,8.099273709119851,13.05807956022295
PercDevAbs_TR_7,7,13,4.760040553653884,8.099273709119851
PercDevAbs_TR_7,7,14,2.6153074276975907,4.760040553653884
PercDevAbs_TR_7,7,15,1.317971121989229,2.6153074276975907
PercDevAbs_TR_7,7,16,0.5923609013280491,1.317971121989229
PercDevAbs_TR_7,7,17,0.22744945349944748,0.5923609013280491
PercDevAbs_TR_7,7,18,0.06966348747886364,0.22744945349944748
PercDevAbs_TR_7,7,19,0,0.06966348747886364
PercDevAbs_TR_7,7.25,1,292.59316882724306,Inf
PercDevAbs_TR_7,7.25,2,231.01728357880626,292.59316882724306
PercDevAbs_TR_7,7.25,3,180.09104527261442,231.01728357880626
PercDevAbs_TR_7,7.25,4,138.44742105399993,180.09104527261442
PercDevAbs_TR_7,7.25,5,104.77076862612364,138.44742105399993
PercDevAbs_TR_7,7.25,6,77.89574217641616,104.77076862612364
PercDevAbs_TR_7,7.25,7,56.762907456229065,77.89574217641616
PercDevAbs_TR_7,7.25,8,40.42456407216119,56.762907456229065
PercDevAbs_TR_7,7.25,9,28.03493053480337,40.42456407216119
PercDevAbs_TR_7,7.25,10,18.849087059659553,28.03493053480337
PercDevAbs_TR_7,7.25,11,12.216554968289635,18.849087059659553
PercDevAbs_TR_7,7.25,12,7.576430238156092,12.216554968289635
PercDevAbs_TR_7,7.25,13,4.4521150223189885,7.576430238156092
PercDevAbs_TR_7,7.25,14,2.4456768705995655,4.4521150223189885
PercDevAbs_TR_7,7.25,15,1.2321939118999892,2.4456768705995655
PercDevAbs_TR_7,7.25,16,0.5536316629330015,1.2321939118999892
PercDevAbs_TR_7,7.25,17,0.21248384574845053,0.5536316629330015
PercDevAbs_TR_7,7.25,18,0.06503767362786607,0.21248384574845053
PercDevAbs_TR_7,7.25,19,0,0.06503767362786607
PercDevAbs_TR_7,7.5,1,274.5561705608486,Inf
PercDevAbs_TR_7,7.5,2,216.76987842302054,274.5561705608486
PercDevAbs_TR_7,7.5,3,168.97896054733027,216.76987842302054
PercDevAbs_TR_7,7.5,4,129.90020507920846,168.97896054733027
PercDevAbs_TR_7,7.5,5,98.29866960016648,129.90020507920846
PercDevAbs_TR_7,7.5,6,73.08049790392266,98.29866960016648
PercDevAbs_TR_7,7.5,7,53.25126487815075,73.08049790392266
PercDevAbs_TR_7,7.5,8,37.921437941904244,53.25126487815075
PercDevAbs_TR_7,7.5,9,26.297164292158715,37.921437941904244
PercDevAbs_TR_7,7.5,10,17.67927612372583,26.297164292158715
PercDevAbs_TR_7,7.5,11,11.457262861429747,17.67927612372583
PercDevAbs_TR_7,7.5,12,7.104701630237473,11.457262861429747
PercDevAbs_TR_7,7.5,13,4.174310363877053,7.104701630237473
PercDevAbs_TR_7,7.5,14,2.2926512975399884,4.174310363877053
PercDevAbs_TR_7,7.5,15,1.1548212524334291,2.2926512975399884
PercDevAbs_TR_7,7.5,16,0.5187019907208127,1.1548212524334291
PercDevAbs_TR_7,7.5,17,0.19898908915622743,0.5187019907208127
PercDevAbs_TR_7,7.5,18,0.06086770078023846,0.19898908915622743
PercDevAbs_TR_7,7.5,19,0,0.06086770078023846
PercDevAbs_TR_7,7.75,1,258.35394181868884,Inf
PercDevAbs_TR_7,7.75,2,203.97184432160012,258.35394181868884
PercDevAbs_TR_7,7.75,3,158.99737145786344,203.97184432160012
PercDevAbs_TR_7,7.75,4,122.22261214412475,158.99737145786344
PercDevAbs_TR_7,7.75,5,92.4851204567212,122.22261214412475
PercDevAbs_TR_7,7.75,6,68.75526254797596,92.4851204567212
PercDevAbs_TR_7,7.75,7,50.097013735740774,68.75526254797596
PercDevAbs_TR_7,7.75,8,35.6730958198764,50.097013735740774
PercDevAbs_TR_7,7.75,9,24.73630530845784,35.6730958198764
PercDevAbs_TR_7,7.75,10,16.628574744654273,24.73630530845784
PercDevAbs_TR_7,7.75,11,10.775297850631713,16.628574744654273
PercDevAbs_TR_7,7.75,12,6.681026756309367,10.775297850631713
PercDevAbs_TR_7,7.75,13,3.9248140273786154,6.681026756309367
PercDevAbs_TR_7,7.75,14,2.155225456413064,3.9248140273786154
PercDevAbs_TR_7,7.75,15,1.0853403922283293,2.155225456413064
PercDevAbs_TR_7,7.75,16,0.48733769624527135,1.0853403922283293
PercDevAbs_TR_7,7.75,17,0.18687325156165396,0.48733769624527135
PercDevAbs_TR_7,7.75,18,0.05712451025906747,0.18687325156165396
PercDevAbs_TR_7,7.75,19,0,0.05712451025906747
PercDevAbs_TR_7,8,1,243.88458984105634,Inf
PercDevAbs_TR_7,8,2,192.5426046327425,243.88458984105634
PercDevAbs_TR_7,8,3,150.0833539563481,192.5426046327425
PercDevAbs_TR_7,8,4,115.36617422078646,150.0833539563481
PercDevAbs_TR_7,8,5,87.29336261404862,115.36617422078646
PercDevAbs_TR_7,8,6,64.8926391681622,87.29336261404862
PercDevAbs_TR_7,8,7,47.28013379095063,64.8926391681622
PercDevAbs_TR_7,8,8,33.66523412793911,47.28013379095063
PercDevAbs_TR_7,8,9,23.342396910537836,33.66523412793911
PercDevAbs_TR_7,8,10,15.690259390480731,23.342396910537836
PercDevAbs_TR_7,8,11,10.166279652129965,15.690259390480731
PercDevAbs_TR_7,8,12,6.302672070861421,10.166279652129965
PercDevAbs_TR_7,8,13,3.702007361323251,6.302672070861421
PercDevAbs_TR_7,8,14,2.032501588414451,3.702007361323251
PercDevAbs_TR_7,8,15,1.023293382849026,2.032501588414451
PercDevAbs_TR_7,8,16,0.45932960739205464,1.023293382849026
PercDevAbs_TR_7,8,17,0.17605421541999372,0.45932960739205464
PercDevAbs_TR_7,8,18,0.05378214423359165,0.17605421541999372
PercDevAbs_TR_7,8,19,0,0.05378214423359165
PercDevAbs_TR_7,8.25,1,231.0912974180662,Inf
PercDevAbs_TR_7,8.25,2,182.43718384422405,231.0912974180662
PercDevAbs_TR_7,8.25,3,142.20174720161103,182.43718384422405
PercDevAbs_TR_7,8.25,4,109.30377529746676,142.20174720161103
PercDevAbs_TR_7,8.25,5,82.70280311423399,109.30377529746676
PercDevAbs_TR_7,8.25,6,61.4772559718216,82.70280311423399
PercDevAbs_TR_7,8.25,7,44.7893727387166,61.4772559718216
PercDevAbs_TR_7,8.25,8,31.889797739599306,44.7893727387166
PercDevAbs_TR_7,8.25,9,22.109819221475348,31.889797739599306
PercDevAbs_TR_7,8.25,10,14.86052505108098,22.109819221475348
PercDevAbs_TR_7,8.25,11,9.627721644586883,14.86052505108098
PercDevAbs_TR_7,8.25,12,5.968080015231422,9.627721644586883
PercDevAbs_TR_7,8.25,13,3.504963907246136,5.968080015231422
PercDevAbs_TR_7,8.25,14,1.923962980125073,3.504963907246136
PercDevAbs_TR_7,8.25,15,0.9684147858713423,1.923962980125073
PercDevAbs_TR_7,8.25,16,0.4345553706966405,0.9684147858713423
PercDevAbs_TR_7,8.25,17,0.16648335944196957,0.4345553706966405
PercDevAbs_TR_7,8.25,18,0.05082497701211723,0.16648335944196957
PercDevAbs_TR_7,8.25,19,0,0.05082497701211723
PercDevAbs_TR_7,8.5,1,219.92310411891492,Inf
PercDevAbs_TR_7,8.5,2,173.6152399029618,219.92310411891492
PercDevAbs_TR_7,8.5,3,135.32101039212296,173.6152399029618
PercDevAbs_TR_7,8.5,4,104.01108917851089,135.32101039212296
PercDevAbs_TR_7,8.5,5,78.69496604360168,104.01108917851089
PercDevAbs_TR_7,8.5,6,58.49532007465197,78.69496604360168
PercDevAbs_TR_7,8.5,7,42.61463291583188,58.49532007465197
PercDevAbs_TR_7,8.5,8,30.339557175096072,42.61463291583188
PercDevAbs_TR_7,8.5,9,21.033527665573832,30.339557175096072
PercDevAbs_TR_7,8.5,10,14.13595565900194,21.033527665573832
PercDevAbs_TR_7,8.5,11,9.157390949946798,14.13595565900194
PercDevAbs_TR_7,8.5,12,5.675851647977822,9.157390949946798
PercDevAbs_TR_7,8.5,13,3.3328513264515034,5.675851647977822
PercDevAbs_TR_7,8.5,14,1.82914525757061,3.3328513264515034
PercDevAbs_TR_7,8.5,15,0.9204659527482535,1.82914525757061
PercDevAbs_TR_7,8.5,16,0.4129049256327699,0.9204659527482535
PercDevAbs_TR_7,8.5,17,0.1581169195290128,0.4129049256327699
PercDevAbs_TR_7,8.5,18,0.048238932822245936,0.1581169195290128
PercDevAbs_TR_7,8.5,19,0,0.048238932822245936
PercDevAbs_TR_7,8.75,1,210.24839803835357,Inf
PercDevAbs_TR_7,8.75,2,165.97277230524853,210.24839803835357
PercDevAbs_TR_7,8.75,3,129.35999468575142,165.97277230524853
PercDevAbs_TR_7,8.75,4,99.42566767215804,129.35999468575142
PercDevAbs_TR_7,8.75,5,75.2225391050262,99.42566767215804
PercDevAbs_TR_7,8.75,6,55.91160972064526,75.2225391050262
PercDevAbs_TR_7,8.75,7,40.73021018095564,55.91160972064526
PercDevAbs_TR_7,8.75,8,28.996175787754552,40.73021018095564
PercDevAbs_TR_7,8.75,9,20.100780532481345,28.996175787754552
PercDevAbs_TR_7,8.75,10,13.507964636550447,20.100780532481345
PercDevAbs_TR_7,8.75,11,8.749707114569192,13.507964636550447
PercDevAbs_TR_7,8.75,12,5.422514613194929,8.749707114569192
PercDevAbs_TR_7,8.75,13,3.1836208300906637,5.422514613194929
PercDevAbs_TR_7,8.75,14,1.7469171671824193,3.1836208300906637
PercDevAbs_TR_7,8.75,15,0.8788731313390457,1.7469171671824193
PercDevAbs_TR_7,8.75,16,0.3941181851345358,0.8788731313390457
PercDevAbs_TR_7,8.75,17,0.15085384061699475,0.3941181851345358
PercDevAbs_TR_7,8.75,18,0.04599252964197091,0.15085384061699475
PercDevAbs_TR_7,8.75,19,0,0.04599252964197091
PercDevAbs_TR_7,9,1,201.91329454639765,Inf
PercDevAbs_TR_7,9,2,159.38821434705096,201.91329454639765
PercDevAbs_TR_7,9,3,124.22387405651395,159.38821434705096
PercDevAbs_TR_7,9,4,95.47456235300157,124.22387405651395
PercDevAbs_TR_7,9,5,72.2302760377717,95.47456235300157
PercDevAbs_TR_7,9,6,53.68501455731195,72.2302760377717
PercDevAbs_TR_7,9,7,39.10611782696172,53.68501455731195
PercDevAbs_TR_7,9,8,27.83827397778629,39.10611782696172
PercDevAbs_TR_7,9,9,19.296731379578887,27.83827397778629
PercDevAbs_TR_7,9,10,12.966554725682645,19.296731379578887
PercDevAbs_TR_7,9,11,8.39817880488094,12.966554725682645
PercDevAbs_TR_7,9,12,5.204034215789179,8.39817880488094
PercDevAbs_TR_7,9,13,3.054895048226168,5.204034215789179
PercDevAbs_TR_7,9,14,1.6759682519583543,3.054895048226168
PercDevAbs_TR_7,9,15,0.8429731317990237,1.6759682519583543
PercDevAbs_TR_7,9,16,0.37789539118294935,0.8429731317990237
PercDevAbs_TR_7,9,17,0.14457811802373827,0.37789539118294935
PercDevAbs_TR_7,9,18,0.04404983295396951,0.14457811802373827
PercDevAbs_TR_7,9,19,0,0.04404983295396951
PercDevAbs_TR_7,9.25,1,194.75037152652354,Inf
PercDevAbs_TR_7,9.25,2,153.72932876469528,194.75037152652354
PercDevAbs_TR_7,9.25,3,119.80951973003762,153.72932876469528
PercDevAbs_TR_7,9.25,4,92.0784552814527,119.80951973003762
PercDevAbs_TR_7,9.25,5,69.65812175079188,92.0784552814527
PercDevAbs_TR_7,9.25,6,51.77085845131458,69.65812175079188
PercDevAbs_TR_7,9.25,7,37.70977865775619,51.77085845131458
PercDevAbs_TR_7,9.25,8,26.842633764620516,37.70977865775619
PercDevAbs_TR_7,9.25,9,18.60526404117061,26.842633764620516
PercDevAbs_TR_7,9.25,10,12.500879101838095,18.60526404117061
PercDevAbs_TR_7,9.25,11,8.095767247225785,12.500879101838095
PercDevAbs_TR_7,9.25,12,5.016038643549379,8.095767247225785
PercDevAbs_TR_7,9.25,13,2.9441002484850904,5.016038643549379
PercDevAbs_TR_7,9.25,14,1.614881393447869,2.9441002484850904
PercDevAbs_TR_7,9.25,15,0.8120498157442142,1.614881393447869
PercDevAbs_TR_7,9.25,16,0.36391347322201906,0.8120498157442142
PercDevAbs_TR_7,9.25,17,0.1391650558997529,0.36391347322201906
PercDevAbs_TR_7,9.25,18,0.0423723622104243,0.1391650558997529
PercDevAbs_TR_7,9.25,19,0,0.0423723622104243
PercDevAbs_TR_7,9.5,1,188.53935983232634,Inf
PercDevAbs_TR_7,9.5,2,148.82217674735537,188.53935983232634
PercDevAbs_TR_7,9.5,3,115.98131488288713,148.82217674735537
PercDevAbs_TR_7,9.5,4,89.13307060526887,115.98131488288713
PercDevAbs_TR_7,9.5,5,67.42714917756199,89.13307060526887
PercDevAbs_TR_7,9.5,6,50.110446839497165,67.42714917756199
PercDevAbs_TR_7,9.5,7,36.49841069526345,50.110446839497165
PercDevAbs_TR_7,9.5,8,25.978778271166554,36.49841069526345
PercDevAbs_TR_7,9.5,9,18.005235138919403,25.978778271166554
PercDevAbs_TR_7,9.5,10,12.096716397680067,18.005235138919403
PercDevAbs_TR_7,9.5,11,7.833250766343637,12.096716397680067
PercDevAbs_TR_7,9.5,12,4.852805468882675,7.833250766343637
PercDevAbs_TR_7,9.5,13,2.8478713402673828,4.852805468882675
PercDevAbs_TR_7,9.5,14,1.561806353065986,2.8478713402673828
PercDevAbs_TR_7,9.5,15,0.7851698724671998,1.561806353065986
PercDevAbs_TR_7,9.5,16,0.35175241433746396,0.7851698724671998
PercDevAbs_TR_7,9.5,17,0.13445308789844204,0.35175241433746396
PercDevAbs_TR_7,9.5,18,0.04091050142779604,0.13445308789844204
PercDevAbs_TR_7,9.5,19,0,0.04091050142779604
PercDevAbs_TR_7,9.75,1,183.0280825403975,Inf
PercDevAbs_TR_7,9.75,2,144.46764809365237,183.0280825403975
PercDevAbs_TR_7,9.75,3,112.58403870975438,144.46764809365237
PercDevAbs_TR_7,9.75,4,86.51907753748928,112.58403870975438
PercDevAbs_TR_7,9.75,5,65.44705185421749,86.51907753748928
PercDevAbs_TR_7,9.75,6,48.63663606324334,65.44705185421749
PercDevAbs_TR_7,9.75,7,35.42308449099158,48.63663606324334
PercDevAbs_TR_7,9.75,8,25.211860312873064,35.42308449099158
PercDevAbs_TR_7,9.75,9,17.47247663880168,25.211860312873064
PercDevAbs_TR_7,9.75,10,11.737816542549531,17.47247663880168
PercDevAbs_TR_7,9.75,11,7.600096619573922,11.737816542549531
PercDevAbs_TR_7,9.75,12,4.707802011646665,7.600096619573922
PercDevAbs_TR_7,9.75,13,2.7623691674212507,4.707802011646665
PercDevAbs_TR_7,9.75,14,1.5146339038425112,2.7623691674212507
PercDevAbs_TR_7,9.75,15,0.761270441645809,1.5146339038425112
PercDevAbs_TR_7,9.75,16,0.34093455437582065,0.761270441645809
PercDevAbs_TR_7,9.75,17,0.1302588260016796,0.34093455437582065
PercDevAbs_TR_7,9.75,18,0.03960808934588587,0.1302588260016796
PercDevAbs_TR_7,9.75,19,0,0.03960808934588587
PercDevAbs_TR_7,10,1,178.03008694996964,Inf
PercDevAbs_TR_7,10,2,140.5185278275742,178.03008694996964
PercDevAbs_TR_7,10,3,109.50292790904678,140.5185278275742
PercDevAbs_TR_7,10,4,84.14824946240155,109.50292790904678
PercDevAbs_TR_7,10,5,63.65106318280102,84.14824946240155
PercDevAbs_TR_7,10,6,47.29978542758448,63.65106318280102
PercDevAbs_TR_7,10,7,34.44762620745688,47.29978542758448
PercDevAbs_TR_7,10,8,24.51611773893597,34.44762620745688
PercDevAbs_TR_7,10,9,16.98912184011226,24.51611773893597
PercDevAbs_TR_7,10,10,11.41216671631544,16.98912184011226
PercDevAbs_TR_7,10,11,7.388518788776377,11.41216671631544
PercDevAbs_TR_7,10,12,4.576199392608035,7.388518788776377
PercDevAbs_TR_7,10,13,2.684756023443937,4.576199392608035
PercDevAbs_TR_7,10,14,1.4718051181972744,2.684756023443937
PercDevAbs_TR_7,10,15,0.7395660316493955,1.4718051181972744
PercDevAbs_TR_7,10,16,0.33110692538842906,0.7395660316493955
PercDevAbs_TR_7,10,17,0.1264467760515445,0.33110692538842906
PercDevAbs_TR_7,10,18,0.03842364070679269,0.1264467760515445
PercDevAbs_TR_7,10,19,0,0.03842364070679269
PercDevAbs_TR_7,10.25,1,173.42110504882473,Inf
PercDevAbs_TR_7,10.25,2,136.87669602691932,173.42110504882473
PercDevAbs_TR_7,10.25,3,106.66148900899904,136.87669602691932
PercDevAbs_TR_7,10.25,4,81.96177803432124,106.66148900899904
PercDevAbs_TR_7,10.25,5,61.9946771373005,81.96177803432124
PercDevAbs_TR_7,10.25,6,46.06680313891249,61.9946771373005
PercDevAbs_TR_7,10.25,7,33.547919963399366,46.06680313891249
PercDevAbs_TR_7,10.25,8,23.874374601698527,33.547919963399366
PercDevAbs_TR_7,10.25,9,16.543257832241334,23.874374601698527
PercDevAbs_TR_7,10.25,10,11.11175641924488,16.543257832241334
PercDevAbs_TR_7,10.25,11,7.193324742594525,11.11175641924488
PercDevAbs_TR_7,10.25,12,4.4547767681965915,7.193324742594525
PercDevAbs_TR_7,10.25,13,2.613138847749225,4.4547767681965915
PercDevAbs_TR_7,10.25,14,1.4322797969804335,2.613138847749225
PercDevAbs_TR_7,10.25,15,0.7195323734787683,1.4322797969804335
PercDevAbs_TR_7,10.25,16,0.3220338527043939,0.7195323734787683
PercDevAbs_TR_7,10.25,17,0.12292642096261583,0.3220338527043939
PercDevAbs_TR_7,10.25,18,0.03732941938230348,0.12292642096261583
PercDevAbs_TR_7,10.25,19,0,0.03732941938230348
PercDevAbs_TR_7,10.5,1,169.06458148033784,Inf
PercDevAbs_TR_7,10.5,2,133.43434354047352,169.06458148033784
PercDevAbs_TR_7,10.5,3,103.97568583941955,133.43434354047352
PercDevAbs_TR_7,10.5,4,79.89506544356271,103.97568583941955
PercDevAbs_TR_7,10.5,5,60.42901420475309,79.89506544356271
PercDevAbs_TR_7,10.5,6,44.90135225624368,60.42901420475309
PercDevAbs_TR_7,10.5,7,32.697490509591475,44.90135225624368
PercDevAbs_TR_7,10.5,8,23.267779098783116,32.697490509591475
PercDevAbs_TR_7,10.5,9,16.121813025397916,23.267779098783116
PercDevAbs_TR_7,10.5,10,10.82779892294552,16.121813025397916
PercDevAbs_TR_7,10.5,11,7.008821018884263,10.82779892294552
PercDevAbs_TR_7,10.5,12,4.340004251706496,7.008821018884263
PercDevAbs_TR_7,10.5,13,2.5454441540310424,4.340004251706496
PercDevAbs_TR_7,10.5,14,1.394919443689043,2.5454441540310424
PercDevAbs_TR_7,10.5,15,0.7005962067992504,1.394919443689043
PercDevAbs_TR_7,10.5,16,0.31345797101582595,0.7005962067992504
PercDevAbs_TR_7,10.5,17,0.11959909055670945,0.31345797101582595
PercDevAbs_TR_7,10.5,18,0.03629526983770724,0.11959909055670945
PercDevAbs_TR_7,10.5,19,0,0.03629526983770724
PercDevAbs_TR_7,10.75,1,164.84970612757638,Inf
PercDevAbs_TR_7,10.75,2,130.10399274106572,164.84970612757638
PercDevAbs_TR_7,10.75,3,101.37733555662474,130.10399274106572
PercDevAbs_TR_7,10.75,4,77.8957045545377,101.37733555662474
PercDevAbs_TR_7,10.75,5,58.91442295532635,77.8957045545377
PercDevAbs_TR_7,10.75,6,43.773959095073394,58.91442295532635
PercDevAbs_TR_7,10.75,7,31.87486577932598,43.773959095073394
PercDevAbs_TR_7,10.75,8,22.681044076599566,31.87486577932598
PercDevAbs_TR_7,10.75,9,15.714189210122527,22.681044076599566
PercDevAbs_TR_7,10.75,10,10.553171447637204,15.714189210122527
PercDevAbs_TR_7,10.75,11,6.83039336411378,10.553171447637204
PercDevAbs_TR_7,10.75,12,4.229021829207215,6.83039336411378
