measure,age,ss_1_19,raw_min,raw_max
TD,7.5,6,2.402568820889378,2.7840152443481827
TD,7.5,7,2.090457481547061,2.402568820889378
TD,7.5,8,1.837516125261813,2.090457481547061
TD,7.5,9,1.6346514584123373,1.837516125261813
TD,7.5,10,1.473819936009826,1.6346514584123373
TD,7.5,11,1.3479355764883758,1.473819936009826
TD,7.5,12,1.2508031665260722,1.3479355764883758
TD,7.5,13,1.1770489222618192,1.2508031665260722
TD,7.5,14,1.1220537308403535,1.1770489222618192
TD,7.5,15,1.0818857573287144,1.1220537308403535
TD,7.5,16,1.0532387700982357,1.0818857573287144
TD,7.5,17,1.033362006653778,1.0532387700982357
TD,7.5,18,1.0200171452637734,1.033362006653778
TD,7.5,19,0,1.0200171452637734
TD,7.75,1,4.957432281411509,Inf
TD,7.75,2,4.224281812408913,4.957432281411509
TD,7.75,3,3.605652541235923,4.224281812408913
TD,7.75,4,3.0876523320667033,3.605652541235923
TD,7.75,5,2.656876043162033,3.0876523320667033
TD,7.75,6,2.301559888745304,2.656876043162033
TD,7.75,7,2.011029796516978,2.301559888745304
TD,7.75,8,1.7757565702778184,2.011029796516978
TD,7.75,9,1.5872195033725975,1.7757565702778184
TD,7.75,10,1.4378849340528426,1.5872195033725975
TD,7.75,11,1.3211194639723058,1.4378849340528426
TD,7.75,12,1.231126859526073,1.3211194639723058
TD,7.75,13,1.1628826253415536,1.231126859526073
TD,7.75,14,1.1120709563207751,1.1628826253415536
TD,7.75,15,1.0750212135517028,1.1120709563207751
TD,7.75,16,1.048649647586657,1.0750212135517028
TD,7.75,17,1.0303934789760092,1.048649647586657
TD,7.75,18,1.0181697931174665,1.0303934789760092
TD,7.75,19,0,1.0181697931174665
TD,8,1,4.702919643619727,Inf
TD,8,2,4.01515536062186,4.702919643619727
TD,8,3,3.435110420039184,4.01515536062186
TD,8,4,2.9496788271390413,3.435110420039184
TD,8,5,2.5462218798502407,2.9496788271390413
TD,8,6,2.213650251209886,2.5462218798502407
TD,8,7,1.9419057875525807,2.213650251209886
TD,8,8,1.7220124027847952,1.9419057875525807
TD,8,9,1.5459474868809857,1.7220124027847952
TD,8,10,1.4066209834654255,1.5459474868809857
TD,8,11,1.2977932998194963,1.4066209834654255
TD,8,12,1.214015414204288,1.2977932998194963
TD,8,13,1.15056684350953,1.214015414204288
TD,8,14,1.10339581456051,1.15056684350953
TD,8,15,1.069059097365206,1.10339581456051
TD,8,16,1.0446666768548682,1.069059097365206
TD,8,17,1.0278194918647052,1.0446666768548682
TD,8,18,1.0165699987286514,1.0278194918647052
TD,8,19,0,1.0165699987286514
TD,8.25,1,4.486285533628926,Inf
TD,8.25,2,3.8370948183425457,4.486285533628926
TD,8.25,3,3.2898538220248468,3.8370948183425457
TD,8.25,4,2.832121602050423,3.2898538220248468
TD,8.25,5,2.4519082303716,2.832121602050423
TD,8.25,6,2.1386954068938446,2.4519082303716
TD,8.25,7,1.8829466446022287,2.1386954068938446
TD,8.25,8,1.6761544964058919,1.8829466446022287
TD,8.25,9,1.5107185571234976,1.6761544964058919
TD,8.25,10,1.3799249474683908,1.5107185571234976
TD,8.25,11,1.2778681790440578,1.3799249474683908
TD,8.25,12,1.199393953637612,1.2778681790440578
TD,8.25,13,1.1400399845724283,1.199393953637612
TD,8.25,14,1.0959788728654631,1.1400399845724283
TD,8.25,15,1.0639607662786368,1.0959788728654631
TD,8.25,16,1.0412605077251926,1.0639607662786368
TD,8.25,17,1.0256184611158994,1.0412605077251926
TD,8.25,18,1.0152024604959726,1.0256184611158994
TD,8.25,19,0,1.0152024604959726
TD,8.5,1,4.302844701965446,Inf
TD,8.5,2,3.6862357291778083,4.302844701965446
TD,8.5,3,3.166718342172329,3.6862357291778083
TD,8.5,4,2.7324092253322387,3.166718342172329
TD,8.5,5,2.371862940652049,2.7324092253322387
TD,8.5,6,2.075040569797003,2.371862940652049
TD,8.5,7,1.832843832509582,2.075040569797003
TD,8.5,8,1.6371591639259286,1.832843832509582
TD,8.5,9,1.4807412452184037,1.6371591639259286
TD,8.5,10,1.357192782102969,1.4807412452184037
TD,8.5,11,1.260889668582133,1.357192782102969
TD,8.5,12,1.186926017421637,1.260889668582133
TD,8.5,13,1.1310573517201088,1.186926017421637
TD,8.5,14,1.0896457249614502,1.1310573517201088
TD,8.5,15,1.0596047312539292,1.0896457249614502
TD,8.5,16,1.038348707217113,1.0596047312539292
TD,8.5,17,1.023736136823125,1.038348707217113
TD,8.5,18,1.0140327258681385,1.023736136823125
TD,8.5,19,0,1.0140327258681385
TD,8.75,1,4.147366182648293,Inf
TD,8.75,2,3.5582789031309527,4.147366182648293
TD,8.75,3,3.062196946267557,3.5582789031309527
TD,8.75,4,2.6477033521435924,3.062196946267557
TD,8.75,5,2.303808633271793,2.6477033521435924
TD,8.75,6,2.0208754598115815,2.303808633271793
TD,8.75,7,1.7901729446968775,2.0208754598115815
TD,8.75,8,1.6039180022464594,1.7901729446968775
TD,8.75,9,1.4551635032050567,1.6039180022464594
TD,8.75,10,1.3377782471228428,1.4551635032050567
TD,8.75,11,1.2463748654180258,1.3377782471228428
TD,8.75,12,1.176256688535793,1.2463748654180258
TD,8.75,13,1.1233628943968248,1.176256688535793
TD,8.75,14,1.0842154778576638,1.1233628943968248
TD,8.75,15,1.0558662069040112,1.0842154778576638
TD,8.75,16,1.035847515645526,1.0558662069040112
TD,8.75,17,1.0221180559614522,1.035847515645526
TD,8.75,18,1.01302667109449,1.0221180559614522
TD,8.75,19,0,1.01302667109449
TD,9,1,4.015410246550165,Inf
TD,9,2,3.4495778025356665,4.015410246550165
TD,9,3,2.9733170621407616,3.4495778025356665
TD,9,4,2.5755999926849267,2.9733170621407616
TD,9,5,2.245817999674455,2.5755999926849267
TD,9,6,1.9746694079087193,2.245817999674455
TD,9,7,1.7537307324667988,1.9746694079087193
TD,9,8,1.5754956762840475,1.7537307324667988
TD,9,9,1.43326714274235,1.5754956762840475
TD,9,10,1.3211373117576404,1.43326714274235
TD,9,11,1.2339178059172966,1.3211373117576404
TD,9,12,1.1670880570482354,1.2339178059172966
TD,9,13,1.1167420586660763,1.1670880570482354
TD,9,14,1.0795368477359686,1.1167420586660763
TD,9,15,1.0526410612949748,1.0795368477359686
TD,9,16,1.0336872107349144,1.0526410612949748
TD,9,17,1.0207190129173094,1.0336872107349144
TD,9,18,1.0121560667774083,1.0207190129173094
TD,9,19,0,1.0121560667774083
TD,9.25,1,3.9025225417174982,Inf
TD,9.25,2,3.356482453489525,3.9025225417174982
TD,9.25,3,2.897110771009434,3.356482453489525
TD,9.25,4,2.513705357368407,2.897110771009434
TD,9.25,5,2.1959774345173404,2.513705357368407
TD,9.25,6,1.9349073373095558,2.1959774345173404
TD,9.25,7,1.7223301867853391,1.9349073373095558
TD,9.25,8,1.5509728142618018,1.7223301867853391
TD,9.25,9,1.4143490070208606,1.5509728142618018
TD,9.25,10,1.3067396124042356,1.4143490070208606
TD,9.25,11,1.2231245783590468,1.3067396124042356
TD,9.25,12,1.1591325435009627,1.2231245783590468
TD,9.25,13,1.1109889051072415,1.1591325435009627
TD,9.25,14,1.0754655375240427,1.1109889051072415
TD,9.25,15,1.0498306669583715,1.0754655375240427
TD,9.25,16,1.0318022736898556,1.0498306669583715
TD,9.25,17,1.0194969030327679,1.0318022736898556
TD,9.25,18,1.0113948837116529,1.0194969030327679
TD,9.25,19,0,1.0113948837116529
TD,9.5,1,3.8028562314645322,Inf
TD,9.5,2,3.274221584524465,3.8028562314645322
TD,9.5,3,2.829715529958866,3.274221584524465
TD,9.5,4,2.4589188835513403,2.829715529958866
TD,9.5,5,2.1518210211887316,2.4589188835513403
TD,9.5,6,1.8996476863434855,2.1518210211887316
TD,9.5,7,1.6944592887527152,1.8996476863434855
TD,9.5,8,1.5291859584267053,1.6944592887527152
TD,9.5,9,1.3975255976796366,1.5291859584267053
TD,9.5,10,1.2939239659545347,1.3975255976796366
TD,9.5,11,1.2135083308834123,1.2939239659545347
TD,9.5,12,1.1520380958703673,1.2135083308834123
TD,9.5,13,1.10585398870416,1.1520380958703673
TD,9.5,14,1.0718288308501207,1.10585398870416
TD,9.5,15,1.0473185392187045,1.0718288308501207
TD,9.5,16,1.0301164858978806,1.0473185392187045
TD,9.5,17,1.018403584594109,1.0301164858978806
TD,9.5,18,1.0107139461794934,1.018403584594109
TD,9.5,19,0,1.0107139461794934
TD,9.75,1,3.7115584743062535,Inf
TD,9.75,2,3.1988412104631925,3.7115584743062535
TD,9.75,3,2.767935753704558,3.1988412104631925
TD,9.75,4,2.4086799848016343,2.767935753704558
TD,9.75,5,2.1113162246409,2.4086799848016343
TD,9.75,6,1.8672934608664862,2.1113162246409
TD,9.75,7,1.668877171812278,1.8672934608664862
TD,9.75,8,1.5091826466660645,1.668877171812278
TD,9.75,9,1.382075584714535,1.5091826466660645
TD,9.75,10,1.2821521403442835,1.382075584714535
TD,9.75,11,1.2046740275171028,1.2821521403442835
TD,9.75,12,1.145520076646633,1.2046740275171028
TD,9.75,13,1.1011364294990322,1.145520076646633
TD,9.75,14,1.068488251244426,1.1011364294990322
TD,9.75,15,1.0450117462483264,1.068488251244426
TD,9.75,16,1.0285693766496045,1.0450117462483264
TD,9.75,17,1.0174011011166317,1.0285693766496045
TD,9.75,18,1.0100904134118411,1.0174011011166317
TD,9.75,19,0,1.0100904134118411
TD,10,1,3.6252078310209686,Inf
TD,10,2,3.127556661335136,3.6252078310209686
TD,10,3,2.7095235091596788,3.127556661335136
TD,10,4,2.3611896556314034,2.7095235091596788
TD,10,5,2.073036933878796,2.3611896556314034
TD,10,6,1.8367257399501764,2.073036933878796
TD,10,7,1.6447157627439157,1.8367257399501764
TD,10,8,1.49029766070049,1.6447157627439157
TD,10,9,1.367496069218312,1.49029766070049
TD,10,10,1.2710496058281253,1.367496069218312
TD,10,11,1.196347348023986,1.2710496058281253
TD,10,12,1.1393812676997794,1.196347348023986
TD,10,13,1.0966973764313828,1.1393812676997794
TD,10,14,1.0653483285240486,1.0966973764313828
TD,10,15,1.0428463944765238,1.0653483285240486
TD,10,16,1.0271194918404982,1.0428463944765238
TD,10,17,1.0164635115715075,1.0271194918404982
TD,10,18,1.0095087227691515,1.0164635115715075
TD,10,19,0,1.0095087227691515
TD,10.25,1,3.5417233047700796,Inf
TD,10.25,2,3.0586754408985826,3.5417233047700796
TD,10.25,3,2.653113533671469,3.0586754408985826
TD,10.25,4,2.3153561235273896,2.653113533671469
TD,10.25,5,2.0361183638174407,2.3153561235273896
TD,10.25,6,1.8072665715331653,2.0361183638174407
TD,10.25,7,1.6214495381326568,1.8072665715331653
TD,10.25,8,1.4721286260252824,1.6214495381326568
TD,10.25,9,1.3534831190803398,1.4721286260252824
TD,10.25,10,1.2603902013339123,1.3534831190803398
TD,10.25,11,1.1883627758334463,1.2603902013339123
TD,10.25,12,1.1335027600898933,1.1883627758334463
TD,10.25,13,1.0924531621649283,1.1335027600898933
TD,10.25,14,1.0623515580205367,1.0924531621649283
TD,10.25,15,1.0407840014526442,1.0623515580205367
TD,10.25,16,1.0257418530967635,1.0407840014526442
TD,10.25,17,1.0155751658222034,1.0257418530967635
TD,10.25,18,1.0089594622437543,1.0155751658222034
TD,10.25,19,0,1.0089594622437543
TD,10.5,1,3.4600434492464074,Inf
TD,10.5,2,2.9913342753924748,3.4600434492464074
TD,10.5,3,2.598009426124601,2.9913342753924748
TD,10.5,4,2.2706224163478552,2.598009426124601
TD,10.5,5,2.000119236049993,2.2706224163478552
TD,10.5,6,1.7785698857364922,2.000119236049993
TD,10.5,7,1.5988100934132257,1.7785698857364922
TD,10.5,8,1.4544698806407181,1.5988100934132257
TD,10.5,9,1.3398812290849922,1.4544698806407181
TD,10.5,10,1.2500580532491168,1.3398812290849922
TD,10.5,11,1.1806353526189184,1.2500580532491168
TD,10.5,12,1.1278233698201297,1.1806353526189184
TD,10.5,13,1.0883605967402743,1.1278233698201297
TD,10.5,14,1.0594681276272475,1.0883605967402743
TD,10.5,15,1.038804502471941,1.0594681276272475
TD,10.5,16,1.02442333678295,1.038804502471941
TD,10.5,17,1.014727756179106,1.02442333678295
TD,10.5,18,1.0084375653181186,1.014727756179106
TD,10.5,19,0,1.0084375653181186
TD,10.75,1,3.3793009131268152,Inf
TD,10.75,2,2.9248289522711923,3.3793009131268152
TD,10.75,3,2.5436441273445287,2.9248289522711923
TD,10.75,4,2.226535876991511,2.5436441273445287
TD,10.75,5,1.9646816477421938,2.226535876991511
TD,10.75,6,1.7503556041109765,1.9646816477421938
TD,10.75,7,1.5765807014306783,1.7503556041109765
TD,10.75,8,1.4371557609115457,1.5765807014306783
TD,10.75,9,1.3265654570897005,1.4371557609115457
TD,10.75,10,1.2399603116647004,1.3265654570897005
TD,10.75,11,1.173097192127269,1.2399603116647004
TD,10.75,12,1.122294349948554,1.173097192127269
TD,10.75,13,1.0843853720400627,1.122294349948554
TD,10.75,14,1.056674426580053,1.0843853720400627
TD,10.75,15,1.0368920523191572,1.056674426580053
TD,10.75,16,1.0231536061047526,1.0368920523191572
TD,10.75,17,1.0139147526490424,1.0231536061047526
TD,10.75,18,1.007939054083258,1.0139147526490424
TD,10.75,19,0,1.007939054083258
TD,11,1,3.2983750406893493,Inf
TD,11,2,2.8582521642676424,3.2983750406893493
TD,11,3,2.489289293099629,2.8582521642676424
TD,11,4,2.1825170706298134,2.489289293099629
TD,11,5,1.929349166454502,2.1825170706298134
TD,11,6,1.7222680187406902,1.929349166454502
TD,11,7,1.554487376304979,1.7222680187406902
TD,11,8,1.419977909756659,1.554487376304979
TD,11,9,1.313379567307185,1.419977909756659
TD,11,10,1.229981626514821,1.313379567307185
TD,11,11,1.1656645808282642,1.229981626514821
TD,11,12,1.11685609654304,1.1656645808282642
TD,11,13,1.0804859468189578,1.11685609654304
TD,11,14,1.053942188463882,1.0804859468189578
TD,11,15,1.0350279306809114,1.053942188463882
TD,11,16,1.021920637007936,1.0350279306809114
TD,11,17,1.0131286974884914,1.021920637007936
TD,11,18,1.00745948311778,1.0131286974884914
TD,11,19,0,1.00745948311778
TD,11.25,1,3.216503963560764,Inf
TD,11.25,2,2.790988698644345,3.216503963560764
TD,11.25,3,2.434452425909949,2.790988698644345
TD,11.25,4,2.1381753371892143,2.434452425909949
TD,11.25,5,1.8938150138609082,2.1381753371892143
TD,11.25,6,1.6940688319358694,1.8938150138609082
TD,11.25,7,1.532347200278453,1.6940688319358694
TD,11.25,8,1.4027977275479089,1.532347200278453
TD,11.25,9,1.3002200240237676,1.4027977275479089
TD,11.25,10,1.2200458558007614,1.3002200240237676
TD,11.25,11,1.158282481023724,1.2200458558007614
TD,11.25,12,1.1114695799925054,1.158282481023724
TD,11.25,13,1.0766352249021462,1.1114695799925054
TD,11.25,14,1.0512530413012038,1.0766352249021462
TD,11.25,15,1.0332000050508476,1.0512530413012038
TD,11.25,16,1.0207166496949944,1.0332000050508476
TD,11.25,17,1.01236476351755,1.0207166496949944
TD,11.25,18,1.0069959643780777,1.01236476351755
TD,11.25,19,0,1.0069959643780777
TD,11.5,1,3.1343132883790807,Inf
TD,11.5,2,2.7235452494023833,3.1343132883790807
TD,11.5,3,2.379540281868779,2.7235452494023833
TD,11.5,4,2.093834126429263,2.379540281868779
TD,11.5,5,1.8583337115734118,2.093834126429263
TD,11.5,6,1.6659560382814025,1.8583337115734118
TD,11.5,7,1.5103122512492637,1.6659560382814025
TD,11.5,8,1.3857303895221602,1.5103122512492637
TD,11.5,9,1.2871726893717481,1.3857303895221602
TD,11.5,10,1.21021588127514,1.2871726893717481
TD,11.5,11,1.1509960229668925,1.21021588127514
TD,11.5,12,1.1061664462194865,1.1509960229668925
TD,11.5,13,1.0728548042949755,1.1061664462194865
TD,11.5,14,1.0486212609099248,1.0728548042949755
TD,11.5,15,1.03141735340531,1.0486212609099248
TD,11.5,16,1.0195471464199288,1.03141735340531
TD,11.5,17,1.0116260854196841,1.0195471464199288
TD,11.5,18,1.0065501394468361,1.0116260854196841
TD,11.5,19,0,1.0065501394468361
TD,11.75,1,3.0528483310610848,Inf
TD,11.75,2,2.6567660280391516,3.0528483310610848
TD,11.75,3,2.3252285390325285,2.6567660280391516
TD,11.75,4,2.050029054128815,2.3252285390325285
TD,11.75,5,1.82332535769592,2.050029054128815
TD,11.75,6,1.6382553231463308,1.82332535769592
TD,11.75,7,1.488631800125002,1.6382553231463308
TD,11.75,8,1.3689639886901812,1.488631800125002
TD,11.75,9,1.2743772585152007,1.3689639886901812
TD,11.75,10,1.200593620108141,1.2743772585152007
TD,11.75,11,1.1438780754986757,1.200593620108141
TD,11.75,12,1.1009976053191544,1.1438780754986757
TD,11.75,13,1.069179315589508,1.1009976053191544
TD,11.75,14,1.0460696771598217,1.069179315589508
TD,11.75,15,1.0296944735600901,1.0460696771598217
TD,11.75,16,1.018420923354826,1.0296944735600901
TD,11.75,17,1.0109177021884261,1.018420923354826
TD,11.75,18,1.0061246861185653,1.0109177021884261
TD,11.75,19,0,1.0061246861185653
TD,12,1,2.9731307975172547,Inf
TD,12,2,2.591474179609833,2.9731307975172547
TD,12,3,2.272174279436287,2.591474179609833
TD,12,4,2.007279498695539,2.272174279436287
TD,12,5,1.789196032345352,2.007279498695539
TD,12,6,1.611280412612596,1.789196032345352
TD,12,7,1.4675450421964413,1.611280412612596
TD,12,8,1.352678242543821,1.4675450421964413
TD,12,9,1.2619665645144702,1.352678242543821
TD,12,10,1.19127545547886,1.2619665645144702
TD,12,11,1.1369971215792496,1.19127545547886
TD,12,12,1.0960105581652924,1.1369971215792496
TD,12,13,1.0656407965572465,1.0960105581652924
TD,12,14,1.0436191964427557,1.0656407965572465
TD,12,15,1.0280444768250467,1.0436191964427557
TD,12,16,1.0173458103380444,1.0280444768250467
TD,12,17,1.010244005956048,1.0173458103380444
TD,12,18,1.0057218699098593,1.010244005956048
TD,12,19,0,1.0057218699098593
TE_Barca_dd,6,1,83.81720601580035,Inf
TE_Barca_dd,6,2,72.81028999530055,83.81720601580035
TE_Barca_dd,6,3,62.690293525822625,72.81028999530055
TE_Barca_dd,6,4,53.446205168898345,62.690293525822625
TE_Barca_dd,6,5,45.050923618829685,53.446205168898345
TE_Barca_dd,6,6,37.47877772188967,45.050923618829685
TE_Barca_dd,6,7,30.696709942963942,37.47877772188967
TE_Barca_dd,6,8,24.66409345191269,30.696709942963942
TE_Barca_dd,6,9,19.327085480846122,24.66409345191269
TE_Barca_dd,6,10,14.60976736412453,19.327085480846122
TE_Barca_dd,6,11,10.384611404357655,14.60976736412453
TE_Barca_dd,6,12,6.318195778574342,10.384611404357655
TE_Barca_dd,6,13,2.0032030455459466,6.318195778574342
TE_Barca_dd,6,14,0,2.0032030455459466
TE_Barca_dd,6,15,0,0
TE_Barca_dd,6,16,0,0
TE_Barca_dd,6,17,0,0
TE_Barca_dd,6,18,0,0
TE_Barca_dd,6,19,0,0
TE_Barca_dd,6.25,1,84.52446707277618,Inf
TE_Barca_dd,6.25,2,73.12570466076934,84.52446707277618
TE_Barca_dd,6.25,3,62.66977565101571,73.12570466076934
TE_Barca_dd,6.25,4,53.14505237588657,62.66977565101571
TE_Barca_dd,6.25,5,44.52313838395052,53.14505237588657
TE_Barca_dd,6.25,6,36.77703038353516,44.52313838395052
TE_Barca_dd,6.25,7,29.87204997131525,36.77703038353516
TE_Barca_dd,6.25,8,23.765825337924987,29.87204997131525
TE_Barca_dd,6.25,9,18.402923315456515,23.765825337924987
TE_Barca_dd,6.25,10,13.706988510759354,18.402923315456515
TE_Barca_dd,6.25,11,9.55461673322003,13.706988510759354
TE_Barca_dd,6.25,12,5.641344157909942,9.55461673322003
TE_Barca_dd,6.25,13,1.7392813068944624,5.641344157909942
TE_Barca_dd,6.25,14,0,1.7392813068944624
TE_Barca_dd,6.25,15,0,0
TE_Barca_dd,6.25,16,0,0
TE_Barca_dd,6.25,17,0,0
TE_Barca_dd,6.25,18,0,0
TE_Barca_dd,6.25,19,0,0
TE_Barca_dd,6.5,1,85.29842910603116,Inf
TE_Barca_dd,6.5,2,73.49142385664288,85.29842910603116
TE_Barca_dd,6.5,3,62.6863127048274,73.49142385664288
TE_Barca_dd,6.5,4,52.87085345095933,62.6863127048274
TE_Barca_dd,6.5,5,44.015312156956824,52.87085345095933
TE_Barca_dd,6.5,6,36.09128489721087,44.015312156956824
TE_Barca_dd,6.5,7,29.062354661245635,36.09128489721087
TE_Barca_dd,6.5,8,22.88422721685287,29.062354661245635
TE_Barca_dd,6.5,9,17.499628866164414,22.88422721685287
TE_Barca_dd,6.5,10,12.831439812072112,17.499628866164414
TE_Barca_dd,6.5,11,8.75996921701224,12.831439812072112
TE_Barca_dd,6.5,12,5.008936032663632,8.75996921701224
TE_Barca_dd,6.5,13,1.4973626309274974,5.008936032663632
TE_Barca_dd,6.5,14,0,1.4973626309274974
TE_Barca_dd,6.5,15,0,0
TE_Barca_dd,6.5,16,0,0
TE_Barca_dd,6.5,17,0,0
TE_Barca_dd,6.5,18,0,0
TE_Barca_dd,6.5,19,0,0
TE_Barca_dd,6.75,1,86.12516083837328,Inf
TE_Barca_dd,6.75,2,73.89614309985393,86.12516083837328
TE_Barca_dd,6.75,3,62.73098911899696,73.89614309985393
TE_Barca_dd,6.75,4,52.616854784644225,62.73098911899696
TE_Barca_dd,6.75,5,43.52263986233192,52.616854784644225
TE_Barca_dd,6.75,6,35.41848113835662,43.52263986233192
TE_Barca_dd,6.75,7,28.266110007365455,35.41848113835662
TE_Barca_dd,6.75,8,22.01912635473314,28.266110007365455
TE_Barca_dd,6.75,9,16.618140497717413,22.01912635473314
TE_Barca_dd,6.75,10,11.98487771094753,16.618140497717413
TE_Barca_dd,6.75,11,8.002796791892898,11.98487771094753
TE_Barca_dd,6.75,12,4.422455804681272,8.002796791892898
TE_Barca_dd,6.75,13,1.2778446759709579,4.422455804681272
TE_Barca_dd,6.75,14,0,1.2778446759709579
TE_Barca_dd,6.75,15,0,0
TE_Barca_dd,6.75,16,0,0
TE_Barca_dd,6.75,17,0,0
TE_Barca_dd,6.75,18,0,0
TE_Barca_dd,6.75,19,0,0
TE_Barca_dd,7,1,86.94438885439115,Inf
TE_Barca_dd,7,2,74.29247597364477,86.94438885439115
TE_Barca_dd,7,3,62.767832991640475,74.29247597364477
TE_Barca_dd,7,4,52.35704989095722,62.767832991640475
TE_Barca_dd,7,5,43.02767484439157,52.35704989095722
TE_Barca_dd,7,6,34.74836776231332,43.02767484439157
TE_Barca_dd,7,7,27.478940302179325,34.74836776231332
TE_Barca_dd,7,8,21.170743894690794,27.478940302179325
TE_Barca_dd,7,9,15.762024256713653,21.170743894690794
TE_Barca_dd,7,10,11.172945500299566,15.762024256713653
TE_Barca_dd,7,11,7.289407845785625,11.172945500299566
TE_Barca_dd,7,12,3.88669134938044,7.289407845785625
TE_Barca_dd,7,13,1.0823047721487429,3.88669134938044
TE_Barca_dd,7,14,0,1.0823047721487429
TE_Barca_dd,7,15,0,0
TE_Barca_dd,7,16,0,0
TE_Barca_dd,7,17,0,0
TE_Barca_dd,7,18,0,0
TE_Barca_dd,7,19,0,0
TE_Barca_dd,7.25,1,87.65063922756151,Inf
TE_Barca_dd,7.25,2,74.59814449388745,87.65063922756151
TE_Barca_dd,7.25,3,62.73496857970672,74.59814449388745
TE_Barca_dd,7.25,4,52.04720463405409,62.73496857970672
TE_Barca_dd,7.25,5,42.50113596597179,52.04720463405409
TE_Barca_dd,7.25,6,34.06400096269248,42.50113596597179
TE_Barca_dd,7.25,7,26.693712443764415,34.06400096269248
TE_Barca_dd,7.25,8,20.33932797238312,26.693712443764415
TE_Barca_dd,7.25,9,14.936576230148805,20.33932797238312
TE_Barca_dd,7.25,10,10.403714779713162,14.936576230148805
TE_Barca_dd,7.25,11,6.628296048459381,10.403714779713162
TE_Barca_dd,7.25,12,3.40739701285269,6.628296048459381
TE_Barca_dd,7.25,13,0.9124045191035527,3.40739701285269
TE_Barca_dd,7.25,14,0,0.9124045191035527
TE_Barca_dd,7.25,15,0,0
TE_Barca_dd,7.25,16,0,0
TE_Barca_dd,7.25,17,0,0
TE_Barca_dd,7.25,18,0,0
TE_Barca_dd,7.25,19,0,0
TE_Barca_dd,7.5,1,88.1318917900719,Inf
TE_Barca_dd,7.5,2,74.72620994682246,88.1318917900719
TE_Barca_dd,7.5,3,62.56738591193357,74.72620994682246
TE_Barca_dd,7.5,4,51.64111525617122,62.56738591193357
TE_Barca_dd,7.5,5,41.91257764593263,51.64111525617122
TE_Barca_dd,7.5,6,33.34772463436583,41.91257764593263
TE_Barca_dd,7.5,7,25.90269415546763,33.34772463436583
TE_Barca_dd,7.5,8,19.52432613359214,25.90269415546763
TE_Barca_dd,7.5,9,14.145815244663735,19.52432613359214
TE_Barca_dd,7.5,10,9.683288580885696,14.145815244663735
TE_Barca_dd,7.5,11,6.025181482654819,9.683288580885696
TE_Barca_dd,7.5,12,2.9869218867887923,6.025181482654819
TE_Barca_dd,7.5,13,0.768173441036665,2.9869218867887923
TE_Barca_dd,7.5,14,0,0.768173441036665
TE_Barca_dd,7.5,15,0,0
TE_Barca_dd,7.5,16,0,0
TE_Barca_dd,7.5,17,0,0
TE_Barca_dd,7.5,18,0,0
TE_Barca_dd,7.5,19,0,0
TE_Barca_dd,7.75,1,88.31140498252763,Inf
TE_Barca_dd,7.75,2,74.61722972579346,88.31140498252763
TE_Barca_dd,7.75,3,62.2206465766384,74.61722972579346
TE_Barca_dd,7.75,4,51.107069047313274,62.2206465766384
TE_Barca_dd,7.75,5,41.2407832273714,51.107069047313274
TE_Barca_dd,7.75,6,32.58664409745066,41.2407832273714
TE_Barca_dd,7.75,7,25.09921591866527,32.58664409745066
TE_Barca_dd,7.75,8,18.723295315827592,25.09921591866527
TE_Barca_dd,7.75,9,13.389645513364764,18.723295315827592
TE_Barca_dd,7.75,10,9.012168292525711,13.389645513364764
TE_Barca_dd,7.75,11,5.479514019739166,9.012168292525711
TE_Barca_dd,7.75,12,2.621957611738295,5.479514019739166
TE_Barca_dd,7.75,13,0.6473721983294443,2.621957611738295
TE_Barca_dd,7.75,14,0,0.6473721983294443
TE_Barca_dd,7.75,15,0,0
TE_Barca_dd,7.75,16,0,0
TE_Barca_dd,7.75,17,0,0
TE_Barca_dd,7.75,18,0,0
TE_Barca_dd,7.75,19,0,0
TE_Barca_dd,8,1,88.04029769835546,Inf
TE_Barca_dd,8,2,74.15617249939429,88.04029769835546
TE_Barca_dd,8,3,61.60916232408286,74.15617249939429
TE_Barca_dd,8,4,50.38454170607907,61.60916232408286
TE_Barca_dd,8,5,40.44600369689104,50.38454170607907
TE_Barca_dd,8,6,31.75760101560737,40.44600369689104
TE_Barca_dd,8,7,24.272674945677444,31.75760101560737
TE_Barca_dd,8,8,17.934351129931535,24.272674945677444
TE_Barca_dd,8,9,12.67131960700148,17.934351129931535
TE_Barca_dd,8,10,8.395466460719648,12.67131960700148
TE_Barca_dd,8,11,4.995299941825741,8.395466460719648
TE_Barca_dd,8,12,2.312590882181616,4.995299941825741
TE_Barca_dd,8,13,0.5489561473213433,2.312590882181616
TE_Barca_dd,8,14,0,0.5489561473213433
TE_Barca_dd,8,15,0,0
TE_Barca_dd,8,16,0,0
TE_Barca_dd,8,17,0,0
TE_Barca_dd,8,18,0,0
TE_Barca_dd,8,19,0,0
TE_Barca_dd,8.25,1,87.07954519842532,Inf
TE_Barca_dd,8.25,2,73.15959456325137,87.07954519842532
TE_Barca_dd,8.25,3,60.597781829420875,73.15959456325137
TE_Barca_dd,8.25,4,49.37942493821392,60.597781829420875
TE_Barca_dd,8.25,5,39.468067742005594,49.37942493821392
TE_Barca_dd,8.25,6,30.827423325153273,39.468067742005594
TE_Barca_dd,8.25,7,23.41020999706554,30.827423325153273
