thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,sound_1.stopped,item2.started,sound_2.started,item1.stopped,item2.stopped,sound_2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,94.10891609999817,94.13025980000384,94.13272565009538,98.8365737000131,99.08368280000286,99.08321819001576,98.8365737000131,103.76638200000161,103.76638200000161,104.25155009998707,104.25155009998707,104.75021460000426,107.41818770003738,p,1,2661.9639999698848,None,4.18802458251127,4.675,1.1162780704588713,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,107.64453240000876,107.6672239000327,107.66544105007779,115.68784690002212,115.93278520001331,115.93248209003359,115.68784690002212,123.98755540000275,123.98755540000275,124.46753379999427,124.46753379999427,124.96579889999703,125.0668303000275,p,1,90.44709999579936,None,7.502771612296152,8.042,1.0718705587172768,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,125.30444520001765,125.32600110000931,125.33107514005387,126.34370080003282,126.56546379998326,126.56553509000223,126.34370080003282,127.05696570000146,127.05696570000146,127.55040960002225,127.55040960002225,128.04912420001347,128.45045449997997,w,1,387.6507999957539,None,0.4952185154213118,0.474,1.0447648004669026,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,128.7182428999804,128.74084540002514,128.7474859200651,132.89810049999505,133.09864089998882,133.09824059002568,132.8814785000286,136.84804389998317,136.84804389998317,137.33311860001413,137.33311860001413,137.8319029000122,144.73227330000373,w,0,6897.294899972621,None,3.636130105576198,3.738,1.0280160201824404,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,144.96293129998958,144.9877290999866,144.98006015009014,149.03734440001426,149.2809789000312,149.2806016900111,149.03734440001426,152.68766900000628,152.68766900000628,153.1658063000068,153.1658063000068,153.6642756999936,155.11586900003022,w,1,1438.2305000326596,None,3.54,3.3883224228247197,1.0447648004669026,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,155.36981559998821,155.39257060003,155.39616873007037,158.7568867999944,158.96389200002886,158.96345828998602,158.73020829999587,161.68017180002062,161.68017180002062,162.18245309998747,162.18245309998747,162.68056310003158,164.89850379998097,p,0,2208.1034000148065,None,2.8375811980681074,2.716,1.0447648004669026,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,165.1778397000162,165.1999450000003,165.1955719201127,172.21667180000804,172.41308080003364,172.41275279003895,172.21667180000804,178.4977425999823,178.4977425999823,178.98078320000786,178.98078320000786,179.47971620003227,179.9147335999878,w,1,417.4709000508301,None,6.505,6.068829810741914,1.0718705587172768,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,180.1499917000183,180.17469790001633,180.17839724007064,183.16659109998727,183.4128799000173,183.4122289900086,183.16659109998727,186.08784440002637,186.08784440002637,186.56395670003258,186.56395670003258,187.06260509998538,189.46359599998686,w,0,2386.4934999728575,None,2.483,2.6614545972949983,1.0718705587172768,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,189.6945463999873,189.71515070000896,189.71111195004778,198.42987719998928,198.62845469999593,198.62815959001892,198.4329880999867,205.9476783000282,205.9476783000282,206.42989640001906,206.42989640001906,206.92853480001213,207.82932620000793,p,0,892.396799987182,None,8.15,7.301048202666705,1.1162780704588713,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,208.06239979999373,208.0879159999895,208.0935648401035,213.09757670003455,213.3275998000172,213.32764138998465,213.09757670003455,217.17105910001555,217.17105910001555,217.61242190003395,217.61242190003395,218.1108476999798,218.6619190000347,w,1,543.7126999604516,None,4.493,3.7741771254147256,1.190458171595825,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,218.90927380003268,218.93154339998728,218.92623914005236,226.59744580002734,226.82712000003085,226.8267698899843,226.59744580002734,232.84633720002603,232.84633720002603,233.34466350002913,233.34466350002913,233.84338859998388,234.4786097999895,w,1,625.2617999562062,None,7.158,6.012811009062676,1.190458171595825,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,234.7046556000132,234.7265180000104,234.72575125005096,242.3092072000145,242.55983300000662,242.55915549002822,242.3092072000145,250.55886220000684,250.55886220000684,251.06061550002778,251.06061550002778,251.55931660003262,252.5770575000206,p,1,1010.2348999935202,None,7.069356663110608,7.998,1.1313617887940566,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,252.82139180001104,252.84737440000754,252.84115784005263,256.4970237999805,256.72544650000054,256.72527529003565,256.4970237999805,259.5117081000353,259.5117081000353,259.99355220003054,259.99355220003054,260.4920554999844,263.1936610999983,w,1,2690.3529999544844,None,3.137266240325919,2.773,1.1313617887940566,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,263.44120100000873,263.46292309998535,263.45732044004836,269.5469935000292,269.77487510000356,269.77476369002835,269.5469935000292,275.86648860003334,275.86648860003334,276.3592512999894,276.3592512999894,276.85793380002724,277.0590390000143,p,1,189.1180999809876,None,5.5740499458230195,6.083,1.091307049474569,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,277.2995450000162,277.3235447999905,277.3233355400851,286.47688040003413,286.7072535000043,286.70682499000105,286.47688040003413,294.63982520002173,294.63982520002173,295.14160309999716,295.14160309999716,295.64032679999946,296.20846029999666,p,0,564.8570000194013,None,8.646,7.922609868746643,1.091307049474569,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,296.4596936000162,296.4814320000005,296.4720833400614,302.90712230000645,303.1396056000376,303.1396670900402,302.90712230000645,308.3991971000214,308.3991971000214,308.87425940000685,308.87425940000685,309.3733867999981,310.3241605000221,w,1,947.3577999742702,None,5.925,5.237051541501669,1.1313617887940566,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,310.58206320001045,310.60332280001603,310.6046562300995,316.3563765999861,316.5889900000184,316.588622890017,316.3563765999861,321.2474893000326,321.2474893000326,321.7235862999805,321.7235862999805,322.22248200001195,323.79452799999854,w,1,1557.0585999521427,None,5.25,4.640425416520467,1.1313617887940566,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,324.0659146999824,324.0882857000106,324.0875049200608,333.13798659999156,333.3380875000148,333.3378081900417,333.13798659999156,341.2109528000001,341.2109528000001,341.6727011000039,341.6727011000039,342.1714396000025,344.62249280000106,p,0,2442.8945000399835,None,8.539,7.824562302709643,1.091307049474569,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,344.88846220000414,344.9097491999855,344.90304993008033,346.60677730001044,346.8209640000132,346.8202884899918,346.62045789998956,348.2227271000156,348.2227271000156,348.6889173000236,348.6889173000236,349.18754359998275,349.5216883000103,w,0,322.90190004277974,None,1.197,1.3542400611864858,1.1313617887940566,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,349.78852910001297,349.8102172000217,349.80254633005245,357.06995580001967,357.28715530002955,357.28676519002767,357.06995580001967,362.9782233000151,362.9782233000151,363.45485580002423,363.45485580002423,363.9534452999942,364.1385777000105,w,1,183.67330002365634,None,6.755,5.674285885193961,1.190458171595825,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,364.40655130002415,364.4297006999841,364.41871443009006,370.9990171000245,371.18604200001573,371.18589268998477,371.00112169998465,378.3781776999822,378.3781776999822,378.87068250001175,378.87068250001175,379.3693292000098,383.73668299999554,w,0,4363.6808000155725,None,6.034651339634851,7.184,1.190458171595825,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,383.993241499993,384.0142608000315,384.0174650300993,385.01867910003057,385.20218469999963,385.2017292900244,384.9685089000268,385.7972365000169,385.7972365000169,386.28692939999746,386.28692939999746,386.78550950001227,388.920082000026,p,1,2128.770900017116,None,0.455,0.5820502267080638,1.2792312674902502,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,389.2101566999918,389.2317005000077,389.23373311006,392.06832670001313,392.25207640003646,392.25151819003514,392.06832670001313,394.08961339999223,394.08961339999223,394.59432500001276,394.59432500001276,395.0850607000175,395.30267679999815,p,0,205.16830001724884,None,2.3294801380997456,1.821,1.2792312674902502,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,395.59048850002,395.61251970002195,395.6166809101007,400.23719110002276,400.41788770002313,400.4177758899867,400.23719110002276,406.2569157999824,406.2569157999824,406.75286710000364,406.75286710000364,407.25116079999134,409.05343070003437,p,1,1796.9155000173487,None,4.112228313145904,5.823,1.4160205991931745,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,409.3193862999906,409.34670009999536,409.3497542200843,410.3869671000284,410.58441920002224,410.5838043899974,410.3869671000284,411.33786540001165,411.33786540001165,411.83556610002415,411.83556610002415,412.334190100024,412.96859980002046,p,1,623.1177999870852,None,0.53,0.7504909175723825,1.4160205991931745,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,413.18206449999707,413.20340659999056,413.1997397600673,418.91106499999296,419.16677950002486,419.16680189002074,418.91106499999296,425.8072861999972,425.8072861999972,426.30142480001086,426.30142480001086,426.80023130000336,427.5345687000081,p,1,721.0063999518752,None,5.185927023981661,6.634,1.2792312674902502,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,427.7629949999973,427.78375609999057,427.78227495006286,436.28685750003206,436.53272950003156,436.5323786900379,436.28685750003206,442.806793500029,442.806793500029,443.30044740001904,443.30044740001904,443.799305499997,444.4841254000203,p,0,676.9060000078753,None,7.998,6.25219239339845,1.2792312674902502,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,444.7046950000222,444.7255229000002,444.7311582500697,448.23838250001427,448.4820802999893,448.48199049000397,448.23838250001427,452.7377462000004,452.7377462000004,453.2334886000026,453.2334886000026,453.73193710000487,455.93326239997987,p,1,2198.872000037227,None,2.9950129273659245,4.241,1.4160205991931745,,,,,AST415,001,2025-03-25_12h08.09.681,Time estimation,2023.2.3,60.0131668912648,2025-03-25 12h08.19.295219 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.9332948999945,455.94819229998393,458.94785799999954,458.9321760000312,,,,,,,,
