thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,item2.stopped,sound_2.stopped,image_L.started,image_R.started,sound_1.stopped,item1.stopped,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.08357260003685951,0.11590120010077953,0.11590120010077953,11.581902000121772,space,11.451468899846077,None,,,,,,,,,,,,,,,,,,,,,,,,SSP817,001,2025-01-16_10h32.08.108,Time estimation,2023.2.3,59.9762013737953,2025-01-16 10h32.26.952201 +0100,
,,,,,,,,,13.921458800323308,14.012907800264657,13.965066507179289,15.762384200002998,15.76247857036069,16.845757000148296,16.845757000148296,17.31259040022269,17.31259040022269,17.662011000327766,17.695889300201088,17.812191900331527,21.26349340006709,w,1,3440.2843001298606,None,3.169,1.0563333333333333,3,,,,SSP817,001,2025-01-16_10h32.08.108,Time estimation,2023.2.3,59.9762013737953,2025-01-16 10h32.26.952201 +0100,
,,,,,,,,,22.180673700291663,22.278989600017667,22.212033089064064,24.577745400369167,24.577859070058913,31.543517000041902,31.543517000041902,32.009576600044966,32.009576600044966,25.043410200159997,25.09389840019867,32.50906080007553,33.56112390011549,p,1,1041.5365998633206,None,2.311,6.933,3,,,,SSP817,001,2025-01-16_10h32.08.108,Time estimation,2023.2.3,59.9762013737953,2025-01-16 10h32.26.952201 +0100,
,,,,,,,,,34.45941200014204,34.576235100161284,34.50991878919304,35.80884260032326,35.80893756998703,39.57487590005621,39.57487590005621,40.057698800228536,40.057698800228536,36.27501880005002,36.32546370010823,40.55787520017475,47.758563300129026,p,1,7191.0071996971965,None,1.2453333333333334,3.736,3,,,,SSP817,001,2025-01-16_10h32.08.108,Time estimation,2023.2.3,59.9762013737953,2025-01-16 10h32.26.952201 +0100,
,,47.780698500107974,47.789068600162864,47.789068600162864,55.790611600037664,space,7.996478899847716,None,,,,,,,,,,,,,,,,,,,,,,,,SSP817,001,2025-01-16_10h32.08.108,Time estimation,2023.2.3,59.9762013737953,2025-01-16 10h32.26.952201 +0100,
,,,,,,,,,56.62935040006414,56.72153740003705,56.67206700909883,59.4205380002968,59.420607270114125,67.301868500188,67.301868500188,67.78554480010644,67.78554480010644,59.820322500076145,59.85361760016531,68.28568099997938,68.9378758999519,p,1,643.0305000394583,None,2.6173653311179996,7.863,3.0041660239464334,,,,SSP817,001,2025-01-16_10h32.08.108,Time estimation,2023.2.3,59.9762013737953,2025-01-16 10h32.26.952201 +0100,
,,,,,,,,,69.77975750016049,69.88581160036847,69.81924370927736,74.33447050023824,74.3344615701586,83.13207780010998,83.13207780010998,83.61549590015784,83.61549590015784,74.7344283000566,74.78429570002481,84.11559589998797,84.73392280004919,p,1,609.6607004292309,None,4.3850258124384744,8.778,2.0018126176362534,,,,SSP817,001,2025-01-16_10h32.08.108,Time estimation,2023.2.3,59.9762013737953,2025-01-16 10h32.26.952201 +0100,
,,,,,,,,,85.63334510009736,85.74955620011315,85.68272748896851,88.44822960020974,88.44826137032359,92.66392680024728,92.66392680024728,93.13085480034351,93.13085480034351,88.91399110015482,88.96492059994489,93.63027840014547,94.14862400013953,p,1,501.0633999481797,None,2.7028463066678627,4.188,1.5494776708791378,,,,SSP817,001,2025-01-16_10h32.08.108,Time estimation,2023.2.3,59.9762013737953,2025-01-16 10h32.26.952201 +0100,
,,,,,,,,,94.97606630017981,95.08089390024543,95.01438183924182,98.42923240037635,98.42928377017378,102.76189040020108,102.76189040020108,103.24600289994851,103.24600289994851,98.81253230012953,98.86294679995626,103.74491010000929,106.94601260032505,p,1,3187.2438001446426,None,3.2702367676558737,4.311,1.3182531743994035,,,,SSP817,001,2025-01-16_10h32.08.108,Time estimation,2023.2.3,59.9762013737953,2025-01-16 10h32.26.952201 +0100,
,,,,,,,,,107.76883450010791,107.86138040013611,107.8115883393213,115.12603370007128,115.12601487003266,123.69094070000574,123.69094070000574,124.15786010026932,124.15786010026932,115.50927270017564,115.54300149995834,124.65731290029362,129.45857540005818,w,0,4785.923499614,None,7.1720285548165865,8.538,1.190458171595825,,,,SSP817,001,2025-01-16_10h32.08.108,Time estimation,2023.2.3,59.9762013737953,2025-01-16 10h32.26.952201 +0100,
,,,,,,,,,130.31377130001783,130.42383860005066,130.3575167791918,139.321611400228,139.32163207037374,146.05282000033185,146.05282000033185,146.52006749995053,146.52006749995053,139.73796680010855,139.78785660024732,147.01962700020522,148.98831759998575,w,1,1965.6511000357568,None,8.849,6.7126711104121615,1.3182531743994035,,,,SSP817,001,2025-01-16_10h32.08.108,Time estimation,2023.2.3,59.9762013737953,2025-01-16 10h32.26.952201 +0100,
,,,,,,,,,149.79725850000978,149.90329870022833,149.83640236910432,156.81804120028391,156.81805986994877,165.83254240034148,165.83254240034148,166.29938710015267,166.29938710015267,157.18456910038367,157.23451690003276,166.79907770035788,167.8178546000272,p,1,1008.7174996733665,None,6.817355098799196,8.987,1.3182531743994035,,,,SSP817,001,2025-01-16_10h32.08.108,Time estimation,2023.2.3,59.9762013737953,2025-01-16 10h32.26.952201 +0100,
,,,,,,,,,168.6309216003865,168.732802500017,168.666501269117,172.1650150003843,172.16448177015408,176.26386880036443,176.26386880036443,176.7307071001269,176.7307071001269,172.53116550017148,172.58159940037876,177.23028010036796,178.14920370001346,p,1,904.9365003593266,None,3.345247704754749,4.068,1.2160534462718473,,,,SSP817,001,2025-01-16_10h32.08.108,Time estimation,2023.2.3,59.9762013737953,2025-01-16 10h32.26.952201 +0100,
,,,,,,,,,179.07219170033932,179.18067810032517,179.11442115921525,182.479550300166,182.48033246994018,186.5451799002476,186.5451799002476,187.0120386001654,187.0120386001654,182.97907999996096,183.0127390003763,187.51157630002126,188.2632300001569,p,1,740.0449002161622,None,3.3222224009855426,4.04,1.2160534462718473,,,,SSP817,001,2025-01-16_10h32.08.108,Time estimation,2023.2.3,59.9762013737953,2025-01-16 10h32.26.952201 +0100,
,,,,,,,,,189.11755760014057,189.2286688000895,189.16213727891446,190.960828400217,190.960803370364,192.46050629997626,192.46050629997626,192.9440793003887,192.9440793003887,191.3777151000686,191.42778000002727,193.44444740004838,195.94525500014424,w,1,2483.974900096655,None,1.6929314110409828,1.474,1.1485287727550766,,,,SSP817,001,2025-01-16_10h32.08.108,Time estimation,2023.2.3,59.9762013737953,2025-01-16 10h32.26.952201 +0100,
,,,,,,,,,196.77841790020466,196.89409680012614,196.81085643898695,199.70892910007387,199.70907727014273,202.89183660037816,202.89183660037816,203.35878790030256,203.35878790030256,200.09232100006193,200.15928070014343,203.8582375003025,204.4101283000782,p,1,541.9037998653948,None,2.75,3.1584541250764606,1.1485287727550766,,,,SSP817,001,2025-01-16_10h32.08.108,Time estimation,2023.2.3,59.9762013737953,2025-01-16 10h32.26.952201 +0100,
,,,,,,,,,205.2040681000799,205.30896149994805,205.24217929923907,209.40694340039045,209.4071435703896,213.82338510034606,213.82338510034606,214.3061835002154,214.3061835002154,209.7569774002768,209.80748359998688,214.8062687003985,215.59104110021144,p,1,768.8402002677321,None,3.9854787113524637,4.396,1.1030042608126809,,,,SSP817,001,2025-01-16_10h32.08.108,Time estimation,2023.2.3,59.9762013737953,2025-01-16 10h32.26.952201 +0100,
