thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_1.stopped,item1.stopped,item2.stopped,sound_2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.06937860000107321,0.0858464000011736,0.0858464000011736,40.49642010000025,space,40.40864749999673,None,,,,,,,,,,,,,,,,,,,,,ACO116,001,2025-02-07_14h30.41.130,Time estimation,2023.2.3,60.003804240468426,2025-02-07 14h32.04.202374 +0100,
,,,,,,,,,42.197983699999895,42.27819789999921,42.22834828001651,49.392669200002274,49.39261592000112,50.62583280000035,50.65909310000279,52.042263999999705,52.042263999999705,52.50876360000257,52.50876360000257,53.00861970000187,54.626438499999495,w,1,1605.1353000002564,None,7.880999999999999,2.627,3,ACO116,001,2025-02-07_14h30.41.130,Time estimation,2023.2.3,60.003804240468426,2025-02-07 14h32.04.202374 +0100,
,,,,,,,,,55.30901950000043,55.39144370000213,55.341850260008506,58.87409010000192,58.87402832000153,59.10728670000026,59.140609300000506,59.97389480000129,59.97389480000129,60.45710980000149,60.45710980000149,60.95757560000129,61.824463700002525,w,1,861.8604999974195,None,3.24,1.08,3,ACO116,001,2025-02-07_14h30.41.130,Time estimation,2023.2.3,60.003804240468426,2025-02-07 14h32.04.202374 +0100,
,,,,,,,,,62.253108200002316,62.3240979000002,62.290236260004896,71.57159070000125,71.57157192000086,71.5549002000007,71.57159070000125,74.50431949999984,74.50431949999984,74.98764090000259,74.98764090000259,75.50419320000219,75.70588240000143,w,1,198.37990000087302,None,8.748,2.916,3,ACO116,001,2025-02-07_14h30.41.130,Time estimation,2023.2.3,60.003804240468426,2025-02-07 14h32.04.202374 +0100,
,,75.72666070000196,75.73720859999958,75.73720859999958,79.00518730000113,space,3.2606968999971286,None,,,,,,,,,,,,,,,,,,,,,ACO116,001,2025-02-07_14h30.41.130,Time estimation,2023.2.3,60.003804240468426,2025-02-07 14h32.04.202374 +0100,
,,,,,,,,,79.57471120000264,79.65334820000135,79.60365022000697,83.83576480000193,83.8357887200029,83.9523803000011,83.9857735000005,85.1355435000005,85.1355435000005,85.60206620000099,85.60206620000099,86.10194250000131,88.0031732000025,w,1,1891.3226000004215,None,3.824,1.272899024061456,3.0041660239464334,ACO116,001,2025-02-07_14h30.41.130,Time estimation,2023.2.3,60.003804240468426,2025-02-07 14h32.04.202374 +0100,
,,,,,,,,,88.57510660000116,88.65131839999958,88.60180162000616,92.20078260000082,92.20082622000264,92.31742940000186,92.35076200000185,93.81701880000037,93.81701880000037,94.30034979999982,94.30034979999982,94.80028719999973,94.95190880000155,w,1,142.21400000315043,None,3.194,1.5955539353985515,2.0018126176362534,ACO116,001,2025-02-07_14h30.41.130,Time estimation,2023.2.3,60.003804240468426,2025-02-07 14h32.04.202374 +0100,
,,,,,,,,,95.5063962000022,95.58325490000061,95.55045052000715,99.7659569000025,99.76586572000015,99.88250920000064,99.8993029000012,102.2490687999998,102.2490687999998,102.7319333000014,102.7319333000014,103.23189860000275,103.71647859999939,w,1,474.92309999870486,None,3.808,2.457602372442985,1.5494776708791378,ACO116,001,2025-02-07_14h30.41.130,Time estimation,2023.2.3,60.003804240468426,2025-02-07 14h32.04.202374 +0100,
,,,,,,,,,104.26310270000249,104.33146150000175,104.29864340000495,107.34768460000123,107.34789242000188,107.44773340000029,107.46443329999965,110.83037619999959,110.83037619999959,111.31362300000183,111.31362300000183,111.81349930000215,112.39851940000153,w,0,583.1667999991623,None,2.629,3.4656875954960316,1.3182531743994035,ACO116,001,2025-02-07_14h30.41.130,Time estimation,2023.2.3,60.003804240468426,2025-02-07 14h32.04.202374 +0100,
,,,,,,,,,113.09002450000116,113.17986750000273,113.13024888000727,116.56251180000254,116.56271332000252,116.81244549999974,116.845867,121.49485629999981,121.49485629999981,121.97807070000272,121.97807070000272,122.47808420000001,122.79628800000137,p,1,302.7059999985795,None,3.163646751500923,4.902,1.5494776708791378,ACO116,001,2025-02-07_14h30.41.130,Time estimation,2023.2.3,60.003804240468426,2025-02-07 14h32.04.202374 +0100,
,,,,,,,,,123.41245290000006,123.47773690000031,123.44474908000556,129.47651960000076,129.47660642000045,129.6431518999998,129.65986260000136,133.15910350000195,133.15910350000195,133.62583610000001,133.62583610000001,134.12568789999932,134.6771985000014,w,1,541.5108999986842,None,5.667,3.657361513822058,1.5494776708791378,ACO116,001,2025-02-07_14h30.41.130,Time estimation,2023.2.3,60.003804240468426,2025-02-07 14h32.04.202374 +0100,
,,,,,,,,,135.344318200001,135.42526670000007,135.37571694000724,140.95765570000003,140.95763172000005,141.17417449999994,141.2076276000007,148.17270579999968,148.17270579999968,148.63947560000088,148.63947560000088,149.13935640000273,149.3245379,p,1,181.45580000054906,None,5.271166662030684,7.187,1.363455276754853,ACO116,001,2025-02-07_14h30.41.130,Time estimation,2023.2.3,60.003804240468426,2025-02-07 14h32.04.202374 +0100,
,,,,,,,,,149.99946160000036,150.0725459000023,150.02296034000608,154.25495140000203,154.25494542000087,154.47155829999974,154.50490170000194,159.6204011000009,159.6204011000009,160.10381170000255,160.10381170000255,160.60371510000186,163.30495470000096,p,1,2697.8569999992033,None,3.9216541174172908,5.347,1.363455276754853,ACO116,001,2025-02-07_14h30.41.130,Time estimation,2023.2.3,60.003804240468426,2025-02-07 14h32.04.202374 +0100,
,,,,,,,,,163.87535109999953,163.95304319999923,163.9033524200051,172.03466720000142,172.03472572000027,172.1512728000016,172.1846882000027,178.26684820000082,178.26684820000082,178.7333791000019,178.7333791000019,179.23328100000072,181.0347537000016,p,0,1797.053700000106,None,7.723,6.2010835005791805,1.2454275126723697,ACO116,001,2025-02-07_14h30.41.130,Time estimation,2023.2.3,60.003804240468426,2025-02-07 14h32.04.202374 +0100,
,,,,,,,,,181.64013669999986,181.7160337000023,181.66643556000562,187.364961700001,187.3649719199995,187.49854920000143,187.53161750000072,194.6301351000002,194.6301351000002,195.11335770000005,195.11335770000005,195.6133023000002,197.13138810000237,w,0,1512.3299000006227,None,5.315905936607541,7.248,1.363455276754853,ACO116,001,2025-02-07_14h30.41.130,Time estimation,2023.2.3,60.003804240468426,2025-02-07 14h32.04.202374 +0100,
,,,,,,,,,197.7591035000005,197.8294898000022,197.77987388000545,,,,,,,,,,,,,,,,,,,,,,,,,
