thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item1.stopped,sound_1.stopped,item2.started,sound_2.started,item2.stopped,sound_2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01034369999251794,0.013354299997445196,0.013354299997445196,63.26962049999565,space,63.227302500003134,None,,,,,,,,,,,,,,,,,,,,,,,,,MRA0515,001,2025-03-12_11h44.21.264,Time estimation,2023.2.3,59.81730598393077,2025-03-12 11h45.33.829852 +0100,
,,,,,,,,,63.68709219999437,63.71366599999601,63.713261919960495,65.3482132999925,65.3482132999925,65.41388860000006,65.41284533998696,68.82412939998903,68.82412939998903,69.31376900000032,69.31376900000032,69.81277109999792,70.19680569999036,p,1,375.0015999976313,None,1.133,3.399,3,,,,,MRA0515,001,2025-03-12_11h44.21.264,Time estimation,2023.2.3,59.81730598393077,2025-03-12 11h45.33.829852 +0100,
,,,,,,,,,70.40396549999423,70.42210699999123,70.42988645997248,72.04688049999822,72.04688049999822,72.3126673999941,72.31256953999109,75.66641979999258,75.66641979999258,76.16373909999675,76.16373909999675,76.6636892999959,77.59945229999721,p,1,918.8070999953197,None,1.1153333333333333,3.346,3,,,,,MRA0515,001,2025-03-12_11h44.21.264,Time estimation,2023.2.3,59.81730598393077,2025-03-12 11h45.33.829852 +0100,
,,,,,,,,,77.80154659999243,77.81846899999073,77.81420931997708,81.47937299999467,81.46766859998752,81.74696920000133,81.74605873999535,82.7971389000013,82.7971389000013,83.29727599999751,83.29727599999751,83.79645309998887,84.88094339999952,w,1,1070.0493999902392,None,3.147,1.049,3,,,,,MRA0515,001,2025-03-12_11h44.21.264,Time estimation,2023.2.3,59.81730598393077,2025-03-12 11h45.33.829852 +0100,
,,84.89297469999292,84.89587349999056,84.89587349999056,92.41592069999024,space,7.517105699997046,None,,,,,,,,,,,,,,,,,,,,,,,,,MRA0515,001,2025-03-12_11h44.21.264,Time estimation,2023.2.3,59.81730598393077,2025-03-12 11h45.33.829852 +0100,
,,,,,,,,,92.62051729999075,92.63801989999774,92.64673845997022,101.76748569999472,101.78738019999582,102.05101599999762,102.05079523999011,104.94608929999231,104.94608929999231,105.41870679998829,105.41870679998829,105.9178103999875,106.90191719999711,w,1,977.2578999982215,None,8.627,2.8716788390633323,3.0041660239464334,,,,,MRA0515,001,2025-03-12_11h44.21.264,Time estimation,2023.2.3,59.81730598393077,2025-03-12 11h45.33.829852 +0100,
,,,,,,,,,107.12012809999578,107.13680889998795,107.13496075997246,110.90143139999418,110.88714329998766,111.15166389998922,111.15158993999357,117.67595599999186,117.67595599999186,118.16986309998902,118.16986309998902,118.66919439999037,118.73652120000042,p,1,56.10660000820644,None,3.2495548997393793,6.505,2.0018126176362534,,,,,MRA0515,001,2025-03-12_11h44.21.264,Time estimation,2023.2.3,59.81730598393077,2025-03-12 11h45.33.829852 +0100,
,,,,,,,,,118.95365949999541,118.97085819998756,118.96938995998353,126.19861069999752,126.19861069999752,126.45280679999269,126.4529708399903,130.7997944999952,130.7997944999952,131.28761609998764,131.28761609998764,131.78666309999244,132.7718557999906,w,1,970.0533000141149,None,6.71,4.33049157539192,1.5494776708791378,,,,,MRA0515,001,2025-03-12_11h44.21.264,Time estimation,2023.2.3,59.81730598393077,2025-03-12 11h45.33.829852 +0100,
,,,,,,,,,132.98132059999625,132.99905639998906,133.00355545997738,138.2200770999916,138.2200770999916,138.48017260000051,138.47953763999686,144.70846509998955,144.70846509998955,145.1973708000005,145.1973708000005,145.6962882999942,147.0160099999921,w,0,1301.666400002432,None,4.706227999660645,6.204,1.3182531743994035,,,,,MRA0515,001,2025-03-12_11h44.21.264,Time estimation,2023.2.3,59.81730598393077,2025-03-12 11h45.33.829852 +0100,
,,,,,,,,,147.22611179998785,147.24320979999902,147.24734615997588,155.45765559999563,155.47866879998764,155.74010909999197,155.73992383999285,160.73856669999077,160.73856669999077,161.22462670000095,161.22462670000095,161.7242855999939,164.0918907000014,w,1,2361.8158000026597,None,7.714,4.978451864765018,1.5494776708791378,,,,,MRA0515,001,2025-03-12_11h44.21.264,Time estimation,2023.2.3,59.81730598393077,2025-03-12 11h45.33.829852 +0100,
