thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_1.stopped,item1.stopped,sound_2.stopped,item2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1.2626097000029404,1.2916447000025073,1.2916447000025073,33.212718000002496,space,31.915377600002103,None,,,,,,,,,,,,,,,,,,,,,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,34.57726079999702,34.6974773999973,34.60800907998492,37.3136261000036,37.307928869998435,38.22462990000349,38.2913086999979,38.353266999998596,38.35907759999827,38.853276200003165,38.853276200003165,39.34238870000263,44.29381149999972,w,1,4936.897500003397,None,3.0869999999999997,1.029,3,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,44.98594910000247,45.03093120000267,45.0232126799936,46.89239510000334,46.888653969999,47.13248610000301,47.13248610000301,51.66083359999902,51.66083359999902,52.166022199999134,52.166022199999134,52.654764999999315,57.023167999999714,p,1,4349.949199997354,None,1.587,4.761,3,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,57.751548499996716,57.80571210000198,57.78550351999293,60.618349700002,60.617244270000086,60.894977500000095,60.90272299999924,68.41113580000092,68.41113580000092,68.8867676000009,68.8867676000009,69.38185920000251,74.05091869999887,p,1,4665.489499995601,None,2.589,7.7669999999999995,3,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,74.09555170000385,74.10548079999717,74.10548079999717,81.41224420000071,space,7.302859300005366,None,,,,,,,,,,,,,,,,,,,,,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,82.090466499998,82.13667030000215,82.12512270998705,83.69362240000191,83.6926107700012,83.90476330000092,83.91219200000342,87.52034840000124,87.52034840000124,88.0176907999994,88.0176907999994,88.50900520000141,91.36167790000036,p,1,2840.0060999993,None,1.269,3.812286684388024,3.0041660239464334,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,92.02559499999916,92.07351490000292,92.05749853999296,94.09029559999908,94.08920856999903,94.28448650000064,94.29203430000052,97.53191920000245,97.53191920000245,98.01243950000207,98.01243950000207,98.505851599999,98.6435444000017,p,1,132.8745999999228,None,1.7129475405390209,3.429,2.0018126176362534,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,99.26443480000307,99.3129626000009,99.2884225299902,102.80393860000186,102.80279037000146,102.95592690000194,102.96329040000273,104.85276799999701,104.85827989999962,105.33961070000078,105.33961070000078,105.8365380000032,106.50792099999671,w,1,663.0978999965009,None,3.149,2.0322977601951053,1.5494776708791378,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,107.07867599999736,107.12659020000137,107.10237071999582,109.95154880000337,109.95065216999792,110.06585820000328,110.07332969999698,113.1907646000036,113.1907646000036,113.69835310000053,113.69835310000053,114.1837749999977,115.36993909999728,p,1,1173.6367999983486,None,2.441867816071505,3.219,1.3182531743994035,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,115.92637800000375,115.97727429999941,115.96607551999041,122.53058749999764,122.52911626999703,122.62603769999987,122.63380950000283,129.8714975000039,129.8714975000039,130.35001500000362,130.35001500000362,130.84472819999792,132.38110700000107,w,0,1529.102899999998,None,6.148053056067298,7.319,1.190458171595825,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,133.04044219999923,133.08618269999715,133.07688773998814,141.69054960000358,141.6895092700026,141.88499920000322,141.89252580000175,147.99070319999737,147.99070319999737,148.48362700000143,148.48362700000143,148.97197730000335,152.24188380000123,w,1,3259.9053000012645,None,8.295,6.2924179976120325,1.3182531743994035,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,153.01652959999774,153.0633916000006,153.0531763299921,159.45133989999886,159.45014447000284,159.77558149999822,159.78306709999742,164.17073350000283,164.17073350000283,164.67101840000396,164.67101840000396,165.16637060000357,170.11889990000054,w,1,4940.385100002459,None,6.206,4.707745158912632,1.3182531743994035,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,170.89687609999964,170.94278849999682,170.93095932998838,172.3467576000039,172.3459288699989,172.6548660999979,172.66266390000237,173.8408094999977,173.8408094999977,174.32229679999728,174.32229679999728,174.8133786000035,178.53249949999736,p,1,3707.924499998626,None,1.212,1.473856776881479,1.2160534462718473,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,179.17042070000025,179.21585710000363,179.19480689999182,186.70893880000222,186.70720246999844,186.8958025000029,186.9027131000039,192.6110428000029,192.6110428000029,193.11236040000222,193.11236040000222,193.60706850000133,205.25685089999752,p,0,11639.625499999966,None,7.169,5.8953000971943945,1.2160534462718473,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,206.0376157999999,206.08428309999726,206.0689451299884,210.66758670000127,210.6667394700009,210.99450960000104,211.00175899999886,216.49057170000015,216.49057170000015,216.98798610000085,216.98798610000085,217.48216890000185,219.78482310000254,p,1,2296.5383999980986,None,4.405830467767412,5.808,1.3182531743994035,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,220.55889639999805,220.6054245999985,220.59732452998722,226.9786402000027,226.9776226700007,227.29498130000138,227.3022809000031,235.15172370000073,235.15172370000073,235.6372147000002,235.6372147000002,236.12592930000392,237.54645670000173,p,1,1403.6349000016344,None,6.1816653722170525,8.149,1.3182531743994035,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,238.2637911999991,238.31047740000213,238.29120604998752,240.44087749999744,240.43952016999827,240.68522620000294,240.69258110000374,242.75207629999932,242.75207629999932,243.24005729999772,243.24005729999772,243.72346339999785,244.5433217000027,p,1,802.8554000047734,None,1.883,2.2898286393298886,1.2160534462718473,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,245.2381005999996,245.28453160000208,245.27199147999343,252.55330200000026,252.55241456999937,252.785349400001,252.79270079999696,261.0809792,261.0809792,261.56271050000214,261.56271050000214,262.0507301000034,264.3708744999967,p,1,2316.4393000042764,None,6.994758352174016,8.506,1.2160534462718473,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,265.10315660000197,265.14909869999974,265.1321191199924,266.9149404999989,266.9140151700005,267.19705090000207,267.2040760000018,268.2708571999974,268.2708571999974,268.7839163000026,268.7839163000026,269.2482923999996,271.8504383000036,w,1,2588.558900002681,None,1.5378800267190476,1.339,1.1485287727550766,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,272.49667529999715,272.54239139999845,272.5296192699927,277.6448174000034,277.64373417000314,277.8326276000007,277.8326276000007,281.824174399997,281.8297087000028,282.31300909999845,282.31300909999845,282.81030330000067,283.6302801999991,p,0,815.7562000051257,None,4.784,4.165328821953846,1.1485287727550766,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,284.4123766999983,284.45790130000387,284.4420087299921,292.2731533999977,292.27224306999705,292.59473479999724,292.6046669999996,298.5618164999978,298.5618164999978,299.0662902999975,299.0662902999975,299.55439379999734,299.7747001000025,w,1,205.84629999939352,None,7.636,6.2793292707736645,1.2160534462718473,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,300.54268079999747,300.58872439999686,300.57026165998974,302.3529798000018,302.35150916999845,302.6651117000001,302.6722835999972,304.28006650000316,304.28006650000316,304.77310269999725,304.77310269999725,305.25242699999944,305.2739067000002,p,1,12.877799999841955,None,1.567,1.9055557503079847,1.2160534462718473,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,305.85972590000165,305.90679990000353,305.8854032899893,312.48295170000347,312.48194596999673,312.61543070000334,312.62303319999774,317.9012090999968,317.9012090999968,318.3948784000022,318.3948784000022,318.88140340000245,319.0685108000034,p,0,176.68509999930393,None,6.204,5.401693146195999,1.1485287727550766,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,319.7945817,319.84260399999766,319.8305317199876,320.72997239999677,320.7292725699983,321.01549630000227,321.02275499999814,321.29066469999816,321.29066469999816,321.78385539999726,321.78385539999726,322.2803434000016,324.78416260000085,w,1,2499.7571999992942,None,0.6591009678793412,0.542,1.2160534462718473,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,325.37435299999925,325.4218527999983,325.411961759995,332.4927198000005,332.4920782700021,332.6432033000019,332.6432033000019,340.65202110000246,340.6573575000002,341.15102489999845,341.15102489999845,341.6402175999974,341.74430279999797,w,0,92.26979999948526,None,6.700363396839158,8.148,1.2160534462718473,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,342.5748429000014,342.62172250000003,342.6060969399899,343.52264650000143,343.521549469998,343.90464200000133,343.91085819999716,344.5603149000017,344.5603149000017,345.06059780000214,345.06059780000214,345.5392847999974,346.3591837999993,w,0,814.4797999993898,None,0.772,1.0176914506363395,1.3182531743994035,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,346.8757433999999,346.9215299999996,346.9050589099948,349.5205017999979,349.5193490699996,349.5867087000006,349.5942884000033,352.7108423000027,352.7108423000027,353.2147068999984,353.2147068999984,353.70311590000347,355.8227072000009,p,1,2115.989500001888,None,2.152,3.17939958894124,1.4774161658648883,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,356.4022083000018,356.4492192999969,356.43447798998966,360.1999308000013,360.1984950700018,360.30622669999866,360.31530159999966,365.17273320000095,365.17955880000227,365.6679761999985,365.6679761999985,366.16561750000255,369.76798620000045,p,1,3584.6096000022953,None,3.3612736307734075,4.966,1.4774161658648883,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,370.4488541000028,370.49761690000014,370.48050830999415,372.1457395999969,372.1454060700009,372.37434740000026,372.38157990000036,373.9713830000037,373.9713830000037,374.4768926999968,374.4768926999968,374.9623541999972,376.3503066999983,p,1,1376.7006999987643,None,1.377,1.8152346211479786,1.3182531743994035,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,376.9387627000033,376.9844938000024,376.9615101899893,384.0253873000038,384.02464297000114,384.13597239999945,384.14289519999875,389.09036310000374,389.09036310000374,389.5867752999984,389.5867752999984,390.07387000000017,391.876093400002,p,0,1784.179199996288,None,6.664,5.05517462761743,1.3182531743994035,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,392.6611152999976,392.70716430000175,392.6888854299876,398.4871435000023,398.4863906700004,398.8152635000006,398.82261290000315,406.7700601999968,406.7700601999968,407.2787457000013,407.2787457000013,407.76804450000054,411.33715179999854,p,1,3552.654999999504,None,5.601671479718227,8.276,1.4774161658648883,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
,,,,,,,,,412.0788881999979,412.12659559999884,412.1157823899906,414.9817855000001,414.98071266999904,415.2748894999968,415.2826180999982,418.901397200003,418.901397200003,419.403519200001,419.403519200001,419.8972630999997,421.6337706999984,p,1,1731.5841000017826,None,2.643127975869947,3.905,1.4774161658648883,,,,EDE915,001,2024-12-03_10h52.09.239,Time estimation,2023.2.3,59.992213010821324,2024-12-03 10h52.45.625720 +0100,
