thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,item1.stopped,sound_1.stopped,item2.stopped,sound_2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0027940000290982425,0.011745100026018918,0.011745100026018918,0.9456809000112116,space,0.9263691000523977,None,,,,,,,,,,,,,,,,,,,,,,,,FCI1117,001,2024-11-25_11h27.00.682,Time estimation,2023.2.3,60.15323434651564,2024-11-25 11h27.13.193769 +0100,
,,,,,,,,,1.4507101000053808,1.4831694000167772,1.478696599928662,3.577822900027968,3.5779915499908386,3.612804899981711,3.612804899981711,8.453026500006672,8.453026500006672,8.927589000028092,8.927589000028092,9.427494600007776,9.978875699976925,p,1,546.9994000159204,None,1.617,4.851,3,,,,FCI1117,001,2024-11-25_11h27.00.682,Time estimation,2023.2.3,60.15323434651564,2024-11-25 11h27.13.193769 +0100,
,,,,,,,,,10.178684399987105,10.200459800020326,10.194681049959035,14.293769499985501,14.294000850018346,14.027214400004596,14.014285299985204,15.413129199994728,15.413129199994728,15.910350300022401,15.910350300022401,16.393892400024924,23.54450999997789,w,1,7139.5713000092655,None,3.3120000000000003,1.104,3,,,,FCI1117,001,2024-11-25_11h27.00.682,Time estimation,2023.2.3,60.15323434651564,2024-11-25 11h27.13.193769 +0100,
,,,,,,,,,23.75803550001001,23.7783356999862,23.777209199976642,26.144013300014194,26.143878749996656,25.920384099998046,25.920384099998046,30.933217599987984,30.933217599987984,31.4098330999841,31.4098330999841,31.90957850002451,32.144113400019705,p,1,221.38420003466308,None,1.5899999999999999,4.77,3,,,,FCI1117,001,2024-11-25_11h27.00.682,Time estimation,2023.2.3,60.15323434651564,2024-11-25 11h27.13.193769 +0100,
,,32.15070380002726,32.16045720002148,32.16045720002148,35.11106209998252,space,2.9462604000000283,None,,,,,,,,,,,,,,,,,,,,,,,,FCI1117,001,2024-11-25_11h27.00.682,Time estimation,2023.2.3,60.15323434651564,2024-11-25 11h27.13.193769 +0100,
,,,,,,,,,35.330058599996846,35.35371779999696,35.3433218999533,45.092321200005244,45.09240744998097,44.83277570002247,44.83277570002247,48.093035600031726,48.093035600031726,48.576140100019984,48.576140100019984,49.07550729997456,50.15994250000222,w,1,1079.3782999971882,None,8.97,2.9858536207717736,3.0041660239464334,,,,FCI1117,001,2024-11-25_11h27.00.682,Time estimation,2023.2.3,60.15323434651564,2024-11-25 11h27.13.193769 +0100,
,,,,,,,,,50.38091050001094,50.401465100003406,50.39232059994247,53.29248609999195,53.29299805000774,53.042183200013824,53.03359659999842,57.55840949999401,57.55840949999401,58.05868379998719,58.05868379998719,58.55839020002168,59.825628000020515,p,1,1250.792500039097,None,2.128,4.259857250329947,2.0018126176362534,,,,FCI1117,001,2024-11-25_11h27.00.682,Time estimation,2023.2.3,60.15323434651564,2024-11-25 11h27.13.193769 +0100,
,,,,,,,,,60.028128499980085,60.04828260000795,60.04178764996468,65.8083433000138,65.8083486500138,65.54120949999196,65.53322829998797,73.52454740001122,73.52454740001122,74.025697199977,74.025697199977,74.52531539998017,75.34558470000047,p,1,817.5659000407904,None,4.980388001087846,7.717,1.5494776708791378,,,,FCI1117,001,2024-11-25_11h27.00.682,Time estimation,2023.2.3,60.15323434651564,2024-11-25 11h27.13.193769 +0100,
,,,,,,,,,75.65134540002327,75.674262000015,75.67573769995943,78.17434859997593,78.1740492499841,77.99298809998436,77.99298809998436,80.57421310001519,80.57421310001519,81.05710640002508,81.05710640002508,81.55729840003187,82.75823219999438,p,1,1199.7561000171117,None,1.813,2.3899930051861182,1.3182531743994035,,,,FCI1117,001,2024-11-25_11h27.00.682,Time estimation,2023.2.3,60.15323434651564,2024-11-25 11h27.13.193769 +0100,
,,,,,,,,,82.95555690000765,82.9795124999946,82.97394004993258,85.57363060000353,85.57366955002654,85.29262660001405,85.29262660001405,87.7337807000149,87.7337807000149,88.2068887000205,88.2068887000205,88.70681320002768,89.8584428000031,w,0,1138.4108999627642,None,1.801,2.1440151670440803,1.190458171595825,,,,FCI1117,001,2024-11-25_11h27.00.682,Time estimation,2023.2.3,60.15323434651564,2024-11-25 11h27.13.193769 +0100,
,,,,,,,,,90.05410660000052,90.07429269998102,90.07410364993267,96.92298490001122,96.92303084997111,96.64310510002542,96.64310510002542,104.91224460001104,104.91224460001104,105.40616820001742,105.40616820001742,105.90574560000096,106.90783069998724,p,1,1000.8257000008598,None,6.053465415424234,7.98,1.3182531743994035,,,,FCI1117,001,2024-11-25_11h27.00.682,Time estimation,2023.2.3,60.15323434651564,2024-11-25 11h27.13.193769 +0100,
,,,,,,,,,107.12381499999901,107.1439680000185,107.13976049994817,115.12205509998603,115.12215144998045,114.8722733000177,114.855434600031,120.60579370002961,120.60579370002961,121.10545259999344,121.10545259999344,121.60551770002348,122.20724570000311,w,1,586.3559999852441,None,7.215,5.47315200153958,1.3182531743994035,,,,FCI1117,001,2024-11-25_11h27.00.682,Time estimation,2023.2.3,60.15323434651564,2024-11-25 11h27.13.193769 +0100,
,,,,,,,,,122.41608170000836,122.43857330002356,122.4394883999601,125.97167330002412,125.97138274998288,125.70475690002786,125.70475690002786,129.34333379997406,129.34333379997406,129.83812099997886,129.83812099997886,130.3380747999763,131.37265460001072,p,1,1023.1376000447199,None,2.762,3.358739618602842,1.2160534462718473,,,,FCI1117,001,2024-11-25_11h27.00.682,Time estimation,2023.2.3,60.15323434651564,2024-11-25 11h27.13.193769 +0100,
,,,,,,,,,131.56387920002453,131.58470379997743,131.58836654998012,139.5395616000169,139.53919574998434,139.2539937000256,139.2539937000256,145.45921659999294,145.45921659999294,145.9371700999909,145.9371700999909,146.43750729999738,148.1549688000232,w,1,1710.7036999659613,None,7.161,5.8887214389746205,1.2160534462718473,,,,FCI1117,001,2024-11-25_11h27.00.682,Time estimation,2023.2.3,60.15323434651564,2024-11-25 11h27.13.193769 +0100,
,,,,,,,,,148.36047860002145,148.38084140000865,148.38730599994304,157.40320240001893,157.4032970500004,157.14329149998957,157.14329149998957,164.62139039998874,164.62139039998874,165.0873401000281,165.0873401000281,165.58776349999243,165.88930049998453,w,1,290.5922000063583,None,8.246,7.17961987162028,1.1485287727550766,,,,FCI1117,001,2024-11-25_11h27.00.682,Time estimation,2023.2.3,60.15323434651564,2024-11-25 11h27.13.193769 +0100,
,,,,,,,,,166.18629049998708,166.20902830001432,166.20431664991773,172.96920140000293,172.96918705002753,172.78875080001308,172.78875080001308,178.27321920002578,178.27321920002578,178.7525611000019,178.7525611000019,179.25212249998003,179.50327950000064,p,0,249.71880001248792,None,6.073,5.287634183889153,1.1485287727550766,,,,FCI1117,001,2024-11-25_11h27.00.682,Time estimation,2023.2.3,60.15323434651564,2024-11-25 11h27.13.193769 +0100,
