thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,sound_1.stopped,item1.stopped,item2.started,sound_2.started,item2.stopped,sound_2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0022897999733686447,0.00534849998075515,0.00534849998075515,0.9577946000499651,space,0.9495739999692887,None,,,,,,,,,,,,,,,,,,,,,,,,,EME516,001,2025-05-07_10h35.14.660,Time estimation,2023.2.3,60.021523700618204,2025-05-07 10h35.31.421136 +0200,
,,,,,,,,,1.4232267000479624,1.4494198000757024,1.4391343799652532,3.4926010000053793,3.507336699985899,3.507336699985899,3.5092469200026244,8.142399600008503,8.142399600008503,8.640840400010347,8.640840400010347,9.140570500050671,13.325534600066021,p,1,4182.7057000482455,None,1.5426666666666666,4.628,3,,,,,EME516,001,2025-05-07_10h35.14.660,Time estimation,2023.2.3,60.021523700618204,2025-05-07 10h35.31.421136 +0200,
,,,,,,,,,13.531771100009792,13.54892169998493,13.55714807996992,15.561734299990349,15.540436999988742,15.824067200068384,15.822983019985259,20.292852899990976,20.292852899990976,20.791546700056642,20.791546700056642,21.29057680000551,21.491194400005043,p,1,193.98720003664494,None,1.4883333333333333,4.465,3,,,,,EME516,001,2025-05-07_10h35.14.660,Time estimation,2023.2.3,60.021523700618204,2025-05-07 10h35.31.421136 +0200,
,,,,,,,,,21.688244400080293,21.70484560006298,21.70652395999059,23.592290200060233,23.592290200060233,23.87418110005092,23.87329432007391,28.012173400027677,28.012173400027677,28.491521800053306,28.491521800053306,28.990555300028063,29.191718199988827,p,1,199.457100010477,None,1.3743333333333334,4.123,3,,,,,EME516,001,2025-05-07_10h35.14.660,Time estimation,2023.2.3,60.021523700618204,2025-05-07 10h35.31.421136 +0200,
,,29.203728300053626,29.20723319996614,29.20723319996614,36.20834160002414,space,6.998614500043914,None,,,,,,,,,,,,,,,,,,,,,,,,,EME516,001,2025-05-07_10h35.14.660,Time estimation,2023.2.3,60.021523700618204,2025-05-07 10h35.31.421136 +0200,
,,,,,,,,,36.45913460000884,36.47641470003873,36.47325531998649,43.532001100014895,43.532001100014895,43.75790299999062,43.75693042005878,45.9525112999836,45.9525112999836,46.42501850007102,46.42501850007102,46.924311400041915,47.525688000023365,w,1,599.2238000035286,None,6.539,2.1766440163017418,3.0041660239464334,,,,,EME516,001,2025-05-07_10h35.14.660,Time estimation,2023.2.3,60.021523700618204,2025-05-07 10h35.31.421136 +0200,
,,,,,,,,,47.75063610007055,47.76733270008117,47.774082600022666,49.71258080005646,49.69048140000086,49.95741240005009,49.95715112006292,52.81195750006009,52.81195750006009,53.308496100013144,53.308496100013144,53.80786529998295,54.025603000074625,p,1,203.04119994398206,None,1.424,2.850581167514025,2.0018126176362534,,,,,EME516,001,2025-05-07_10h35.14.660,Time estimation,2023.2.3,60.021523700618204,2025-05-07 10h35.31.421136 +0200,
,,,,,,,,,54.236991800018586,54.25434410001617,54.257455679937266,57.123879999970086,57.123879999970086,57.407626100000925,57.40747952007223,61.081091100000776,61.081091100000776,61.57535090006422,61.57535090006422,62.074297600076534,62.35942110000178,p,1,276.72929991967976,None,2.36660396527007,3.667,1.5494776708791378,,,,,EME516,001,2025-05-07_10h35.14.660,Time estimation,2023.2.3,60.021523700618204,2025-05-07 10h35.31.421136 +0200,
,,,,,,,,,62.55633310007397,62.573433200013824,62.5742860599421,69.02164080005605,69.02164080005605,69.29103229998145,69.29058761999477,77.11203129997011,77.11203129997011,77.60920160007663,77.60920160007663,78.09131310007069,78.29226100002415,p,1,199.39800002612174,None,5.923748299379429,7.809,1.3182531743994035,,,,,EME516,001,2025-05-07_10h35.14.660,Time estimation,2023.2.3,60.021523700618204,2025-05-07 10h35.31.421136 +0200,
,,,,,,,,,78.50181759998668,78.51884480006993,78.52426137996372,80.2816592999734,80.2816592999734,80.54203520005103,80.54177172004711,82.02568590000737,82.02568590000737,82.5263963000616,82.5263963000616,83.02524740004446,83.6763916000491,w,0,643.9035999355838,None,1.245,1.4821204236368022,1.190458171595825,,,,,EME516,001,2025-05-07_10h35.14.660,Time estimation,2023.2.3,60.021523700618204,2025-05-07 10h35.31.421136 +0200,
