thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,item2.stopped,sound_2.stopped,sound_1.stopped,item1.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.07079899997916073,0.10352260002400726,0.10352260002400726,1.8219838000368327,space,1.7159395000198856,None,,,,,,,,,,,,,,,,,,,,,,,,,ISC1116,001,2025-02-14_14h24.54.578,Time estimation,2023.2.3,60.05306289892307,2025-02-14 14h25.19.343375 +0100,
,,,,,,,,,3.9487298000603914,4.05241110001225,4.002398730954155,7.618305800016969,7.618406530003995,9.234867300023325,9.234867300023325,9.318033899995498,9.351437299977988,9.717892699991353,9.717892699991353,10.218437800067477,11.786280100001022,w,1,1553.1565999845043,None,4.786,1.5953333333333333,3,,,,,ISC1116,001,2025-02-14_14h24.54.578,Time estimation,2023.2.3,60.05306289892307,2025-02-14 14h25.19.343375 +0100,
,,,,,,,,,12.792468899977393,12.885562999988906,12.834010390448384,21.315838400041685,21.315757930045947,24.18192140001338,24.18192140001338,21.88230639998801,21.915543099981733,24.66495250002481,24.66495250002481,25.164854699978605,29.032790299970657,w,1,3857.0145000703633,None,8.523,2.841,3,,,,,ISC1116,001,2025-02-14_14h24.54.578,Time estimation,2023.2.3,60.05306289892307,2025-02-14 14h25.19.343375 +0100,
,,,,,,,,,29.941827500006184,30.047600500052795,29.980600310489535,31.997138599981554,31.996916430070996,37.89585450000595,37.89585450000595,32.463349399971776,32.5134142000461,38.362207300029695,38.362207300029695,38.86224889999721,40.61384570004884,p,1,1738.9246000675485,None,1.955,5.865,3,,,,,ISC1116,001,2025-02-14_14h24.54.578,Time estimation,2023.2.3,60.05306289892307,2025-02-14 14h25.19.343375 +0100,
,,40.63871610001661,40.66191590006929,40.66191590006929,43.380010599968955,space,2.7105713000055403,None,,,,,,,,,,,,,,,,,,,,,,,,,ISC1116,001,2025-02-14_14h24.54.578,Time estimation,2023.2.3,60.05306289892307,2025-02-14 14h25.19.343375 +0100,
,,,,,,,,,44.31538140005432,44.427900600014254,44.36106577049941,45.42762460000813,45.427620630012825,48.59373229998164,48.59373229998164,45.92740230006166,45.9774325999897,49.09359210007824,49.09359210007824,49.59336709999479,50.06196920003276,p,1,462.90080004837364,None,1.0485439136489505,3.15,3.0041660239464334,,,,,ISC1116,001,2025-02-14_14h24.54.578,Time estimation,2023.2.3,60.05306289892307,2025-02-14 14h25.19.343375 +0100,
,,,,,,,,,50.81532870000228,50.94321769999806,50.85994304041378,59.57495909999125,59.57487113005482,63.84059799998067,63.84059799998067,59.90804830007255,59.95803930005059,64.32373709999956,64.32373709999956,64.82375310000498,65.44231179996859,w,1,606.2695999862626,None,8.503,4.2476503170613285,2.0018126176362534,,,,,ISC1116,001,2025-02-14_14h24.54.578,Time estimation,2023.2.3,60.05306289892307,2025-02-14 14h25.19.343375 +0100,
,,,,,,,,,66.38615879998542,66.48998549999669,66.42339017044287,75.12156040000264,75.12158713000827,80.73714049998671,80.73714049998671,75.62152819999028,75.67141830001492,81.22031550004613,81.22031550004613,81.72032800002489,85.23785450006835,w,1,3512.6617999048904,None,8.675,5.598660866844249,1.5494776708791378,,,,,ISC1116,001,2025-02-14_14h24.54.578,Time estimation,2023.2.3,60.05306289892307,2025-02-14 14h25.19.343375 +0100,
,,,,,,,,,85.95479450002313,86.03608450002503,85.98601655033417,88.83555080008227,88.83556003007106,92.26818969997112,92.26818969997112,89.11885540001094,89.13550530001521,92.75141160003841,92.75141160003841,93.25132220005617,99.60166450007819,p,1,6337.968699983321,None,2.590549422766135,3.415,1.3182531743994035,,,,,ISC1116,001,2025-02-14_14h24.54.578,Time estimation,2023.2.3,60.05306289892307,2025-02-14 14h25.19.343375 +0100,
,,,,,,,,,100.22354530007578,100.33333160006441,100.24982277036179,101.3191516000079,101.31641353003215,101.9328150000656,101.9328150000656,101.48303460003808,101.5496452000225,102.41616849997081,102.41616849997081,102.91606199997477,103.48428980004974,w,1,556.2814000295475,None,0.70713215392792,0.594,1.190458171595825,,,,,ISC1116,001,2025-02-14_14h24.54.578,Time estimation,2023.2.3,60.05306289892307,2025-02-14 14h25.19.343375 +0100,
