thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_1.stopped,item1.stopped,item2.stopped,sound_2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.004084400017745793,0.007693400024436414,0.007693400024436414,4.416864099912345,space,4.4042328000068665,None,,,,,,,,,,,,,,,,,,,,,,,,,ARE512,001,2024-06-01_08h30.09.454,Time estimation,2023.2.3,59.8485950279967,2024-06-01 08h30.25.985977 +0200,
,,,,,,,,,5.0601051999256015,5.11901789996773,5.081419099937193,9.849972299998626,9.848600719915703,10.018604999990202,10.048498300020583,11.337522899964824,11.337522899964824,11.818408699939027,11.818408699939027,12.315905599971302,14.74933909997344,w,1,2420.7411999814212,None,4.419,1.4729999999999999,3,,,,,ARE512,001,2024-06-01_08h30.09.454,Time estimation,2023.2.3,59.8485950279967,2024-06-01 08h30.25.985977 +0200,
,,,,,,,,,15.10037989995908,15.147005799924955,15.131410960038194,20.597902199951932,20.596381020010448,20.48822519998066,20.49646589998156,22.21684779995121,22.21684779995121,22.716932200011797,22.716932200011797,23.21412090002559,23.99868650001008,w,1,768.620099988766,None,4.84,1.6133333333333333,3,,,,,ARE512,001,2024-06-01_08h30.09.454,Time estimation,2023.2.3,59.8485950279967,2024-06-01 08h30.25.985977 +0200,
,,,,,,,,,24.239803200005554,24.274035400012508,24.264157620002514,26.563087499933317,26.562303820019586,26.338364699971862,26.338364699971862,31.237582299974747,31.237582299974747,31.71573900000658,31.71573900000658,32.21312600001693,32.61400980001781,p,1,387.90970004629344,None,1.5513333333333332,4.654,3,,,,,ARE512,001,2024-06-01_08h30.09.454,Time estimation,2023.2.3,59.8485950279967,2024-06-01 08h30.25.985977 +0200,
,,32.6209728999529,32.62814589997288,32.62814589997288,35.59606359992176,space,2.9668079999973997,None,,,,,,,,,,,,,,,,,,,,,,,,,ARE512,001,2024-06-01_08h30.09.454,Time estimation,2023.2.3,59.8485950279967,2024-06-01 08h30.25.985977 +0200,
,,,,,,,,,35.921699499944225,35.96784219995607,35.9608089399524,38.37817419995554,38.37745401994325,38.247597399982624,38.247597399982624,43.710226099938154,43.69810109992977,44.19734449998941,44.19734449998941,44.6950556000229,45.1463047999423,p,1,448.82319995667785,None,1.769875552022689,5.317,3.0041660239464334,,,,,ARE512,001,2024-06-01_08h30.09.454,Time estimation,2023.2.3,59.8485950279967,2024-06-01 08h30.25.985977 +0200,
,,,,,,,,,45.38451569993049,45.42040249996353,45.41145701995119,48.49339369998779,48.4927853200119,48.26710399996955,48.27618669997901,53.19862969999667,53.19862969999667,53.69598499999847,53.69598499999847,54.1935718000168,54.46084369998425,p,1,262.48589996248484,None,2.347,4.6982542135922865,2.0018126176362534,,,,,ARE512,001,2024-06-01_08h30.09.454,Time estimation,2023.2.3,59.8485950279967,2024-06-01 08h30.25.985977 +0200,
,,,,,,,,,54.72509219998028,54.75894620001782,54.74310664001386,62.27497329993639,62.27447752000298,62.058419100008905,62.07433149998542,66.67749609996099,66.67749609996099,67.17795799998567,67.17795799998567,67.67516579991207,68.14279199996963,w,1,455.2882000571117,None,6.813,4.396965589142347,1.5494776708791378,,,,,ARE512,001,2024-06-01_08h30.09.454,Time estimation,2023.2.3,59.8485950279967,2024-06-01 08h30.25.985977 +0200,
,,,,,,,,,68.40500689996406,68.4425823999336,68.42498983996921,75.03992269991431,75.03951971998904,74.82828379992861,74.83954720001202,79.52809379994869,79.52809379994869,80.02639050001744,80.02639050001744,80.5235132999951,81.24129119992722,w,1,713.8809999451041,None,5.897,4.4733440544807905,1.3182531743994035,,,,,ARE512,001,2024-06-01_08h30.09.454,Time estimation,2023.2.3,59.8485950279967,2024-06-01 08h30.25.985977 +0200,
,,,,,,,,,81.49376270000357,81.5274575999938,81.5066365200095,89.05500819999725,89.05432641992812,88.82691509998403,88.83762719994411,97.16987729992252,97.15811630000826,97.65744779992383,97.65744779992383,98.15464399999473,99.25556219997816,p,1,1084.4524001004174,None,6.804102985946867,8.1,1.190458171595825,,,,,ARE512,001,2024-06-01_08h30.09.454,Time estimation,2023.2.3,59.8485950279967,2024-06-01 08h30.25.985977 +0200,
