thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_1.stopped,sound_2.stopped,item2.stopped,item1.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.1555011998862028,0.3388839999679476,0.3388839999679476,36.38650840008631,space,36.042193999979645,None,,,,,,,,,,,,,,,,,,,,,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,37.828325799899176,37.942079399945214,37.86861538973171,40.42107789986767,40.41846220993902,41.410097300074995,41.43006359995343,41.43459439999424,41.46740760002285,41.938183000078425,41.938183000078425,42.41849000006914,42.80303359986283,w,1,377.0983999129385,None,3.024,1.008,3,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,43.301092399982736,43.35507549997419,43.335181019874284,49.01790399989113,49.017598909861405,49.060399800073355,50.778357499977574,50.778357499977574,49.06742119998671,51.27167679998092,51.27167679998092,51.768420399865136,54.35343910008669,w,1,2583.6631001438946,None,5.214,1.738,3,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,55.0284440999385,55.07709220005199,55.06866862971801,60.10109189990908,60.10036720994394,60.329171099932864,61.68855269998312,61.68855269998312,60.329171099932864,62.171982599888,62.171982599888,62.66801059991121,67.85252090007998,w,1,5182.531799888238,None,4.734,1.578,3,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,67.86777590005659,67.8723434000276,67.8723434000276,76.86724520009011,space,8.992485400056466,None,,,,,,,,,,,,,,,,,,,,,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,77.54767920006998,77.59504629997537,77.5826101298211,79.083229099866,79.08287031000945,79.3101188999135,82.7383884000592,82.7383884000592,79.31599700008519,83.21951909991913,83.21951909991913,83.71674709999934,83.76790839992464,p,1,36.83280013501644,None,1.211,3.638045054999131,3.0041660239464334,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,84.30879119993187,84.3617761998903,84.35000014991965,89.19954849989153,89.19891711005475,89.28918009996414,91.4182976000011,91.4182976000011,89.28918009996414,91.90298240003176,91.90298240003176,92.39948290004395,94.35060280002654,w,1,1945.9945999551564,None,4.42,2.2079988711526606,2.0018126176362534,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,95.04691260005347,95.0921310998965,95.08286403985694,103.66648819996044,103.66557541007641,103.91074010008015,109.03853640006855,109.03853640006855,103.91577120008878,109.53706220001914,109.53706220001914,110.03304370003752,110.06729919998907,w,1,30.37740010768175,None,8.313,5.365033750556338,1.5494776708791378,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,110.73697179998271,110.78690179996192,110.76613611974753,119.51535600004718,119.51476610994432,119.72073090006597,125.93857180001214,125.93857180001214,119.73168880003504,126.4193515998777,126.4193515998777,126.91509209992364,127.3663733000867,w,1,438.90980002470315,None,8.439,6.401653463755026,1.3182531743994035,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,127.99752680002712,128.04940079990774,128.03194089978933,134.2141360999085,134.2136962100165,134.38077479996718,141.18851620005444,141.18851620005444,134.39687469997443,141.68491859990172,141.68491859990172,142.18097839993425,142.28223849995993,p,1,84.55780008807778,None,5.847328504342734,6.961,1.190458171595825,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,142.94416900002398,142.99807949992828,142.98116001989695,148.33074990008026,148.32998130989728,148.54038019990548,152.84910909994505,152.84910909994505,148.54671390005387,153.3356395000592,153.3356395000592,153.8305502999574,155.28151419991627,w,1,1438.768400112167,None,5.036,4.5114207053533155,1.1162780704588713,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,155.96595619991422,156.01676320005208,155.99705022990238,164.86349570006132,164.86261301005726,165.0912840999663,172.87875159992836,172.87875159992836,165.09630119986832,173.38425519992597,173.38425519992597,173.87982639996335,182.33033309993334,w,1,8433.371999999508,None,8.581,8.005630838735797,1.0718705587172768,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,183.01174560002983,183.06256660004146,183.04590832975228,189.1782341999933,189.1777808098821,189.40020919987,194.7891589999199,194.7891589999199,189.41116310004145,195.28252739994787,195.28252739994787,195.7619775000494,196.4468016999308,p,0,682.3412999510765,None,5.841,5.590731997660788,1.0447648004669026,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,197.1218230999075,197.17552500008605,197.1618997298414,200.9950061000418,200.99444631005173,201.22294889995828,204.79871320002712,204.79871320002712,201.22800810006447,205.2996906999033,205.2996906999033,205.7948026000522,206.84603599994443,p,1,1046.781700104475,None,3.5405394514628075,3.795,1.0718705587172768,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,207.35721469996497,207.40633690007962,207.39478272988927,213.92749859998003,213.926914410037,213.98993210005574,220.44911030004732,220.44911030004732,213.98993210005574,220.93107699998654,220.93107699998654,221.42758339992724,222.8121444999706,w,0,1380.6794001720846,None,6.07069570768603,6.507,1.0718705587172768,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,223.47322789998725,223.52246790006757,223.5109669197351,226.82643470005132,226.82613181003836,227.030166399898,230.1989410999231,230.1989410999231,227.04275309992954,230.69819390005432,230.69819390005432,231.1937273000367,233.7613887998741,w,0,2556.2664000317454,None,3.0091068604610385,3.359,1.1162780704588713,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,234.46598219987936,234.51668839994818,234.49362903977746,235.67697399994358,235.67618070992177,235.90157069987617,236.758772399975,236.758772399975,235.90951959998347,237.24737920006737,237.24737920006737,237.74375130003318,240.67750749993138,p,1,2927.928499877453,None,0.9,1.0714123544362424,1.190458171595825,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,241.2300350998994,241.2754852999933,241.2596626499435,242.52596340002492,242.52539160994348,242.59999909996986,243.52823100006208,243.52823100006208,242.60859950003214,244.01248859986663,244.01248859986663,244.50926800002344,249.0270857999567,w,0,4512.259700102732,None,0.833,0.9916516569393221,1.190458171595825,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,249.52189789991826,249.56974419998005,249.55923251984643,256.5420780000277,256.5412831099937,256.5701977000572,265.12894179997966,265.12894179997966,256.57463699998334,265.61335540004075,265.61335540004075,266.10878730006516,266.5598996998742,p,1,439.08669985830784,None,6.500268815134118,8.569,1.3182531743994037,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,267.22212309995666,267.27256159996614,267.25877081989313,276.49134680000134,276.4908692099387,276.7008163998835,283.27904829988256,283.27904829988256,276.70762380003,283.7793280999176,283.7793280999176,284.2745608999394,285.24257240002044,w,1,962.1657999232411,None,8.931,6.774874639743587,1.3182531743994037,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,285.8872078000568,285.93925280007534,285.92474040978124,292.8737868000753,292.8730636100052,293.0694844999816,298.3289789999835,298.3289789999835,293.0694844999816,298.8111842998769,298.8111842998769,299.307244699914,299.97528159990907,w,1,658.2053999882191,None,6.617,5.4413726800300335,1.2160534462718473,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,300.6421103000175,300.6914369999431,300.67411521975885,308.28959820000455,308.289076410071,308.4804585999809,314.31861119996756,314.31861119996756,308.4889984000474,314.79363089986145,314.79363089986145,315.2900374000892,315.5909812999889,w,1,286.06120008043945,None,7.299,6.002203293265712,1.2160534462718473,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,316.2551837998908,316.30533419991843,316.28989191972653,324.17208450008184,324.171677809977,324.38044320000336,330.779027499957,330.779027499957,324.388242200017,331.2928172000684,331.2928172000684,331.77229969995096,332.3737687000539,w,1,596.942599862814,None,7.581,6.6006182690702575,1.1485287727550766,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,333.0305220000446,333.08232189994305,333.0724310198799,333.95554889994673,333.9549052098999,334.16044849995524,334.46862689987756,334.46862689987756,334.16044849995524,334.9603335999418,334.9603335999418,335.4556249000598,339.22303200000897,w,1,3750.913300085813,None,0.5742643863775383,0.5,1.1485287727550766,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,339.7554458999075,339.80039589991793,339.78846963988616,347.5548662999645,347.5542479099939,347.61086230003275,355.6494920998812,355.6494920998812,347.62077390006743,356.1250306998845,356.1250306998845,356.621286300011,369.6554072999861,w,0,13032.1178000886,None,7.31638152880218,8.07,1.1030042608126809,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
