thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_1.stopped,sound_2.stopped,item2.stopped,item1.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,370.3585172998719,370.4088866999373,370.3874056397937,373.75328439986333,373.75266210997944,373.99036749987863,376.458786400035,376.458786400035,374.0028051000554,376.94016140000895,376.94016140000895,377.43689500004984,378.20476339990273,w,1,757.955800043419,None,3.084,2.685174349269578,1.1485287727550766,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,378.6937460000627,378.7474281000905,378.7368052198086,381.1201345999725,381.1195012098877,381.1596663000528,383.32891839998774,383.32891839998774,381.1596663000528,383.80599729996175,383.80599729996175,384.3027514000423,385.8542333000805,p,1,1549.6677001938224,None,1.902,2.1845017257801556,1.1485287727550766,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,386.37332360004075,386.41996029997244,386.40290042988494,391.68583830003627,391.68549960998354,391.7408404999878,396.06905500008725,396.06905500008725,391.7519930000417,396.57340029999614,396.57340029999614,397.0698148999363,398.57085340004414,w,1,1494.0907000564039,None,4.827,4.376229695108813,1.1030042608126809,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,399.21816869988106,399.2685549999587,399.25288270979655,402.4026864999905,402.4019152099034,402.5811171999667,405.5289461000357,405.5289461000357,402.5852892000694,406.0050377000589,406.0050377000589,406.5018577000592,408.019932199968,p,1,1501.7409999854863,None,2.816852219329414,3.107,1.1030042608126809,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,408.51591160008684,408.565720200073,408.5521460197866,416.7845584999304,416.78422800994014,416.82058579986915,424.03891210001893,424.03891210001893,416.83401339990087,424.5221804000903,424.5221804000903,425.0179580000695,427.1531144999899,w,1,2127.2253000643104,None,7.759,7.238747194703537,1.0718705587172768,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,427.8247525000479,427.8764963999856,427.86857952990107,436.78385220002383,436.7831614099676,436.99084919993766,444.8388938999269,444.8388938999269,436.9999418000225,445.32102359994315,445.32102359994315,445.81713570002466,447.35202270001173,p,0,1519.9070000089705,None,8.616,8.038284035257853,1.0718705587172768,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,448.02617409988306,448.07783349999227,448.0675306299003,449.11699149990454,449.11665690999945,449.32117419992574,449.79899100004695,449.79899100004695,449.3332054000348,450.28743680007756,450.28743680007756,450.78381609986536,456.08410169999115,w,1,5290.131899993867,None,0.7500428973526231,0.68,1.1030042608126809,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,456.61797160003334,456.66354029998183,456.64967483985237,462.96592319989577,462.9654203099897,463.03018909995444,468.30876439996064,468.30876439996064,463.03379580006003,468.78646959993057,468.78646959993057,469.2829022000078,469.90058790007606,w,1,613.0186000373214,None,5.867,5.3191090990684495,1.1030042608126809,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,470.6100465999916,470.6612551000435,470.64930974983145,474.11586909997277,474.1151903100079,474.37040979997255,477.11870039999485,477.11870039999485,474.3815637999214,477.6021427998785,477.6021427998785,478.0987625999842,479.5836727998685,p,0,1467.933300184086,None,3.2059648411233748,2.991,1.0718705587172768,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,480.0786975999363,480.1287278998643,480.1156758199446,485.28185250004753,485.2814246100141,485.3208683000412,490.4784526999574,490.4784526999574,485.331466200063,490.9689956000075,490.9689956000075,491.46513779996894,492.4495870000683,w,0,978.1939999666065,None,4.691731649510691,5.175,1.1030042608126809,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,493.1575599000789,493.20817700005136,493.1984240497695,498.8309027000796,498.8306066098856,499.0902076999191,504.9987085000612,504.9987085000612,499.0902076999191,505.5016483999789,505.5016483999789,505.9978904000018,506.7328260000795,p,1,718.4796999208629,None,5.369478019437577,6.167,1.1485287727550766,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,507.4297841999214,507.48040369991213,507.46461023977025,516.6804975999985,516.6800310100195,516.9308174999896,524.4888372998685,524.4888372998685,516.9348836999852,524.9685742000584,524.9685742000584,525.4639961000066,525.8647338999435,w,1,398.5734998714179,None,8.942,7.785612526319251,1.1485287727550766,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,526.5810859999619,526.6317386999726,526.6134807498893,528.8466743000317,528.8461348100798,529.1005317000672,530.6490690000355,530.6490690000355,529.1127206999809,531.1492556999438,531.1492556999438,531.6461054000538,534.2305733000394,p,0,2570.340800099075,None,1.9776866396371366,1.793,1.1030042608126809,,,,,TRO1213,001,2024-05-30_09h18.01.146,Time estimation,2023.2.3,59.99228500324292,2024-05-30 09h18.19.288187 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.2306532999501,534.2450041000266,537.2450836000498,537.2291115999687,,,,,,,,
