thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_1.stopped,item1.stopped,sound_2.stopped,item2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.07732150000083493,0.11043609999978798,0.11043609999978798,15.441539600000397,space,15.323465000001306,None,,,,,,,,,,,,,,,,,,,,,GLE1113,001,2024-09-09_15h37.44.749,Time estimation,2023.2.3,60.01738103270623,2024-09-09 15h38.04.952704 +0200,
,,,,,,,,,18.281764200000907,18.405546800000593,18.33542262001938,18.405546800000593,18.33542262001938,20.505073600001197,20.555045600001904,23.287834800001292,23.337859300001583,23.521086700002343,23.521086700002343,24.02155910000147,26.555856000002677,p,1,2518.2735999987926,None,1.6426666666666667,4.928,3,GLE1113,001,2024-09-09_15h37.44.749,Time estimation,2023.2.3,60.01738103270623,2024-09-09 15h38.04.952704 +0200,
,,,,,,,,,27.626667800002906,27.73701510000319,27.685689240007196,30.269847700001264,30.269819880002252,30.919716000000335,30.95299210000303,38.418256400000246,38.418256400000246,38.90147590000197,38.90147590000197,39.40117270000337,44.51901859999998,p,1,5107.174400000076,None,2.708,8.124,3,GLE1113,001,2024-09-09_15h37.44.749,Time estimation,2023.2.3,60.01738103270623,2024-09-09 15h38.04.952704 +0200,
,,,,,,,,,45.5205941000022,45.63343920000261,45.58216992000816,47.01634390000254,47.01632998000023,47.599741100002575,47.633012000002054,51.51551830000244,51.51551830000244,51.99879250000231,51.99879250000231,52.498628800000006,54.16726689999996,,,,,,,,,,,,,,,
