thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_1.stopped,item1.stopped,sound_2.stopped,item2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.06856380007229745,2.1720175999216735,2.1720175999216735,69.47219939995557,space,67.29525039996952,None,,,,,,,,,,,,,,,,,,,,,,,,,FLI216,001,2024-05-16_08h44.14.051,Time estimation,2023.2.3,60.00308416803998,2024-05-16 08h44.43.370582 +0200,
,,,,,,,,,70.22512120008469,70.29707420011982,70.2393200604245,75.94052339997143,75.93839285995345,76.21004560007714,76.25488279992715,77.76873610005714,77.7706156000495,78.25881509995088,78.25881509995088,78.73913539992645,79.89071450009942,w,1,1149.5913998223841,None,5.451,1.817,3,,,,,FLI216,001,2024-05-16_08h44.14.051,Time estimation,2023.2.3,60.00308416803998,2024-05-16 08h44.43.370582 +0200,
,,,,,,,,,80.18309920001775,80.22190580004826,80.20695324025583,82.8232897000853,82.82070716011803,82.64823679998517,82.64823679998517,88.5790651999414,88.58715589996427,89.0754847000353,89.0754847000353,89.57266380009241,89.95691319997422,p,1,367.3015001695603,None,1.917,5.751,3,,,,,FLI216,001,2024-05-16_08h44.14.051,Time estimation,2023.2.3,60.00308416803998,2024-05-16 08h44.43.370582 +0200,
,,,,,,,,,90.24066919996403,90.27433830010705,90.25669708019122,92.13821889995597,92.13704945992212,91.93922980013303,91.95385510008782,95.65788920014165,95.65788920014165,96.15833949996158,96.15833949996158,96.65543209994212,96.90644269995391,p,1,235.07290007546544,None,1.1723333333333332,3.517,3,,,,,FLI216,001,2024-05-16_08h44.14.051,Time estimation,2023.2.3,60.00308416803998,2024-05-16 08h44.43.370582 +0200,
,,96.91478520003147,96.92056849994697,96.92056849994697,103.67098139994778,space,6.735322700114921,None,,,,,,,,,,,,,,,,,,,,,,,,,FLI216,001,2024-05-16_08h44.14.051,Time estimation,2023.2.3,60.00308416803998,2024-05-16 08h44.43.370582 +0200,
,,,,,,,,,104.00954230013303,104.0472834999673,104.03764982023276,112.70424250001088,112.70336776000913,112.57866490003653,112.58670819993131,115.3878031000495,115.3878031000495,115.87486380012706,115.87486380012706,116.37210649996996,116.92284859996289,w,1,545.8746999502182,None,8.025,2.671290446677088,3.0041660239464334,,,,,FLI216,001,2024-05-16_08h44.14.051,Time estimation,2023.2.3,60.00308416803998,2024-05-16 08h44.43.370582 +0200,
,,,,,,,,,117.24427030002698,117.27961109997705,117.27278156026732,122.20404960005544,122.20329575992655,122.0581080999691,122.0581080999691,130.75785659998655,130.75785659998655,131.2582888000179,131.2582888000179,131.75489059998654,135.30596669996157,p,1,3543.027800042182,None,4.270629490833505,8.549,2.0018126176362534,,,,,FLI216,001,2024-05-16_08h44.14.051,Time estimation,2023.2.3,60.00308416803998,2024-05-16 08h44.43.370582 +0200,
,,,,,,,,,135.63704650010914,135.67632289999165,135.65578046005686,140.98711320012808,140.9861777600134,140.8388201999478,140.86951999994926,144.02761609992012,144.02761609992012,144.52441950002685,144.52441950002685,145.02195869991556,161.54013280011714,p,0,16506.742200115696,None,4.681,3.021018042385928,1.5494776708791378,,,,,FLI216,001,2024-05-16_08h44.14.051,Time estimation,2023.2.3,60.00308416803998,2024-05-16 08h44.43.370582 +0200,
,,,,,,,,,161.92749890009873,161.96715090004727,161.9564078002004,165.83642620011233,165.8357456599595,165.75861959997565,165.76909650000744,167.49764790013433,167.49764790013433,167.99076559999958,167.99076559999958,168.47095290012658,168.97222310001962,w,1,493.9803001470864,None,3.289,1.6430109247106564,2.0018126176362534,,,,,FLI216,001,2024-05-16_08h44.14.051,Time estimation,2023.2.3,60.00308416803998,2024-05-16 08h44.43.370582 +0200,
,,,,,,,,,169.26037789997645,169.2948048999533,169.2885610402329,170.78656739997678,170.78575685999823,170.60814950009808,170.60814950009808,172.40747420000844,172.40747420000844,172.89078969997354,172.89078969997354,173.3876310000196,175.10547870001756,p,1,1708.6386000737548,None,0.803,1.6074555319619115,2.0018126176362534,,,,,FLI216,001,2024-05-16_08h44.14.051,Time estimation,2023.2.3,60.00308416803998,2024-05-16 08h44.43.370582 +0200,
