thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_1.stopped,item1.stopped,sound_2.stopped,item2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.06687629999942146,0.08317029999670922,0.08317029999670922,6.283610999998928,space,6.190244800000073,None,,,,,,,,,,,,,,,,,,,,,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,8.554456099998788,8.64826169999651,8.584812979995332,8.64826169999651,8.584812979995332,10.247886899996956,10.297951299999113,12.031024500000058,12.064394699998957,12.347539399997913,12.347539399997913,12.847454199996719,16.198472299998684,p,1,3345.277000000351,None,1.1386666666666667,3.416,3,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,17.016140599997016,17.096549399997457,17.047841059997516,18.56299769999896,18.56305985999679,18.946284300000116,18.96291619999829,22.662326499998017,22.662326499998017,23.145387199998368,23.145387199998368,23.64527669999734,25.330307599997468,p,1,1680.3435000001627,None,1.36,4.08,3,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,26.118453899998713,26.194648400000005,26.162646399996447,29.477459599998838,29.47746895999844,29.827343799999653,29.84407299999657,30.54399310000008,30.54399310000008,31.027079099996627,31.027079099996627,31.527040199998737,32.57830209999884,w,1,1039.8314999983995,None,3.141,1.047,3,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,32.59778339999684,32.61013439999806,32.61013439999806,36.77774209999916,space,4.1620874000000185,None,,,,,,,,,,,,,,,,,,,,,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,37.56410629999664,37.642406999999366,37.6103415999969,46.65734739999971,46.657336159998884,47.00726929999655,47.02399759999753,49.656838699997024,49.656838699997024,50.10669459999917,50.10669459999917,50.606619799997134,51.491314999999304,w,1,867.7561000004061,None,8.871,2.9528993834856636,3.0041660239464334,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,52.2520689999983,52.33971559999918,52.29080207999795,56.07219609999811,56.072212559997205,56.388734999996814,56.42206019999867,63.23746869999741,63.23746869999741,63.72087119999924,63.72087119999924,64.2205998999998,64.95567619999929,p,1,730.16540000026,None,3.5712633325498575,7.149,2.0018126176362534,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,65.75150099999883,65.83703039999818,65.78806949999853,70.61930499999653,70.61927355999833,70.9526627999985,70.98584979999941,73.63530939999691,73.63530939999691,74.11859019999974,74.11859019999974,74.61849189999703,76.66945069999929,w,1,2039.0776000022015,None,4.648,2.99972054283482,1.5494776708791378,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,77.4340796999968,77.51787569999942,77.46905587999863,82.31692239999757,82.31691065999658,82.63345709999703,82.66693289999967,88.46573119999812,88.46573119999812,88.94905539999672,88.94905539999672,89.44886399999814,90.25033739999708,p,1,799.285900000541,None,4.647817368459183,6.127,1.3182531743994035,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,91.05013899999904,91.13191539999752,91.08299499999703,92.5982968999997,92.59822215999921,92.94809949999762,92.98151529999814,94.2145488999995,94.2145488999995,94.68126359999951,94.68126359999951,95.18097969999872,96.89881369999785,p,1,1707.7625000019907,None,1.336,1.590452117252022,1.190458171595825,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,97.49418849999711,97.58088229999703,97.53144657999583,106.22886669999934,106.22885555999929,106.37902799999938,106.41224460000012,113.71071329999904,113.71071329999904,114.19398249999722,114.19398249999722,114.69386019999729,116.26220439999815,p,0,1562.906800001656,None,8.325,7.457819176343597,1.1162780704588713,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,117.0618160999984,117.14340199999788,117.09452689999671,122.79232339999726,122.79234295999814,123.14224659999672,123.1755353999979,127.44116589999976,127.44116589999976,127.92457659999855,127.92457659999855,128.42445969999972,130.85886109999774,p,0,2420.235899997351,None,5.518,4.635190157587013,1.190458171595825,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,131.6873816999978,131.77384829999937,131.72503701999887,135.57307149999906,135.57312385999867,135.93964329999653,135.9729613999989,140.47234089999984,140.47234089999984,140.93862009999793,140.93862009999793,141.43848149999758,143.53975999999966,p,1,2086.039300000266,None,3.6988342563419256,4.876,1.3182531743994035,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,144.33428779999667,144.4213882999975,144.3724805999991,146.4542674999975,146.4542549599977,146.80441729999802,146.83743299999696,148.98696819999896,148.98696819999896,149.45368909999888,149.45368909999888,149.95353519999844,150.6716263999988,p,1,704.1523999978381,None,1.902,2.5073175377076655,1.3182531743994035,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,151.28419989999747,151.36992499999906,151.32084103999622,155.3524443999995,155.35241615999658,155.51904619999914,155.55251249999856,159.85157199999958,159.85157199999958,160.3347264999975,160.3347264999975,160.8346012999973,161.4697019999985,p,1,630.2679000000353,None,3.676647612575832,4.471,1.2160534462718473,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,162.25346849999914,162.33433899999727,162.28550643999878,165.63371939999706,165.63369165999794,165.96700769999734,166.00040279999666,169.49964749999708,169.49964749999708,169.96622819999902,169.96622819999902,170.46603889999824,171.6008845999968,w,0,1126.3406999969447,None,3.155288948658794,3.837,1.2160534462718473,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,172.39472849999947,172.4824383999985,172.43362549999802,174.66521469999861,174.66531465999688,175.01525109999784,175.04858039999817,176.2483414999988,176.2483414999988,176.73153610000008,176.73153610000008,177.23149139999805,178.11642909999864,w,1,876.5076999989105,None,2.059111458411868,1.562,1.3182531743994035,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,178.8115904999977,178.897916599999,178.84890753999716,179.84759569999733,179.84758355999693,180.09772669999802,180.13091089999944,180.83073199999853,180.83073199999853,181.29726569999912,181.29726569999912,181.79711359999783,190.4969689999998,w,0,8684.364099997765,None,0.722,0.9517787919163693,1.3182531743994035,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,191.29530469999736,191.3786962999984,191.329776999999,193.92813749999914,193.9281456599969,194.277914899998,194.3114278999965,197.52736430000004,197.52736430000004,198.01060999999754,198.01060999999754,198.5104786999982,198.84599569999773,p,1,333.7914000003366,None,2.423,3.5797793698906246,1.4774161658648883,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,199.6659256999992,199.74376259999917,199.71150621999624,204.94253839999874,204.94260585999692,205.30923789999724,205.32591939999838,212.47445599999992,212.47445599999992,212.94102559999737,212.94102559999737,213.4409504999967,213.99237379999977,p,1,545.9302000017487,None,5.081845030174535,7.508,1.4774161658648883,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,214.77859609999723,214.85702919999676,214.8250870999982,218.17328479999924,218.1732673599985,218.53992449999714,218.5565831999993,220.60619289999886,220.60619289999886,221.07277789999716,221.07277789999716,221.57262119999723,222.47412749999785,w,1,886.5765999980795,None,3.1703988844305653,2.405,1.3182531743994035,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,223.3472103999993,223.43902069999967,223.3902627999978,228.73780929999702,228.73789985999647,229.18780589999733,229.2045033999966,235.703338299998,235.703338299998,236.18636219999826,236.18636219999826,236.68618479999714,237.1377943999978,p,1,445.2694999999949,None,5.264542604391502,6.94,1.3182531743994035,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,237.93689839999934,238.01937479999833,237.9705152999959,239.0025440999998,239.00245765999753,239.3524338999996,239.38574879999942,239.73586259999865,239.73586259999865,240.21899389999817,240.21899389999817,240.71886209999866,243.32070789999852,w,1,2597.3296000011032,None,0.8633979468530115,0.71,1.2160534462718473,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,243.93667269999787,244.0179735999991,243.98576189999585,245.90106129999913,245.90115905999883,246.06769829999757,246.08435579999787,247.21758119999868,247.21758119999868,247.68408649999765,247.68408649999765,248.18403049999688,252.00150169999688,w,1,3803.366100000858,None,1.5650607853518674,1.287,1.2160534462718473,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,252.88315039999725,252.9663778999966,252.91768189999675,256.4157120999989,256.416120459999,256.84912039999836,256.88227039999765,259.4150919999993,259.4150919999993,259.88164979999783,259.88164979999783,260.38163919999715,261.0998421999975,p,0,709.6393000028911,None,3.408,2.967274378181168,1.1485287727550766,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
,,,,,,,,,261.9558950999999,262.0480659999994,261.99923343999905,263.19768289999774,263.1977398599996,263.6145815999989,263.64764699999796,264.13089169999876,264.13089169999876,264.6141628999976,264.6141628999976,265.1139751999981,267.065145499997,p,0,1939.8680999984208,None,1.0980962619834782,0.903,1.2160534462718473,,,,,CCO1115,001,2025-01-20_15h45.40.238,Time estimation,2023.2.3,60.00463235796379,2025-01-20 15h45.56.339001 +0100,
