thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,sound_1.stopped,item2.started,sound_2.started,item1.stopped,item2.stopped,sound_2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.002714600006584078,0.005166999995708466,0.005166999995708466,42.92218400002457,space,42.90237160003744,None,,,,,,,,,,,,,,,,,,,,,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,43.408730200026184,43.44321850000415,43.420666200108826,45.13280309998663,45.13280309998663,45.123031090002044,45.13962919998448,48.71761679998599,48.71761679998599,49.19089349999558,49.19089349999558,49.69000270002289,51.59103630000027,p,1,1893.7518000020646,None,1.1896666666666667,3.569,3,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,51.83178860001499,51.84954640001524,51.856483340077105,53.50920740002766,53.729742099996656,53.729537089983936,53.50920740002766,57.14845899998909,57.14845899998909,57.63071800000034,57.63071800000034,58.12945840001339,59.48037539998768,p,1,1335.7997999992222,None,1.1336666666666666,3.401,3,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,59.700926700024866,59.7252297999803,59.729253650060855,64.28862539998954,64.5380571000278,64.53772069000406,64.28862539998954,65.89882230001967,65.89882230001967,66.38921749999281,66.38921749999281,66.8888315000222,68.0065476000309,w,1,1108.6268000071868,None,4.05,1.3499999999999999,3,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,68.01828090002527,68.02188210003078,68.02188210003078,71.70676229998935,space,3.683584099984728,None,,,,,,,,,,,,,,,,,,,,,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,71.9211859999923,71.94094450003468,71.93817376003135,73.90799109998625,74.16974600002868,74.16964428998763,73.90799109998625,78.55674909998197,78.55674909998197,79.03795550001087,79.03795550001087,79.5375575000071,79.78861500002677,p,1,245.6491999910213,None,1.4546466357606076,4.37,3.0041660239464334,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,79.99522400001297,80.01189610001165,80.02059976006858,82.80731270002434,83.06999910000013,83.06987509002211,82.78662860003533,87.64869400003226,87.64869400003226,88.12137340003392,88.12137340003392,88.62043539999286,90.78854390000924,p,1,2166.3542999885976,None,2.27393910893369,4.552,2.0018126176362534,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,90.99929830001201,91.01604539999971,91.02028626006795,95.63888779998524,95.89676700002747,95.89648218998919,95.63888779998524,98.5580864000367,98.5580864000367,99.04771180002717,99.04771180002717,99.5470428999979,101.09800070000347,w,1,1548.5826000222005,None,4.103,2.6479891108544034,1.5494776708791378,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,101.3189842000138,101.3367256000056,101.33010206006001,103.99961780000012,104.26645180000924,104.26632099003764,103.99961780000012,107.11809240002185,107.11809240002185,107.61761640000623,107.61761640000623,108.1168289000052,108.76808459998574,p,1,635.7324999989942,None,2.161,2.848745109877111,1.3182531743994035,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,108.97435780003434,108.99584009998944,108.9999882600503,115.64992860000348,115.91685989999678,115.9166045900085,115.6331935999915,123.23749329999555,123.23749329999555,123.71807160001481,123.71807160001481,124.21709370001918,124.46807420003461,p,1,235.92700000153854,None,6.137972903495526,7.307,1.190458171595825,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,124.67967799998587,124.6967874999973,124.70035786002408,132.56784869998228,132.8337737999973,132.8334806900122,132.56784869998228,141.0569294000161,141.0569294000161,141.55183379998198,141.55183379998198,142.05127330002142,146.3692325000302,p,1,4312.819899991155,None,7.360173255596275,8.216,1.1162780704588713,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,146.57635390001815,146.59356489998754,146.6012267600279,149.54772149998462,149.80810959998053,149.80789228999055,149.54772149998462,152.09115849999944,152.09115849999944,152.57593370001996,152.57593370001996,153.0747277000337,156.24265830003424,w,1,3155.0472999806516,None,2.4342180388469354,2.271,1.0718705587172768,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,156.46406510000816,156.48181949998252,156.4747823600308,162.8887790000299,163.14521729998523,163.1448091899976,162.89487030002056,169.31816239998443,169.31816239998443,169.81321890000254,169.81321890000254,170.3123181000119,171.22996470000362,p,1,908.2933000172488,None,5.902763949593233,6.167,1.0447648004669026,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,171.43325980001828,171.44964609999442,171.4453601700603,173.48842499998864,173.7622248000116,173.76183379003777,173.48842499998864,175.267451599997,175.267451599997,175.7459462999832,175.7459462999832,176.24506149999797,179.69694360002177,w,1,3447.552800003905,None,1.528659822011289,1.487,1.0280160201824404,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,179.90839579998283,179.92550050001591,179.9288516600616,183.03087499999674,183.03087499999674,183.0223811900243,183.03087499999674,185.13747309998143,185.120755299984,185.35394220001763,185.35394220001763,185.85387980000814,196.5083579000202,p,1,10645.388300006744,None,2.056,2.0921582166359123,1.017586681243148,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,196.71315910003614,196.7301045000204,196.72388327007647,201.21848209999735,201.51112710003508,201.51083719001616,201.227495500003,205.5486576000112,205.5486576000112,206.02898629999254,206.02898629999254,206.52813530003186,208.0795739000314,p,1,1548.154500022065,None,3.986901983743511,4.031,1.0110607224447195,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,208.28255000000354,208.30021479999414,208.29479477003915,215.20828750001965,215.47996959998272,215.47970568998716,215.20828750001965,221.83823080000002,221.83823080000002,222.33141560002696,222.33141560002696,222.83016650000354,222.9977668999927,p,0,154.0034000063315,None,6.393,6.348782809548586,1.006964672091934,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,223.20790440001292,223.22438770002918,223.23014376005156,229.3801942000282,229.6468968000263,229.64679729000198,229.36339680000674,235.35762830002932,235.35762830002932,235.8482040000381,235.8482040000381,236.3472106999834,241.43142700003227,w,0,5069.594300002791,None,5.637643589019603,5.7,1.0110607224447195,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,241.6635831000167,241.68131449999055,241.68059995007934,245.1983727000188,245.44467799999984,245.4441689900006,245.1983727000188,248.41098580003018,248.40768689999823,248.89565369999036,248.89565369999036,249.39499920001253,250.67924680002034,w,1,1270.6554000033066,None,3.003,2.9510999459341845,1.017586681243148,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,250.87959640001645,250.89616579998983,250.89466367006534,255.27868099999614,255.5601047000382,255.55983839002437,255.27868099999614,259.510149299982,259.510149299982,260.0113735999912,260.0113735999912,260.51065970002674,262.8116444000043,p,1,2296.829800005071,None,3.878785043823585,3.947,1.017586681243148,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,263.030858299986,263.0485233000363,263.0437719600275,269.05790280003566,269.3124024000135,269.3119279899867,269.05790280003566,274.758398200036,274.758398200036,275.22968180000316,275.22968180000316,275.72921230003703,277.83037450001575,p,0,2086.7709000012837,None,5.49,5.422657736340504,1.0124186823018895,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,278.0391781000071,278.0565724000335,278.06244966004743,281.9485139999888,282.2034750999883,282.203338790033,281.9485139999888,285.6389992000186,285.6389992000186,286.1379958000034,286.1379958000034,286.63720890000695,288.45538150001084,p,1,1814.6387999877334,None,3.3697375007020702,3.429,1.017586681243148,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,288.66636560001643,288.68439389998093,288.6874636600376,290.4186703999876,290.6812538999948,290.68085848998743,290.4186703999876,291.9384446000331,291.9384446000331,292.4322807000135,292.4322807000135,292.93140970001696,300.93296960002044,w,0,7996.728699945379,None,1.222,1.2434909244791268,1.017586681243148,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,301.1360596999875,301.1534563000314,301.148305770033,304.4571081000031,304.7339294999838,304.73404868999495,304.4571081000031,307.4778312999988,307.4778312999988,307.951440200035,307.951440200035,308.4510355000384,309.719035600021,p,0,1255.1629000226967,None,2.790888897139199,2.723,1.02493165521087,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,309.92131320002954,309.9434329000069,309.9509629600332,313.8577668000362,314.12402960000327,314.1238103899988,313.8577668000362,317.4294748000102,317.4294748000102,317.9253054999863,317.9253054999863,318.42432270001154,319.82518310000887,p,0,1388.9277999987826,None,3.403,3.286661609511009,1.035397130678841,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,320.0364319999935,320.0561776999966,320.05731396005723,328.1572329000337,328.4194697000203,328.419245890039,328.1572329000337,335.65688890003366,335.65688890003366,336.1375057999976,336.1375057999976,336.6365901000099,340.2041128000128,p,0,3564.4073999719694,None,7.586,7.222269568165682,1.0503623450220647,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,340.41720620001433,340.4337440999807,340.436483660026,348.72811189998174,348.98135419999016,348.98107179002835,348.72811189998174,356.258366700029,356.258366700029,356.7491648999858,356.7491648999858,357.24829409999074,357.6658582999953,p,0,402.93870004825294,None,7.775,7.253674370256476,1.0718705587172768,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,357.8926844000234,357.9090390999918,357.9148712500464,360.3480999000021,360.59824259998277,360.5980779899866,360.3480999000021,362.3481162000098,362.3481162000098,362.8492788000149,362.8492788000149,363.3483393000206,366.98288050002884,w,1,3619.4102000445127,None,1.9247424351181281,1.745,1.1030042608126809,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
,,,,,,,,,367.18289679999,367.19989310001256,367.19834457002577,368.56658570002764,368.84656330000143,368.84602879004086,368.56658570002764,369.8088746999856,369.8088746999856,370.2809259000351,370.2809259000351,370.779840000032,373.31425890000537,w,0,2528.4377999487333,None,0.85,0.9375536216907787,1.1030042608126809,,,,,AEL514,001,2025-04-11_09h39.25.106,Time estimation,2023.2.3,60.021595773889324,2025-04-11 09h39.45.680752 +0200,
