thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,item2.stopped,sound_2.stopped,sound_1.stopped,item1.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.05163809983059764,0.06793719995766878,0.06793719995766878,156.07161219976842,space,155.99385199975222,None,,,,,,,,,,,,,,,,,,,,,,,,,VBE818,001,2025-03-18_09h59.22.272,Time estimation,2023.2.3,60.05046648871833,2025-03-18 10h00.02.244785 +0100,
,,,,,,,,,158.33626429969445,158.43534519989043,158.36646442292258,161.26781109999865,161.2679998898413,162.68435150012374,162.68435150012374,163.0841928999871,163.13425040012226,163.16755050001666,163.16755050001666,163.6675414997153,167.68514079973102,w,1,4007.728799711913,None,4.197,1.399,3,,,,,VBE818,001,2025-03-18_09h59.22.272,Time estimation,2023.2.3,60.05046648871833,2025-03-18 10h00.02.244785 +0100,
,,,,,,,,,168.52703339979053,168.61656099976972,168.56583527117036,173.21553639974445,173.21554039004258,174.74843270005658,174.74843270005658,173.61535569978878,173.6487794998102,175.23175719985738,175.23175719985738,175.73173099989071,176.8665164001286,w,1,1119.0635999664664,None,4.524,1.508,3,,,,,VBE818,001,2025-03-18_09h59.22.272,Time estimation,2023.2.3,60.05046648871833,2025-03-18 10h00.02.244785 +0100,
,,,,,,,,,177.69868659973145,177.78153159981593,177.73063038112593,184.31327989976853,184.3133082897868,186.47935599973425,186.47935599973425,184.696383100003,184.72979199979454,186.96262239990756,186.96262239990756,187.46254119975492,188.43057989981025,w,1,954.8981999978423,None,6.438,2.146,3,,,,,VBE818,001,2025-03-18_09h59.22.272,Time estimation,2023.2.3,60.05046648871833,2025-03-18 10h00.02.244785 +0100,
,,188.45120609970763,188.4622239000164,188.4622239000164,193.32975269993767,space,4.865853799972683,None,,,,,,,,,,,,,,,,,,,,,,,,,VBE818,001,2025-03-18_09h59.22.272,Time estimation,2023.2.3,60.05046648871833,2025-03-18 10h00.02.244785 +0100,
,,,,,,,,,194.2190073998645,194.29557320009917,194.26032314104958,196.9939164998941,196.99393069003708,204.97564570000395,204.97564570000395,197.42719839978963,197.46050480008125,205.4587902999483,205.4587902999483,205.95879440009594,206.57685580011457,p,1,607.2400999255478,None,2.650652439487807,7.963,3.0041660239464334,,,,,VBE818,001,2025-03-18_09h59.22.272,Time estimation,2023.2.3,60.05046648871833,2025-03-18 10h00.02.244785 +0100,
,,,,,,,,,207.40331459976733,207.49228659970686,207.4410119812004,214.40695879980922,214.4069534899201,217.83969839988276,217.83969839988276,214.79016580013558,214.82359599974006,218.30618639988825,218.30618639988825,218.80615249974653,219.4412368000485,w,1,621.707099955529,None,6.82,3.4069122853532003,2.0018126176362534,,,,,VBE818,001,2025-03-18_09h59.22.272,Time estimation,2023.2.3,60.05046648871833,2025-03-18 10h00.02.244785 +0100,
,,,,,,,,,220.30062269978225,220.38920600013807,220.33842446114866,222.47202519979328,222.47202698984182,225.63824949972332,225.63824949972332,222.90527250012383,222.92186190001667,226.12127709994093,226.12127709994093,226.62115130014718,228.58926949976012,w,0,1965.9894001670182,None,2.026,3.139241761201133,1.5494776708791378,,,,,VBE818,001,2025-03-18_09h59.22.272,Time estimation,2023.2.3,60.05046648871833,2025-03-18 10h00.02.244785 +0100,
,,,,,,,,,229.43722639977932,229.52060410007834,229.46984827113337,236.2025147001259,236.20249779014847,239.5185396997258,239.5185396997258,236.58579709986225,236.63582379976287,240.00172589998692,240.00172589998692,240.50165450014174,241.8862890000455,w,1,1372.4310998804867,None,6.6,3.297011889051484,2.0018126176362534,,,,,VBE818,001,2025-03-18_09h59.22.272,Time estimation,2023.2.3,60.05046648871833,2025-03-18 10h00.02.244785 +0100,
,,,,,,,,,242.7241678996943,242.8009854000993,242.76713067120872,245.18396969977766,245.18395038978196,249.79969649994746,249.79969649994746,245.58397389994934,245.60062110004947,250.28298969985917,250.28298969985917,250.7829680996947,251.3692983998917,w,0,576.2233003042638,None,2.2964187354499503,4.597,2.0018126176362534,,,,,VBE818,001,2025-03-18_09h59.22.272,Time estimation,2023.2.3,60.05046648871833,2025-03-18 10h00.02.244785 +0100,
