thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,sound_1.stopped,item2.started,sound_2.started,item1.stopped,sound_2.stopped,item2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.00827490002848208,0.012101100001018494,0.012101100001018494,1.2226981000276282,space,1.2051022999803536,None,,,,,,,,,,,,,,,,,,,,,,,,,ADA317,001,2024-11-25_09h21.39.578,Time estimation,2023.2.3,59.98559146294874,2024-11-25 09h21.50.957881 +0100,
,,,,,,,,,1.7048985000001267,1.7403025000239722,1.7220456000650302,3.44652810000116,3.44652810000116,3.438215720001608,3.454862700018566,7.081604800012428,7.087791300029494,7.572831100027543,7.572831100027543,8.07156120002037,9.256629200011957,p,1,1178.8304000510834,None,1.209,3.6270000000000002,3,,,,,ADA317,001,2024-11-25_09h21.39.578,Time estimation,2023.2.3,59.98559146294874,2024-11-25 09h21.50.957881 +0100,
,,,,,,,,,9.457178800017573,9.478560800023843,9.471727660042234,16.411056599987205,16.688340299995616,16.687519719998818,16.411056599987205,18.839484800002538,18.839484800002538,19.32238840003265,19.32238840003265,19.82090910000261,21.35590329999104,w,1,1526.0395999648608,None,6.42,2.14,3,,,,,ADA317,001,2024-11-25_09h21.39.578,Time estimation,2023.2.3,59.98559146294874,2024-11-25 09h21.50.957881 +0100,
,,,,,,,,,21.56957190000685,21.590904199983925,21.58773928001756,26.911282400018536,27.170682099997066,27.170302020036615,26.920173300022725,28.790081100014504,28.790081100014504,29.288749900006223,29.288749900006223,29.787184500019066,30.338602699979674,w,1,543.5282000107691,None,4.8149999999999995,1.605,3,,,,,ADA317,001,2024-11-25_09h21.39.578,Time estimation,2023.2.3,59.98559146294874,2024-11-25 09h21.50.957881 +0100,
,,30.345283000031486,30.353331100021023,30.353331100021023,39.60505140002351,space,9.248194899992086,None,,,,,,,,,,,,,,,,,,,,,,,,,ADA317,001,2024-11-25_09h21.39.578,Time estimation,2023.2.3,59.98559146294874,2024-11-25 09h21.50.957881 +0100,
,,,,,,,,,39.82095429999754,39.84057669999311,39.83617048000451,45.28998200001661,45.55282029998489,45.552735320001375,45.28998200001661,47.21050650003599,47.21050650003599,47.704325400001835,47.704325400001835,48.2026373000117,48.4875413000118,w,1,273.93289998872206,None,4.942,1.645048895635909,3.0041660239464334,,,,,ADA317,001,2024-11-25_09h21.39.578,Time estimation,2023.2.3,59.98559146294874,2024-11-25 09h21.50.957881 +0100,
,,,,,,,,,48.69025430001784,48.71039259998361,48.70296416000929,51.18074350000825,51.452653800020926,51.452163520036265,51.18074350000825,55.389596400025766,55.389596400025766,55.87064219999593,55.87064219999593,56.36946810001973,57.253749300027266,p,1,876.1689999955706,None,1.9587247904501315,3.921,2.0018126176362534,,,,,ADA317,001,2024-11-25_09h21.39.578,Time estimation,2023.2.3,59.98559146294874,2024-11-25 09h21.50.957881 +0100,
,,,,,,,,,57.47160619997885,57.49201600003289,57.485986780025996,62.43573209998431,62.70199480000883,62.70172372000525,62.45164129999466,65.59064670000225,65.59064670000225,66.07006589998491,66.07006589998491,66.56866510002874,66.78680619999068,w,1,201.90500002354383,None,4.445,2.8687086516567937,1.5494776708791378,,,,,ADA317,001,2024-11-25_09h21.39.578,Time estimation,2023.2.3,59.98559146294874,2024-11-25 09h21.50.957881 +0100,
,,,,,,,,,66.98819090001052,67.0086742999847,67.00204966001911,68.32060039998032,68.60165620001499,68.6013996200054,68.32060039998032,69.67047329997877,69.67047329997877,70.15309540001908,70.15309540001908,70.65207599999849,71.05345970002236,w,0,385.3503999998793,None,0.803,1.058557299042721,1.3182531743994035,,,,,ADA317,001,2024-11-25_09h21.39.578,Time estimation,2023.2.3,59.98559146294874,2024-11-25 09h21.50.957881 +0100,
,,,,,,,,,71.24189090001164,71.26174119999632,71.26877156004775,75.75280560000101,76.0344361999887,76.03427682002075,75.73430880001979,78.61015680001583,78.61015680001583,79.08570070000133,79.08570070000133,79.58442530001048,80.18680620001396,w,1,600.3240999998525,None,3.969,2.56150835510142,1.5494776708791378,,,,,ADA317,001,2024-11-25_09h21.39.578,Time estimation,2023.2.3,59.98559146294874,2024-11-25 09h21.50.957881 +0100,
