thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,item1.stopped,sound_1.stopped,item2.stopped,sound_2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010181999998167157,0.013526399969123304,0.013526399969123304,24.31928130000597,space,24.302252399967983,None,,,,,,,,,,,,,,,,,,,,,,,,,LFA616,001,2025-01-14_11h03.15.305,Time estimation,2023.2.3,60.04812256135198,2025-01-14 11h03.30.434296 +0100,
,,,,,,,,,24.821144499990623,24.8541820999817,24.849518799968067,26.635893300001044,26.63475834996789,26.67473719996633,26.67473719996633,30.574788099969737,30.574788099969737,31.052898499998264,31.052898499998264,31.55213869997533,33.73619949998101,p,1,2174.061800003983,None,1.308,3.924,3,,,,,LFA616,001,2025-01-14_11h03.15.305,Time estimation,2023.2.3,60.04812256135198,2025-01-14 11h03.30.434296 +0100,
,,,,,,,,,33.9524906000006,33.976665399968624,33.967033100000116,35.83446759998333,35.83418885000865,35.61625029996503,35.61315739998827,39.14468199998373,39.14468199998373,39.635981799976435,39.635981799976435,40.13448070001323,40.33562069997424,p,1,192.26859998889267,None,1.0966666666666667,3.29,3,,,,,LFA616,001,2025-01-14_11h03.15.305,Time estimation,2023.2.3,60.04812256135198,2025-01-14 11h03.30.434296 +0100,
,,,,,,,,,40.56006529997103,40.58341149997432,40.58355234996998,45.35069819999626,45.350508049997735,45.10374679998495,45.10374679998495,46.738225499982946,46.738225499982946,47.185400199959986,47.185400199959986,47.68401249998715,50.0192851999891,w,1,2330.0067000091076,None,4.009,1.3363333333333334,3,,,,,LFA616,001,2025-01-14_11h03.15.305,Time estimation,2023.2.3,60.04812256135198,2025-01-14 11h03.30.434296 +0100,
,,50.02660169999581,50.033634799998254,50.033634799998254,54.6510187999811,space,4.6099138999707066,None,,,,,,,,,,,,,,,,,,,,,,,,,LFA616,001,2025-01-14_11h03.15.305,Time estimation,2023.2.3,60.04812256135198,2025-01-14 11h03.30.434296 +0100,
,,,,,,,,,54.87432239996269,54.89727610000409,54.898948949965416,60.41660170000978,60.41642394998926,60.14962460001698,60.17442100000335,62.045374499983154,62.045374499983154,62.501508499961346,62.501508499961346,63.00010070001008,63.11749370000325,w,1,114.47099997894838,None,4.752590649883258,1.582,3.0041660239464334,,,,,LFA616,001,2025-01-14_11h03.15.305,Time estimation,2023.2.3,60.04812256135198,2025-01-14 11h03.30.434296 +0100,
,,,,,,,,,63.33529159997124,63.355566399986856,63.348904299992135,69.83282429998508,69.83279914996237,69.58263749995967,69.56613789999392,72.70394589996431,72.70394589996431,73.18406729999697,73.18406729999697,73.68260770000052,73.8176017999649,w,1,121.16400001104921,None,5.712,2.8534139257972844,2.0018126176362534,,,,,LFA616,001,2025-01-14_11h03.15.305,Time estimation,2023.2.3,60.04812256135198,2025-01-14 11h03.30.434296 +0100,
,,,,,,,,,74.04475319996709,74.06679399998393,74.06540674998541,80.61553229996935,80.6151556500059,80.37421149999136,80.37421149999136,84.37463649996789,84.37463649996789,84.85007719998248,84.85007719998248,85.34882790001575,87.23321330000181,w,1,1871.5477000223473,None,5.793,3.7386792393808332,1.5494776708791378,,,,,LFA616,001,2025-01-14_11h03.15.305,Time estimation,2023.2.3,60.04812256135198,2025-01-14 11h03.30.434296 +0100,
,,,,,,,,,87.45045989996288,87.47223129996564,87.46465730001218,91.88161809998564,91.88130195001722,91.61459149996517,91.61459149996517,94.65438989998074,94.65438989998074,95.13284400000703,95.13284400000703,95.63165629998548,95.83281009999337,w,1,188.67890001274645,None,3.637060508167954,2.759,1.3182531743994035,,,,,LFA616,001,2025-01-14_11h03.15.305,Time estimation,2023.2.3,60.04812256135198,2025-01-14 11h03.30.434296 +0100,
,,,,,,,,,96.0505458000116,96.07119990000501,96.06416290000779,97.43140529998345,97.43094335001078,97.16433140001027,97.15439440001501,98.13444769999478,98.13444769999478,98.61589640000602,98.61589640000602,99.1147270000074,99.43282019998878,w,0,316.67029997333884,None,0.585,0.6964180303835575,1.190458171595825,,,,,LFA616,001,2025-01-14_11h03.15.305,Time estimation,2023.2.3,60.04812256135198,2025-01-14 11h03.30.434296 +0100,
