thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_1.stopped,item1.stopped,item2.stopped,sound_2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.04807210003491491,0.08081100007984787,0.08081100007984787,14.412957100081258,space,14.322992200031877,None,,,,,,,,,,,,,,,,,,,,,TKO316,001,2025-02-17_09h07.04.494,Time estimation,2023.2.3,60.028945954522825,2025-02-17 09h07.23.832538 +0100,
,,,,,,,,,16.1670089000836,16.244195600040257,16.19362616048893,16.87734410003759,16.877465380087962,18.160498799989,18.193809500080533,21.24321600003168,21.24321600003168,21.726679400075227,21.726679400075227,22.22642119997181,24.960817700019106,p,1,2727.5833999738097,None,1.45,4.35,3,TKO316,001,2025-02-17_09h07.04.494,Time estimation,2023.2.3,60.028945954522825,2025-02-17 09h07.23.832538 +0100,
,,,,,,,,,25.644375500036404,25.725774400052615,25.67538494024193,27.25867610005662,27.258672680088786,27.491937400074676,27.525294800056145,31.141186500084586,31.141186500084586,31.624480600003153,31.624480600003153,32.124376700026914,33.34331000002567,p,1,1210.5855999980122,None,1.2873333333333334,3.862,3,TKO316,001,2025-02-17_09h07.04.494,Time estimation,2023.2.3,60.028945954522825,2025-02-17 09h07.23.832538 +0100,
,,,,,,,,,34.11027130007278,34.173968699993566,34.140458540245895,37.19002990005538,37.19000518004177,37.506502100033686,37.52335160004441,45.704877600073814,45.704877600073814,46.18824140005745,46.18824140005745,46.68814480002038,47.473043799982406,p,1,769.936400000006,None,2.836,8.508,3,TKO316,001,2025-02-17_09h07.04.494,Time estimation,2023.2.3,60.028945954522825,2025-02-17 09h07.23.832538 +0100,
,,47.496024399995804,47.50461040006485,47.50461040006485,50.538990000030026,space,3.0246553999604657,None,,,,,,,,,,,,,,,,,,,,,TKO316,001,2025-02-17_09h07.04.494,Time estimation,2023.2.3,60.028945954522825,2025-02-17 09h07.23.832538 +0100,
,,,,,,,,,51.241198700037785,51.303787200013176,51.270338020147754,53.87006260000635,53.87001548005501,54.10327040008269,54.11996190005448,60.85197560000233,60.85197560000233,61.31855790002737,61.31855790002737,61.81848550005816,62.68725249997806,p,1,864.2651999834925,None,2.3161170003712375,6.958,3.0041660239464334,TKO316,001,2025-02-17_09h07.04.494,Time estimation,2023.2.3,60.028945954522825,2025-02-17 09h07.23.832538 +0100,
,,,,,,,,,63.3647533999756,63.43491900002118,63.401215540140406,72.36635660007596,72.36638518000254,72.59971320000477,72.6164200999774,76.71554630005267,76.71554630005267,77.1820823000744,77.1820823000744,77.68196670000907,78.81686979997903,w,1,1124.7840999858454,None,8.666,4.329076519775782,2.0018126176362534,TKO316,001,2025-02-17_09h07.04.494,Time estimation,2023.2.3,60.028945954522825,2025-02-17 09h07.23.832538 +0100,
,,,,,,,,,79.56225169997197,79.6317212000722,79.59814926026155,83.69754080008715,83.69745498007396,83.99725690006744,84.01412820001133,86.23020730004646,86.23020730004646,86.71360720007215,86.71360720007215,87.21342220006045,88.16488629998639,w,1,937.5068000517786,None,3.879,2.5034242654165806,1.5494776708791378,TKO316,001,2025-02-17_09h07.04.494,Time estimation,2023.2.3,60.028945954522825,2025-02-17 09h07.23.832538 +0100,
,,,,,,,,,88.84829650004394,88.9130971999839,88.87959104020847,97.41139710007701,97.41146548007382,97.644701500074,97.66137430001982,103.6935515999794,103.6935515999794,104.16006490006112,104.16006490006112,104.67660600005183,105.6452601000201,w,1,963.8889000052586,None,8.243,6.2529718570603965,1.3182531743994035,TKO316,001,2025-02-17_09h07.04.494,Time estimation,2023.2.3,60.028945954522825,2025-02-17 09h07.23.832538 +0100,
,,,,,,,,,106.3330121000763,106.39286340004764,106.3596638401621,110.27549450006336,110.27546448000939,110.50882540002931,110.52544490003493,113.34190610004589,113.34190610004589,113.80810430005658,113.80810430005658,114.30801210005302,116.50918420008384,w,1,2197.375899995677,None,3.617,3.0383259876752864,1.190458171595825,TKO316,001,2025-02-17_09h07.04.494,Time estimation,2023.2.3,60.028945954522825,2025-02-17 09h07.23.832538 +0100,
