thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_1.stopped,item1.stopped,sound_2.stopped,item2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1.246820000000298,1.3058309000334702,1.3058309000334702,17.99188830005005,space,16.67184519994771,None,,,,,,,,,,,,,,,,,,,,,,,,,EWA315,001,2025-03-25_11h57.10.255,Time estimation,2023.2.3,60.111290036049255,2025-03-25 11h57.48.465230 +0100,
,,,,,,,,,19.322961900033988,19.44243680004729,19.354023360495923,22.012071800010744,22.003835330030416,22.907357799995225,22.93626560003031,31.042763100005686,31.04844879999291,31.516698400024325,31.516698400024325,32.001952600025106,32.33938489999855,p,1,325.09250001749024,None,2.999,8.997,3,,,,,EWA315,001,2025-03-25_11h57.10.255,Time estimation,2023.2.3,60.111290036049255,2025-03-25 11h57.48.465230 +0100,
,,,,,,,,,33.064430200029165,33.11162850004621,33.10128128029173,41.537853500049096,41.53048633005237,41.80491250002524,41.813295700005256,44.29435060004471,44.29974690004019,44.77366400003666,44.77366400003666,45.26436359999934,46.0516542000114,w,1,774.3028000113554,None,8.19,2.73,3,,,,,EWA315,001,2025-03-25_11h57.10.255,Time estimation,2023.2.3,60.111290036049255,2025-03-25 11h57.48.465230 +0100,
,,,,,,,,,46.83710570004769,46.89617220003856,46.87965870031621,48.25196369999321,48.244995230005586,48.60795600002166,48.61540010001045,51.837410900043324,51.84302299999399,52.32868730003247,52.32868730003247,52.81170060002478,53.29855560004944,p,1,476.8022000207566,None,1.187,3.561,3,,,,,EWA315,001,2025-03-25_11h57.10.255,Time estimation,2023.2.3,60.111290036049255,2025-03-25 11h57.48.465230 +0100,
,,53.34870970004704,53.358753900043666,53.358753900043666,77.68866310000885,space,24.323709699965548,None,,,,,,,,,,,,,,,,,,,,,,,,,EWA315,001,2025-03-25_11h57.10.255,Time estimation,2023.2.3,60.111290036049255,2025-03-25 11h57.48.465230 +0100,
,,,,,,,,,78.44909840001492,78.50380520004546,78.48340824028709,79.86900960002095,79.86767293001758,80.22435160004534,80.23225260002073,83.45073710003635,83.45073710003635,83.90206970000872,83.90206970000872,84.38425380003173,84.52253640000708,p,1,133.19129997398704,None,1.1707076013661457,3.517,3.0041660239464334,,,,,EWA315,001,2025-03-25_11h57.10.255,Time estimation,2023.2.3,60.111290036049255,2025-03-25 11h57.48.465230 +0100,
,,,,,,,,,85.10331500001485,85.15202480001608,85.13397151024546,93.91448680002941,93.91328453000169,94.0713054999942,94.07929190003779,98.17531920003239,98.17531920003239,98.6069303000113,98.6069303000113,99.09615290001966,100.50016160000814,w,1,1388.0377000314184,None,8.375,4.183708268303967,2.0018126176362534,,,,,EWA315,001,2025-03-25_11h57.10.255,Time estimation,2023.2.3,60.111290036049255,2025-03-25 11h57.48.465230 +0100,
,,,,,,,,,101.2790146000334,101.3262063000002,101.31192377028056,103.96104130003368,103.96006983001716,104.27212660002988,104.28023700002814,105.55975420004688,105.55975420004688,106.04660790000344,106.04660790000344,106.54363820003346,107.26441720000003,w,1,707.6555999810807,None,2.4497241976599167,1.581,1.5494776708791378,,,,,EWA315,001,2025-03-25_11h57.10.255,Time estimation,2023.2.3,60.111290036049255,2025-03-25 11h57.48.465230 +0100,
,,,,,,,,,108.01436640002066,108.06207089999225,108.04282911031041,109.55894430004992,109.55808973005041,109.89549240004271,109.90330609999364,111.26155759999529,111.26155759999529,111.78524310002103,111.78524310002103,112.25851040001726,112.86551620002137,p,1,584.3408999498934,None,1.286,1.695273582277633,1.3182531743994035,,,,,EWA315,001,2025-03-25_11h57.10.255,Time estimation,2023.2.3,60.111290036049255,2025-03-25 11h57.48.465230 +0100,
,,,,,,,,,113.40571550000459,113.45341550000012,113.44459025020478,114.82434400002239,114.82272962999996,114.92032650002511,114.92695809999714,115.63141840003664,115.63141840003664,116.11733660002938,116.11733660002938,116.60686830000486,118.59268440003507,w,1,1970.337999984622,None,0.9428428719038934,0.792,1.190458171595825,,,,,EWA315,001,2025-03-25_11h57.10.255,Time estimation,2023.2.3,60.111290036049255,2025-03-25 11h57.48.465230 +0100,
