thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,item2.stopped,sound_2.stopped,sound_1.stopped,image_L.started,image_R.started,item1.stopped,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,340.6749939000001,340.7800387999996,340.73061017001237,341.3464206999997,341.3465294300004,341.9797073000009,341.9797073000009,341.84646350000185,342.4628823000021,342.4628823000021,341.8798381000015,342.9627591000026,346.66452760000175,p,1,3699.92270000148,None,0.59,0.6085777936140762,1.0314877857865699,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,347.49026349999986,347.5952827000001,347.52894106000895,348.0785442000015,348.0784336300021,348.4951753000023,348.4951753000023,348.4619374000031,348.978212500002,348.978212500002,348.5118368000003,349.4780811000019,353.7458645000006,w,1,4253.306300000986,None,0.4084691631714817,0.396,1.0314877857865699,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,354.4818911000002,354.577154300001,354.52767231001053,358.30974100000094,358.3097563299998,361.80890590000126,361.80890590000126,358.60987899999964,362.2922767000018,362.2922767000018,358.6430650000002,362.7921845000019,366.04350350000095,p,0,3245.259300001635,None,3.56,3.48271673221722,1.0221905120987484,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,366.98934360000203,367.09146220000184,367.0252014700127,367.891305000001,367.8914469299998,368.7243171000009,368.7243171000009,368.37434490000305,369.19105970000237,369.19105970000237,368.4243970999996,369.6907250000004,372.292242800002,p,0,2589.4364999985555,None,0.8324106431297619,0.807,1.0314877857865699,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,373.05626100000154,373.1567740999999,373.10735977000877,379.13893090000056,379.1389399300024,385.27086039999995,385.27086039999995,379.47209600000133,385.7374469000024,385.7374469000024,379.5055229999998,386.2373707000006,387.83933160000015,w,0,1588.3720999991056,None,5.838634683398528,6.1,1.0447648004669026,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,388.80029640000066,388.9036001000022,388.85424543001136,393.88585740000053,393.8860936300007,398.65160939999987,398.65160939999987,394.4358898999999,399.13492229999974,399.13492229999974,394.45247030000246,399.6348484000009,400.85315660000197,p,0,1205.1580000006652,None,5.043,4.740504654925704,1.0638107895875564,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,401.791100800001,401.90109940000184,401.8348288700108,406.9999542000005,407.0000577300016,412.63234600000214,412.63234600000214,407.5166203000008,413.1152342000023,413.1152342000023,407.5498914000018,413.6153243000008,414.85131470000124,p,1,1233.2714000003762,None,5.142457388781652,5.612,1.091307049474569,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,415.8159573000012,415.91493439999977,415.86561493001136,420.41392110000015,420.41394473000037,425.4128844000006,425.4128844000006,420.9638857000027,425.89619980000134,425.89619980000134,420.9807387000001,426.39618110000083,426.96434880000015,w,0,564.2760999980965,None,4.556920989738266,4.973,1.091307049474569,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,427.89170880000165,427.97997320000286,427.929563040012,429.87868530000196,429.8786196300025,432.0616308000026,432.0616308000026,430.3618466000007,432.54495289999977,432.54495289999977,430.3952293000002,433.0448198000013,433.91340090000085,w,0,866.4616999994905,None,1.908,2.15863829301906,1.1313617887940566,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,434.7555343000022,434.86106890000156,434.7948336900117,438.2435757000021,438.2437078300027,441.05967260000034,441.05967260000034,438.64382900000055,441.52661980000266,441.52661980000266,438.69356120000157,442.0263388000021,444.4112313000005,p,0,2369.991100000334,None,3.317806924237564,2.787,1.190458171595825,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,445.3250044000015,445.42582570000013,445.3763462400093,452.9242847000023,452.92442403000314,458.82302189999973,458.82302189999973,453.40717620000214,459.2893229000001,459.2893229000001,453.4406949000004,459.78936410000097,462.09083400000236,p,0,2286.6121000006387,None,7.5,5.862896092834255,1.2792312674902502,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,463.084214100003,463.18887350000296,463.1226296600107,467.97102630000154,467.97100133000276,474.9030805000002,474.9030805000002,468.5210119000003,475.386204800001,475.386204800001,468.57093560000067,475.88617520000116,477.8048901000002,w,0,1902.155899999343,None,4.880578717525561,6.911,1.4160205991931745,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,478.7527786000028,478.85217829999965,478.80310420001115,485.60080200000084,485.60086313000284,489.78317900000184,489.78317900000184,486.1340979000015,490.25006360000043,490.25006360000043,486.1506651000018,490.74976869999955,497.417480600001,w,1,6658.5613999995985,None,6.786,4.151666064467232,1.63452452452262,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,498.3251562000005,498.4317226000021,498.3656936100124,501.53099010000005,501.5310085300007,503.464307000002,503.464307000002,502.0143317000002,503.9314707000012,503.9314707000012,502.0475710999999,504.4304228000001,510.93164350000006,p,0,6493.2712000008905,None,3.107231121117501,1.901,1.63452452452262,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,511.86290759999974,511.9621646000014,511.91289167001014,517.3776665000005,517.3780543300018,520.1272422000002,520.1272422000002,517.8945899000028,520.5937254000019,520.5937254000019,517.910989,521.0936476000024,522.6120343000002,w,1,1502.0782999999938,None,5.44,2.71753707218789,2.0018126176362534,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,523.5547186000003,523.6599590000005,523.5937453700099,526.2260053000027,526.2259815300022,531.474858900001,531.474858900001,526.7260552000007,531.941568000002,531.941568000002,526.7759299999998,532.4413368000023,532.8432568999997,p,1,395.5743000005896,None,2.607137128630257,5.219,2.0018126176362534,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,533.7856247000018,533.8913891000011,533.825147970012,538.0402625000024,538.0403712300031,544.9056252000009,544.9056252000009,538.5570619999999,545.3721489000018,545.3721489000018,538.590655400003,545.8720192000001,546.3905073000024,p,1,505.57950000074925,None,4.186538591091845,6.843,1.6345245245226203,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,547.3570473,547.4550544000012,547.4056371300103,550.9543644000005,550.954399530001,556.8032550000025,556.8032550000025,551.5042539000024,557.2866964000023,557.2866964000023,551.5209814000009,557.7862320000022,558.6390939000012,p,1,843.5284999977739,None,3.5612803066996395,5.821,1.6345245245226203,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,559.5386696000023,559.6362024000009,559.5865173100101,568.2674656000017,568.2674964300022,574.383081400003,574.383081400003,568.7339759999995,574.8494702000025,574.8494702000025,568.767389800003,575.3493648000003,577.6677887000005,w,1,2312.501500000508,None,8.619,6.086775859695096,1.4160205991931745,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,578.606654700001,578.6988721000016,578.6493094700127,583.6981086000014,583.6978412300014,590.8630737000021,590.8630737000021,584.1977050000023,591.3294769000022,591.3294769000022,584.230988000003,591.8295077000002,592.4985507000019,p,1,658.7016000012227,None,5.028175440425698,7.12,1.4160205991931745,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,593.4280512000005,593.529206500003,593.4797892700117,599.994488100001,599.9946509300025,608.3262968000017,608.3262968000017,600.4942384000024,608.8092950999999,608.8092950999999,600.5278370000015,609.3092770000003,612.7459030000027,p,1,3432.2122000012314,None,6.49530715138131,8.309,1.2792312674902502,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,613.6810268000008,613.7749831000001,613.7265482700095,619.5737695000025,619.5738299300028,624.1563363000023,624.1563363000023,620.0738982000003,624.6394053000004,624.6394053000004,620.1072679999997,625.1393912000021,630.5068487999997,p,0,5355.550399999629,None,5.828,4.555861123871739,1.2792312674902502,,,,,CPR517,001,2025-02-21_14h20.28.357,Time estimation,2023.2.3,60.00085201116462,2025-02-21 14h21.56.430005 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.506942,630.5216484000011,633.5213110000004,633.5054192999996,,,,,,,,
