thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,sound_1.stopped,item2.started,sound_2.started,item1.stopped,sound_2.stopped,item2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.011767699965275824,0.014976499951444566,0.014976499951444566,19.56420160003472,space,19.54650749999564,None,,,,,,,,,,,,,,,,,,,,,,,,,GGH1015,001,2025-01-22_15h47.35.057,Time estimation,2023.2.3,60.22057595066496,2025-01-22 15h47.55.934408 +0100,
,,,,,,,,,20.049445600016043,20.077824999927543,20.076361639855897,29.089851500000805,29.089851500000805,29.077481440000703,29.09396830003243,31.928172799991444,31.9322106000036,32.41210059996229,32.41210059996229,32.91149760002736,33.83145279996097,w,1,917.3888000659645,None,8.502,2.834,3,,,,,GGH1015,001,2025-01-22_15h47.35.057,Time estimation,2023.2.3,60.22057595066496,2025-01-22 15h47.55.934408 +0100,
,,,,,,,,,34.06495999998879,34.08801369997673,34.07731099991361,42.25382260000333,42.49479499994777,42.494527440017556,42.25382260000333,45.0653284,45.0653284,45.5458881999366,45.5458881999366,46.045028100023046,46.28008589998353,w,1,222.145100007765,None,7.656000000000001,2.552,3,,,,,GGH1015,001,2025-01-22_15h47.35.057,Time estimation,2023.2.3,60.22057595066496,2025-01-22 15h47.55.934408 +0100,
,,,,,,,,,46.51732300000731,46.53752379992511,46.54373293989338,50.45430470001884,50.69564669998363,50.69517764003249,50.45430470001884,51.83521789999213,51.83521789999213,52.32974239997566,52.32974239997566,52.82865939999465,52.89652599999681,w,1,53.55670000426471,None,3.401,1.1336666666666666,3,,,,,GGH1015,001,2025-01-22_15h47.35.057,Time estimation,2023.2.3,60.22057595066496,2025-01-22 15h47.55.934408 +0100,
,,52.91263389994856,52.916339299990796,52.916339299990796,57.61423479998484,space,4.693530300050043,None,,,,,,,,,,,,,,,,,,,,,,,,,GGH1015,001,2025-01-22_15h47.35.057,Time estimation,2023.2.3,60.22057595066496,2025-01-22 15h47.55.934408 +0100,
,,,,,,,,,57.871604799991474,57.88886609999463,57.89397327984916,60.224362100008875,60.42849750001915,60.428838439949324,60.19587299996056,65.86424709996209,65.86424709996209,66.36317419994157,66.36317419994157,66.86220670002513,67.0807362999767,p,1,205.56340005714446,None,1.8061585001457796,5.426,3.0041660239464334,,,,,GGH1015,001,2025-01-22_15h47.35.057,Time estimation,2023.2.3,60.22057595066496,2025-01-22 15h47.55.934408 +0100,
,,,,,,,,,67.27155619999394,67.28866650001146,67.29487331992713,72.75565740000457,73.02843449998181,73.02821833997731,72.72870899992995,75.5056436000159,75.5056436000159,75.99571649997961,75.99571649997961,76.49546719994396,77.46398879995104,w,1,957.2166999569163,None,4.938471727708637,2.467,2.0018126176362534,,,,,GGH1015,001,2025-01-22_15h47.35.057,Time estimation,2023.2.3,60.22057595066496,2025-01-22 15h47.55.934408 +0100,
,,,,,,,,,77.81103019998409,77.82775389996823,77.82772337987552,78.66437509993557,78.79565099999309,78.7955059399479,78.66437509993557,79.31433059996925,79.31433059996925,79.81270569993649,79.81270569993649,80.31278189993463,82.19756480003707,p,1,1871.3735999772325,None,0.332,0.5144265867318738,1.5494776708791378,,,,,GGH1015,001,2025-01-22_15h47.35.057,Time estimation,2023.2.3,60.22057595066496,2025-01-22 15h47.55.934408 +0100,
,,,,,,,,,82.54134250001516,82.56378219998442,82.56083597992546,86.28467229998205,86.42946270003449,86.42902914000442,86.28467229998205,90.68415710004047,90.68415710004047,91.16339799994603,91.16339799994603,91.66249679995235,91.76507239998318,p,1,92.50530006829649,None,3.21637761421037,4.24,1.3182531743994035,,,,,GGH1015,001,2025-01-22_15h47.35.057,Time estimation,2023.2.3,60.22057595066496,2025-01-22 15h47.55.934408 +0100,
,,,,,,,,,91.97255519998726,91.99062739999499,91.99516375989187,94.72491610003635,94.97921809996478,94.97929333996726,94.72491610003635,96.84627999993972,96.84627999993972,97.34729249996599,97.34729249996599,97.84572750004008,98.41466899996158,w,1,553.6474999971688,None,2.2094903664818513,1.856,1.190458171595825,,,,,GGH1015,001,2025-01-22_15h47.35.057,Time estimation,2023.2.3,60.22057595066496,2025-01-22 15h47.55.934408 +0100,
