thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,item2.stopped,sound_2.stopped,image_L.started,image_R.started,sound_1.stopped,key_resp.started,item1.stopped,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,99.2566308999667,99.30475479993038,99.28243521035184,101.0802475999808,101.07904138993472,105.92081699997652,105.92081699997652,106.43019360001199,106.43019360001199,101.40566589997616,106.91208509996068,101.41300139995292,108.14885819994379,w,0,1227.2285000653937,None,1.6067687210106298,4.827,3.0041660239464334,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,108.87933869997505,108.92581429996062,108.91312204040587,111.97652589995414,111.97525709001347,120.45082149992231,120.45082149992231,120.93482109997422,120.93482109997422,112.23576640000101,121.42372369999066,112.24320259992965,122.07687749993056,w,0,637.1792999561876,None,2.81309352833247,8.451,3.0041660239464334,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,122.83235409995541,122.88021289999597,122.85785043044015,130.92031209997367,130.91923108994962,133.54060209996533,133.54060209996533,134.04567150003277,134.04567150003277,131.2172856000252,134.53612039994914,131.22489910002332,140.58727699995507,p,0,6042.914499994367,None,7.841,2.6100421672766414,3.0041660239464334,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,141.4345613999758,141.48259749996942,141.46881017039996,143.36636959994212,143.36496088998393,148.70084359997418,148.70084359997418,149.2161424999358,149.2161424999358,143.7646412999602,149.6972285999218,143.77286989998538,154.63215499999933,w,0,4925.70679995697,None,1.7728713917759713,5.326,3.0041660239464334,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,155.39409469999373,155.44204959995113,155.43001852042508,156.81129009998403,156.81003229001072,160.35015049995854,160.35015049995854,160.85858569992706,160.85858569992706,157.1249939999543,161.34376670001075,157.1317803999409,168.9605527999811,p,1,7598.546599969268,None,1.1737034411194283,3.526,3.0041660239464334,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,169.68489439995028,169.73448280000594,169.72550564033446,171.672970399959,171.6719862899743,176.81106799992267,176.81106799992267,177.30742259998806,177.30742259998806,171.9442079999717,177.80466959998012,171.9545180000132,180.20560200000182,p,1,2384.2821000143886,None,1.706962917203752,5.128,3.0041660239464334,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,180.923630699981,180.9751121000154,180.9537691504229,184.40199259994552,184.4000478899805,191.38078729994595,191.38078729994595,191.8753895999398,191.8753895999398,184.6651576999575,192.34956519992556,184.67203519993927,193.5391227999935,w,0,1182.046000030823,None,3.1908553802788484,6.952,2.178726131860124,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,194.34546320000663,194.39701640000567,194.38354789041915,197.4149850999238,197.4133435899392,206.02772439992987,206.02255300001707,206.5210452999454,206.5210452999454,197.75588229997084,207.01153679995332,197.76298460003454,207.7152034000028,p,1,694.2466999171302,None,2.862025577636088,8.598,3.0041660239464334,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,208.49705270002596,208.5476472999435,208.5290957104182,216.54003669996746,216.53984838998878,219.17094700003508,219.17094700003508,219.66294800001197,219.66294800001197,216.87446950003505,220.15689029998612,216.88097599998582,220.19287599995732,w,1,29.9656999995932,None,7.822,2.603717616686378,3.0041660239464334,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,220.96905149996746,221.0156929999357,221.0075573104434,229.01999239996076,229.01907399001067,232.63046519993804,232.63046519993804,233.12681609997526,233.12681609997526,229.35317759995814,233.602715899935,229.35317759995814,242.1698959999485,w,1,8556.735299993306,None,7.815,3.5869584000113925,2.178726131860124,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,242.9917116999859,243.04086149996147,243.01759469038808,250.54636769997887,250.54537718994544,253.93981749995146,253.93981749995146,254.43786629999522,254.43786629999522,250.90426680003293,254.92829109996092,250.9111909000203,255.48116329999175,w,1,545.3684000531211,None,7.367,3.3813336574387622,2.178726131860124,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,256.25604839995503,256.30873769999016,256.29603041037916,264.8915745000122,264.890452990029,269.7520016999915,269.7520016999915,270.2320334999822,270.2320334999822,265.22353349998593,270.72338109998964,265.22353349998593,270.74339199997485,w,1,4.844299983233213,None,8.397,4.838324785955456,1.7355180504571663,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,271.48955429997295,271.53713249997236,271.5242219303269,277.82055189996026,277.81936758996454,281.33360599994194,281.32412390003446,281.83936729992274,281.83936729992274,278.1165945000248,282.3195781999966,278.124158599996,286.12322920002043,w,1,3797.002600040287,None,6.074,3.4998195486356365,1.7355180504571663,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,286.9190450999886,286.9667153999908,286.9528247003909,290.3163842000067,290.31505049003755,292.4914432000369,292.4914432000369,292.97391920001246,292.97391920001246,290.6632851000177,293.4655067999847,290.6632851000177,295.50182489992585,p,0,2017.7578999428079,None,3.182,2.1537601073542048,1.4774161658648886,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,296.09082749998197,296.1386685000034,296.11597693027,304.3284441999858,304.3276657899376,308.8510419999948,308.8510419999948,309.353870299994,309.353870299994,304.4542954999488,309.8437229000265,304.46112190000713,310.6639058999717,w,1,811.3155000610277,None,7.822,4.507011608401045,1.7355180504571663,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,311.4395588999614,311.4870097999228,311.4777299104491,314.1085170999868,314.1066095899558,318.35015019995626,318.35015019995626,318.83710649993736,318.83710649993736,314.4338378999382,319.32356789999176,314.4338378999382,319.5266552999383,p,1,185.5965000577271,None,2.4315506248341103,4.22,1.7355180504571663,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,320.2542174999835,320.31043389998376,320.29136784032454,328.7704463999253,328.76916068997235,334.35066200001165,334.35066200001165,334.8562340999488,334.8562340999488,329.04543629998807,335.35155979997944,329.0536938000005,335.5388391999295,p,0,182.60890000965446,None,8.241,5.577981472252043,1.4774161658648886,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,336.47095400001854,336.5220305999974,336.5030675204238,340.9825154999271,340.9813578900183,343.5503769000061,343.5503769000061,344.03489659994375,344.03489659994375,341.445377200027,344.5316688999301,341.45215699996334,346.98570760001894,w,1,2448.2498000143096,None,4.428,2.551399565584228,1.7355180504571663,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,347.85725999996066,347.90835409995634,347.8992229504511,348.88034769997466,348.8789799899794,350.4197929999791,350.4197929999791,350.91218400001526,350.91218400001526,349.2951552999439,351.39592819998506,349.30229749996215,352.4997217999771,w,0,1090.4166999971494,None,0.88,1.5272558844023063,1.7355180504571663,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,353.1509683999466,353.19814100000076,353.18032019033564,358.54351560003124,358.5422595899552,360.86102609999944,360.86102609999944,361.3517833999358,361.3517833999358,358.7259858000325,361.8426617999794,358.73334689997137,361.98087610001676,p,0,132.72699993103743,None,5.031,2.30914749973862,2.178726131860124,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,362.6055259000277,362.6527031000005,362.6432354003191,365.24123970000073,365.2400452900445,371.99036589998286,371.99036589998286,372.51600209996104,372.51600209996104,365.4057386999484,372.9892015999649,365.4131724999752,373.6590033000102,p,1,654.8452000133693,None,2.2458812017109424,6.747,3.0041660239464334,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,374.52705619996414,374.5793679000344,374.5567408605013,382.40210089995526,382.40092669003644,384.99025359994266,384.99025359994266,385.48734510003123,385.48734510003123,382.8161376999924,385.98471999994945,382.82331999996677,387.07163599994965,w,1,1073.221999919042,None,7.74,2.5764221878231357,3.0041660239464334,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,387.8586652999511,387.9073069000151,387.8853499104036,392.9983662000159,392.99731849001256,395.27098259993363,395.27098259993363,395.76374419999775,395.76374419999775,393.3051198000321,396.2476744999876,393.3132280999562,400.6346284999745,w,1,4381.416199961677,None,4.912,2.2545284274927653,2.178726131860124,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,401.4466668999521,401.49469389999285,401.48068689038047,405.6942319999216,405.692784590018,414.5316610999871,414.5316610999871,415.0193440000294,415.0193440000294,406.0636393999448,415.5075902999379,406.0636393999448,415.5458556000376,w,0,32.34180004801601,None,4.048696103199039,8.821,2.178726131860124,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,416.3901394000277,416.43960869999137,416.4261231703917,418.9894658999983,418.9885922900401,426.31072479998693,426.31072479998693,426.82083420001436,426.82083420001436,419.3835909999907,427.2876027999446,419.3835909999907,428.3735158999916,p,1,1070.8167999982834,None,2.432621879665565,7.308,3.0041660239464334,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,429.1598610000219,429.209006399964,429.188211810356,436.16740509995725,436.16682098999155,438.4410985999275,438.4410985999275,438.935892199981,438.935892199981,436.4955206000013,439.4329487000359,436.50278919993434,439.95264539995696,p,0,507.82499997876585,None,6.789,2.259861787226262,3.0041660239464334,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,440.7443542999681,440.7930689000059,440.7841908003902,441.73204859998077,441.7310801899992,444.05137849994935,444.05137849994935,444.5615211999975,444.5615211999975,442.0748728000326,445.047868499998,442.0748728000326,445.30055469996296,w,0,243.65570000372827,None,0.77,2.3132078384387538,3.0041660239464334,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,446.0175793999806,446.0667479999829,446.04876655037515,446.9471782000037,446.94651008998045,448.8806068999693,448.8806068999693,449.40405919996556,449.40405919996556,447.2045008999994,449.87956509995274,447.2115609999746,450.9658519999357,w,0,1069.071299978532,None,0.641,1.9256704213496638,3.0041660239464334,,,,ACO716,001,2025-03-18_12h12.59.216,Time estimation,2023.2.3,60.05666947134847,2025-03-18 12h13.25.925079 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.9660392999649,450.9811671000207,453.9760199999437,,,,,,,,
