thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_1.stopped,item1.stopped,item2.stopped,sound_2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.00895180000225082,0.017861700005596504,0.017861700005596504,1.1692720999999437,space,1.137770899993484,None,,,,,,,,,,,,,,,,,,,,,,,,,AMI916,001,2025-01-14_11h02.19.189,Time estimation,2023.2.3,60.1926284465322,2025-01-14 11h02.33.849234 +0100,
,,,,,,,,,1.6825608000071952,1.709165699998266,1.7029670399962926,3.7523780000046827,3.752044520007621,3.7920832999952836,3.802380599998287,8.501596300004167,8.501596300004167,8.98632219999854,8.98632219999854,9.48568030000024,12.021327599999495,p,1,2526.4256999944337,None,1.579,4.737,3,,,,,AMI916,001,2025-01-14_11h02.19.189,Time estimation,2023.2.3,60.1926284465322,2025-01-14 11h02.33.849234 +0100,
,,,,,,,,,12.24491890000354,12.264498400007142,12.269374999996217,14.168596200004686,14.16856262000656,13.930038499995135,13.930038499995135,17.601516199996695,17.601516199996695,18.103399500003434,18.103399500003434,18.601902900001733,19.2712426000071,p,1,652.8598000004422,None,1.143,3.429,3,,,,,AMI916,001,2025-01-14_11h02.19.189,Time estimation,2023.2.3,60.1926284465322,2025-01-14 11h02.33.849234 +0100,
,,,,,,,,,19.518580899995868,19.535676800005604,19.536235419998413,21.90220650000265,21.901927720000096,21.68133750000561,21.68133750000561,26.770485000000917,26.770485000000917,27.269965400002548,27.269965400002548,27.76894560000801,28.521595199999865,p,1,737.2848999948474,None,1.622,4.8660000000000005,3,,,,,AMI916,001,2025-01-14_11h02.19.189,Time estimation,2023.2.3,60.1926284465322,2025-01-14 11h02.33.849234 +0100,
,,28.53537490000599,28.53896380000515,28.53896380000515,32.95433700000285,space,4.411992099994677,None,,,,,,,,,,,,,,,,,,,,,,,,,AMI916,001,2025-01-14_11h02.19.189,Time estimation,2023.2.3,60.1926284465322,2025-01-14 11h02.33.849234 +0100,
,,,,,,,,,33.33056279999437,33.354248999996344,33.35311947999289,40.90200800000457,40.90222361999768,40.81125080000493,40.81125080000493,43.2300838999945,43.2300838999945,43.70382550000795,43.70382550000795,44.20294190000277,45.23844790000294,w,1,1020.5033000092953,None,6.939,2.3097924497809736,3.0041660239464334,,,,,AMI916,001,2025-01-14_11h02.19.189,Time estimation,2023.2.3,60.1926284465322,2025-01-14 11h02.33.849234 +0100,
,,,,,,,,,45.50346750000608,45.52112839999609,45.520813039994394,52.56964190000144,52.56907841999928,52.360725799997454,52.360725799997454,55.739794499997515,55.739794499997515,56.23669859999791,56.23669859999791,56.736138099993696,57.571696600003634,w,1,821.0493999940809,None,6.327,3.1606354881861725,2.0018126176362534,,,,,AMI916,001,2025-01-14_11h02.19.189,Time estimation,2023.2.3,60.1926284465322,2025-01-14 11h02.33.849234 +0100,
,,,,,,,,,57.892384299993864,57.911168000006,57.904212099994766,65.23611909999454,65.23604351999674,65.080145800006,65.080145800006,69.54007909999928,69.54007909999928,70.03688559999864,70.03688559999864,70.53634000000602,71.05543449999823,w,1,511.5060999960406,None,6.655,4.294995742806741,1.5494776708791378,,,,,AMI916,001,2025-01-14_11h02.19.189,Time estimation,2023.2.3,60.1926284465322,2025-01-14 11h02.33.849234 +0100,
,,,,,,,,,71.37783159999526,71.39470230000734,71.40368911999539,73.686509200008,73.68646221999515,73.53898690000642,73.53898690000642,74.93918909999775,74.93918909999775,75.44199520000257,75.44199520000257,75.93619839999883,78.05443040000682,w,1,2109.8715999978594,None,1.6306791767320623,1.237,1.3182531743994035,,,,,AMI916,001,2025-01-14_11h02.19.189,Time estimation,2023.2.3,60.1926284465322,2025-01-14 11h02.33.849234 +0100,
,,,,,,,,,78.32821010000771,78.34440299999551,78.35388435999339,83.68626180000138,83.68641022000665,83.49110420000216,83.49110420000216,89.21043310000096,89.21043310000096,89.70452660000592,89.70452660000592,90.20347140000376,90.6060623999947,p,1,399.3192000052659,None,4.632670119444071,5.515,1.190458171595825,,,,,AMI916,001,2025-01-14_11h02.19.189,Time estimation,2023.2.3,60.1926284465322,2025-01-14 11h02.33.849234 +0100,
