thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,item2.stopped,sound_2.stopped,sound_1.stopped,image_L.started,image_R.started,item1.stopped,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.07255819998681545,0.08871759998146445,0.08871759998146445,22.703037600032985,space,22.605045999982394,None,,,,,,,,,,,,,,,,,,,,,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,25.22596730000805,25.3338549999753,25.266983539797366,28.599429499940015,28.599627109942958,30.249251700006425,30.249251700006425,30.699290200020187,30.716040599974804,30.716040599974804,30.732577799935825,31.215689399978146,33.050786899984814,w,1,1821.3909999467432,None,4.8839999999999995,1.628,3,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,33.94412450003438,34.048698400030844,33.98196815990377,35.89830500003882,35.89812260994222,41.446897199959494,41.446897199959494,36.34795359999407,41.93023399997037,41.93023399997037,36.398001799941994,42.430368199944496,42.78211110003758,p,1,335.1243999786675,None,1.844,5.532,3,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,43.68970929994248,43.79669270000886,43.73002766992431,46.07941899995785,46.079446309944615,52.99459090002347,52.99459090002347,46.545948699931614,53.47786059998907,53.47786059998907,46.59602659998927,53.97786099999212,54.929683799971826,p,1,941.0187000175938,None,2.298,6.894,3,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,54.95126589993015,54.961079800035805,54.961079800035805,56.41274259996135,space,1.4339566000271589,None,,,,,,,,,,,,,,,,,,,,,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,57.318207400036044,57.41067919996567,57.36058256984688,58.66023729997687,58.660254710004665,59.093636599951424,59.093636599951424,59.127033500000834,59.57659770001192,59.57659770001192,59.160157099948265,60.07667819992639,60.86159919993952,w,1,771.0359999909997,None,1.2437247339138233,0.414,3.0041660239464334,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,61.62163579999469,61.72641050000675,61.659741779905744,63.576027799979784,63.576199110015295,67.02513119997457,67.02513119997457,63.892556700040586,67.50879959994927,67.50879959994927,63.942539699957706,68.0085954000242,70.92658179998398,p,1,2912.3263999354094,None,1.7094507097476028,3.422,2.0018126176362534,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,71.82903609995265,71.92482259997632,71.8742753699189,73.52393020002637,73.52430680999532,76.00668089999817,76.00668089999817,73.97390989994165,76.47328269993886,76.47328269993886,74.00727729999926,76.97330109996255,77.17520729999524,p,1,192.61270004790276,None,1.583,2.452823153001675,1.5494776708791378,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,77.92414859996643,78.02318220003508,77.97313507995568,86.1880674000131,86.18815320997965,99.82599429995753,99.82599429995753,86.5047390999971,99.82599429995753,99.82599429995753,86.53808959992602,99.82599429995753,111.57320620003156,p,0,11739.340899977833,None,8.013,6.078498543082003,1.3182531743994035,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,112.4800341000082,112.56955869996455,112.52074206992984,114.452517000027,114.45252841000911,115.67732020001858,115.67732020001858,114.91001929994673,116.15215839992743,116.15215839992743,114.93576589995064,116.65197410003748,118.15385699993931,w,1,1489.2079000128433,None,1.867120593409361,1.205,1.5494776708791378,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,118.85241069993936,118.94213239999954,118.90185864991508,124.55032919999212,124.55052340996917,128.03729619993828,128.03729619993828,124.81008900003508,128.53298539994285,128.53298539994285,124.83356449997518,129.0330444999272,130.10131950001232,w,1,1061.9338999968022,None,5.391,3.4792369721218837,1.5494776708791378,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,130.99922859994695,131.089861299959,131.04928076989017,135.88158099993598,135.88145930995233,139.40758330002427,139.40758330002427,136.3501694999868,139.89738770003896,139.89738770003896,136.381363100023,140.3974276999943,142.88200640003197,w,1,2472.7046999614686,None,4.781,3.506532323802518,1.363455276754853,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,143.74155339994468,143.83114789996762,143.78002053988166,152.0283889999846,152.02842161001172,158.0275152999675,158.0275152999675,152.44050359993707,158.51022349996492,158.51022349996492,152.4781913999468,159.01025829999708,159.6949945000233,w,1,667.3150999704376,None,8.143,5.972326440645034,1.363455276754853,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,160.55295549996663,160.64162210002542,160.59319823991973,164.64244159997907,164.64247140998486,167.81752439995762,167.81752439995762,165.05042690003756,168.30838119995315,168.30838119995315,165.0924711000407,168.80823249998502,169.42678390000947,w,1,613.9183000195771,None,3.938,3.161966441186173,1.2454275126723697,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,170.2905036000302,170.3838939999696,170.34139534994029,171.27448359993286,171.27448360994458,171.96772800001781,171.96772800001781,171.70055750000756,172.45750250003766,172.45750250003766,171.7409877999453,172.95757219998632,173.55888809997123,w,1,592.8816000232473,None,0.8468907086172115,0.68,1.2454275126723697,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,174.24802059994545,174.33639019995462,174.29033083992545,176.1901768000098,176.1900169099681,177.59761529997922,177.59761529997922,176.43134579993784,178.0898073000135,178.0898073000135,176.47345689998474,178.58980069996323,179.5245662999805,w,1,932.3435999685898,None,1.6318367325100802,1.397,1.1681007390909666,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,180.2111586999381,180.3019709000364,180.25595073995646,183.0055228000274,183.00550040998496,185.91766639996786,185.91766639996786,183.25050129997544,186.4047830000054,186.4047830000054,183.27215209999122,186.90466779994313,189.50698399997782,p,1,2585.5662000831217,None,2.476,2.892217429989233,1.1681007390909666,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,190.3940318999812,190.48397349996958,190.43831545987632,194.75304580002557,194.7530393099878,198.5575966000324,198.5575966000324,195.2006813000189,199.05199629999697,199.05199629999697,195.2362562000053,199.5519633999793,202.0530013999669,p,0,2485.655599972233,None,4.236,3.7947533971160934,1.1162780704588713,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,202.9772673000116,203.06721439992543,203.0178912798874,208.1836817000294,208.18371320993174,212.57766579999588,212.57766579999588,208.66055659996346,213.0662637000205,213.0662637000205,208.6834772999864,213.56589430000167,214.68390910001472,w,1,1103.7429999560118,None,5.118,4.381471416568835,1.1681007390909666,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,215.58792439999525,215.67871170002036,215.63211516989395,218.83140629995614,218.83144421002362,222.51783679996151,222.51783679996151,219.29082819994073,223.01414350001141,223.01414350001141,219.33136930002365,223.51381579996087,224.3486874999944,w,0,827.6109000435099,None,3.1452766675408164,3.674,1.1681007390909666,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,225.2417675999459,225.3324746999424,225.28021255985368,230.86230189993512,230.86247390997596,237.73779439995997,237.73779439995997,231.31094320002012,238.22767819999717,238.22767819999717,231.34564239997417,238.7275607000338,241.3620210000081,p,1,2622.6243999553844,None,5.512966375110275,6.866,1.2454275126723697,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,242.25561679992825,242.34635000000708,242.29359705990646,247.85893009998836,247.85897771001328,254.71825619996525,254.71825619996525,248.31107149994932,255.20747979998123,255.20747979998123,248.34240560000762,255.7074645999819,260.1250066999346,w,0,4402.465400053188,None,5.493695883848601,6.842,1.2454275126723697,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,261.0537603999255,261.14446460001636,261.0897659799084,263.6891588999424,263.68912830995396,267.19814079999924,267.19814079999924,264.1619784999639,267.688441199949,267.688441199949,264.2224073000252,268.1882305999752,270.32274720002897,p,1,2121.8460999662057,None,2.5648072654962153,3.497,1.363455276754853,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,271.2882360999938,271.384970300016,271.3376876099501,279.95279190002475,279.9526148099685,286.2882118000416,286.2882118000416,280.4814782999456,286.78448110003956,286.78448110003956,280.5024781000102,287.2845623999601,287.76925220002886,p,0,473.35350001230836,None,8.624,6.325106622144514,1.363455276754853,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,288.6743631999707,288.76433669996914,288.7175172698917,291.6337181000272,291.6335400099633,296.0793641000055,296.0793641000055,292.0913595999591,296.54927720001433,296.54927720001433,292.1172925999854,297.04916619998403,298.4007212999277,p,1,1344.639000017196,None,2.8519288035256167,4.419,1.549477670879138,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,299.3265718999319,299.4191808999749,299.3654093799414,302.9987528999336,302.9980601100251,305.3487430999521,305.3487430999521,303.4842776999576,305.81404450000264,305.81404450000264,303.51518039999064,306.3139417000348,308.448809399968,w,1,2122.8853999637067,None,3.591,2.3175551784250943,1.549477670879138,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,309.40910669998266,309.5005727999378,309.44671359984204,315.41217359993607,315.412131709978,323.5587181999581,323.5587181999581,315.93162319995463,324.027163199964,324.027163199964,315.96206329995766,324.52706929994747,331.2441689999541,p,1,6714.207799988799,None,5.953257241645063,8.117,1.363455276754853,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,332.1580514999805,332.24637870001607,332.192114669946,335.45811669994146,335.45816130994353,339.8486326999264,339.8486326999264,335.9218596999999,340.34058439999353,340.34058439999353,335.97477380000055,340.84098149999045,344.15829479997046,p,1,3314.05539996922,None,3.213160031495259,4.381,1.363455276754853,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,345.0704980000155,345.15965129993856,345.1064605698921,351.7050464999629,351.7049379099626,356.9789302999852,356.9789302999852,352.16187219996937,357.4537580999313,357.4537580999313,352.2049088999629,357.9538337000413,358.405922499951,w,1,448.4230999369174,None,6.541,5.252011805941787,1.2454275126723697,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
,,,,,,,,,359.32178480003495,359.41740199993365,359.370412179851,365.41899599996395,365.4188275099732,370.2589776000241,370.2589776000241,365.9022120999871,370.73447339993436,370.73447339993436,365.91875359998085,371.23451280000154,372.71994470001664,p,0,1470.117500051856,None,6.0,4.817622815418242,1.2454275126723697,,,,,GMA315,001,2024-11-23_16h05.28.512,Time estimation,2023.2.3,60.045418392740935,2024-11-23 16h05.48.159630 +0100,
