thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_1.stopped,item1.stopped,image_L.started,image_R.started,sound_2.stopped,item2.stopped,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0749290999956429,0.09110329998657107,0.09110329998657107,20.276528999966104,space,20.183038900024258,None,,,,,,,,,,,,,,,,,,,,,,,,,NTO114,001,2024-10-08_18h34.46.498,Time estimation,2023.2.3,60.35086787755668,2024-10-08 18h35.11.819329 +0200,
,,,,,,,,,23.048342399997637,23.16953159996774,23.093920709250963,23.16953159996774,23.093920709250963,24.70311679999577,24.752654199954122,26.118948499963153,26.118948499963153,26.3855964000104,26.418865699961316,26.618837099988014,29.003546499996446,p,1,2371.414900000673,None,1.083,3.2489999999999997,3,,,,,NTO114,001,2024-10-08_18h34.46.498,Time estimation,2023.2.3,60.35086787755668,2024-10-08 18h35.11.819329 +0200,
,,,,,,,,,29.79694259999087,29.901649400009774,29.837293199787382,33.91747290000785,33.91746738997754,34.26734239998041,34.317281499970704,35.717226599983405,35.717226599983405,35.25072489999002,35.25072489999002,36.21686210000189,37.43544719996862,w,1,1206.6407999955118,None,3.905,1.3016666666666665,3,,,,,NTO114,001,2024-10-08_18h34.46.498,Time estimation,2023.2.3,60.35086787755668,2024-10-08 18h35.11.819329 +0200,
,,,,,,,,,38.36029919999419,38.46663479995914,38.40276931972476,39.749628599965945,39.74952038996853,40.23266360000707,40.28274649998639,44.18186869996134,44.18186869996134,43.698630500002764,43.698630500002764,44.68186769995373,49.9502789999824,p,1,5265.98520000698,None,1.3093333333333332,3.928,3,,,,,NTO114,001,2024-10-08_18h34.46.498,Time estimation,2023.2.3,60.35086787755668,2024-10-08 18h35.11.819329 +0200,
,,49.98277429997688,49.99754979996942,49.99754979996942,52.53235669998685,space,2.530812299984973,None,,,,,,,,,,,,,,,,,,,,,,,,,NTO114,001,2024-10-08_18h34.46.498,Time estimation,2023.2.3,60.35086787755668,2024-10-08 18h35.11.819329 +0200,
,,,,,,,,,53.45571159996325,53.547021400008816,53.49933151971782,56.06279249995714,56.06284018998267,56.56274480000138,56.57943649997469,64.17785709997406,64.17785709997406,63.69453939999221,63.69453939999221,64.67800139996689,64.91266879998147,p,1,227.86260000430048,None,2.5301531071891024,7.601,3.0041660239464334,,,,,NTO114,001,2024-10-08_18h34.46.498,Time estimation,2023.2.3,60.35086787755668,2024-10-08 18h35.11.819329 +0200,
,,,,,,,,,65.8763344999752,65.97746729996288,65.93023608970688,67.47704480000539,67.47712729000486,68.01027859997703,68.04365770000732,71.09307479998097,71.09307479998097,70.60987889999524,70.60987889999524,71.5929212999763,73.39450359996408,p,1,1791.7219999944791,None,1.555,3.112818620424374,2.0018126176362534,,,,,NTO114,001,2024-10-08_18h34.46.498,Time estimation,2023.2.3,60.35086787755668,2024-10-08 18h35.11.819329 +0200,
,,,,,,,,,74.29682339995634,74.39239900000393,74.34501602970994,78.3249938999652,78.32511088999453,78.79152959998464,78.82489409996197,81.3577902999823,81.3577902999823,80.8746422000113,80.8746422000113,81.85739899997134,83.59223479998764,w,1,1728.2416999805719,None,3.920178507324218,2.53,1.5494776708791378,,,,,NTO114,001,2024-10-08_18h34.46.498,Time estimation,2023.2.3,60.35086787755668,2024-10-08 18h35.11.819329 +0200,
,,,,,,,,,84.48742620000849,84.59042649995536,84.52618203972233,91.20562189997872,91.2056251899572,91.672070599976,91.70540619996609,100.40374729997711,100.40374729997711,99.93717829999514,99.93717829999514,100.90379489999032,100.95587399997748,p,1,46.899399952962995,None,6.601918485017181,8.703,1.3182531743994035,,,,,NTO114,001,2024-10-08_18h34.46.498,Time estimation,2023.2.3,60.35086787755668,2024-10-08 18h35.11.819329 +0200,
,,,,,,,,,101.93419209995773,102.0367169000092,101.98975727973738,103.68621169996914,103.68633438998367,104.2362359999679,104.26962989999447,106.23583669995423,106.23583669995423,105.76924960000906,105.76924960000906,106.73567520000506,113.50339569995413,p,1,6758.71989998268,None,1.723,2.0511594296596063,1.190458171595825,,,,,NTO114,001,2024-10-08_18h34.46.498,Time estimation,2023.2.3,60.35086787755668,2024-10-08 18h35.11.819329 +0200,
,,,,,,,,,114.44566329999361,114.55081320001045,114.48687870972789,117.06681309995474,117.0668909899774,117.58352089999244,117.61683219997212,120.41614310001023,120.41614310001023,119.94971969997277,119.94971969997277,120.91606099996716,122.26780649996363,w,0,1339.9034999893047,None,2.556,2.853206748092875,1.1162780704588713,,,,,NTO114,001,2024-10-08_18h34.46.498,Time estimation,2023.2.3,60.35086787755668,2024-10-08 18h35.11.819329 +0200,
,,,,,,,,,123.20045499998378,123.29892939998535,123.25162420972482,126.1982823999715,126.19840428997995,126.69817669998156,126.73155819997191,130.18079959996976,130.18079959996976,129.697643099993,129.697643099993,130.68078639998566,130.89976309996564,p,1,213.16079999087378,None,2.925,3.4820901519177876,1.190458171595825,,,,,NTO114,001,2024-10-08_18h34.46.498,Time estimation,2023.2.3,60.35086787755668,2024-10-08 18h35.11.819329 +0200,
,,,,,,,,,131.87806269997964,131.98051829996984,131.9165982897044,138.09591519995593,138.09617199000203,138.62900139996782,138.67900800000643,145.97754970000824,145.97754970000824,145.4944908999605,145.4944908999605,146.4774237999809,147.01251179998508,p,1,521.7536999844015,None,6.195093768068907,7.375,1.190458171595825,,,,,NTO114,001,2024-10-08_18h34.46.498,Time estimation,2023.2.3,60.35086787755668,2024-10-08 18h35.11.819329 +0200,
,,,,,,,,,147.99106400000164,148.0938513999572,148.02999328969744,151.39304890000494,151.39315218998817,151.92641219997313,151.97628349997103,155.7089879999985,155.7089879999985,155.22570319997612,155.22570319997612,156.20885359996464,157.5111805999768,p,1,1295.5194000387564,None,3.37027468822715,3.813,1.1313617887940566,,,,,NTO114,001,2024-10-08_18h34.46.498,Time estimation,2023.2.3,60.35086787755668,2024-10-08 18h35.11.819329 +0200,
,,,,,,,,,158.45727169996826,158.5584700999898,158.51127889973577,164.87361989996862,164.8737946899724,165.39054289995693,165.423563999997,171.00581679999596,171.00581679999596,170.52254009997705,170.52254009997705,171.5057537999819,171.85746779997135,w,1,335.04169998923317,None,6.36,5.6215439331562225,1.1313617887940566,,,,,NTO114,001,2024-10-08_18h34.46.498,Time estimation,2023.2.3,60.35086787755668,2024-10-08 18h35.11.819329 +0200,
,,,,,,,,,172.77041860000463,172.87208549998468,172.80809752973727,175.12155029998394,175.12159958996344,175.58798149996437,175.63858450000407,177.68770629999926,177.68770629999926,177.22111300000688,177.22111300000688,178.18754329998046,179.0069816999603,w,1,814.1888999962248,None,2.257914285362883,2.069,1.091307049474569,,,,,NTO114,001,2024-10-08_18h34.46.498,Time estimation,2023.2.3,60.35086787755668,2024-10-08 18h35.11.819329 +0200,
