thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,item1.stopped,sound_1.stopped,item2.stopped,sound_2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.02737689996138215,0.03878089995123446,0.03878089995123446,78.74137419997714,space,78.69903660006821,None,,,,,,,,,,,,,,,,,,,,,,,,,KZH1214,001,2025-04-11_11h49.43.172,Time estimation,2023.2.3,60.062152313005356,2025-04-11 11h50.35.267627 +0200,
,,,,,,,,,79.8394901000429,79.88088080007583,79.87202112078667,88.60678160004318,88.6069665901363,89.24362160009332,89.24362160009332,91.58225410012528,91.58225410012528,92.05702470010146,92.05702470010146,92.55634699994698,105.98848540009931,w,1,13423.729100031778,None,8.859,2.953,3,,,,,KZH1214,001,2025-04-11_11h49.43.172,Time estimation,2023.2.3,60.062152313005356,2025-04-11 11h50.35.267627 +0200,
,,,,,,,,,106.51888970006257,106.55762520013377,106.55298956031912,111.15324579994194,111.15275329011493,111.22299579996616,111.22299579996616,112.55323700001463,112.55323700001463,113.03658360010013,113.03658360010013,113.53595970012248,114.53778879996389,w,1,994.1662000492215,None,4.158,1.3860000000000001,3,,,,,KZH1214,001,2025-04-11_11h49.43.172,Time estimation,2023.2.3,60.062152313005356,2025-04-11 11h50.35.267627 +0200,
,,,,,,,,,114.96072420012206,114.99954450014047,114.98526333034971,117.0510889000725,117.0512733900454,117.01772450003773,117.00336030009203,121.59243270009756,121.59243270009756,122.06811979995109,122.06811979995109,122.56746700010262,150.61354249995202,p,1,28040.37160007283,None,1.507,4.521,3,,,,,KZH1214,001,2025-04-11_11h49.43.172,Time estimation,2023.2.3,60.062152313005356,2025-04-11 11h50.35.267627 +0200,
,,150.6241965999361,150.6297009999398,150.6297009999398,156.89598020003177,space,6.258333900012076,None,,,,,,,,,,,,,,,,,,,,,,,,,KZH1214,001,2025-04-11_11h49.43.172,Time estimation,2023.2.3,60.062152313005356,2025-04-11 11h50.35.267627 +0200,
,,,,,,,,,157.67869910015725,157.7597958999686,157.74359019063414,158.97809839993715,158.97834559003823,159.34430510015227,159.333544800058,162.21229650010355,162.21229650010355,162.6945090999361,162.6945090999361,163.19404339999892,163.22839260008186,p,1,25.148100219666958,None,1.0735092449263064,3.225,3.0041660239464334,,,,,KZH1214,001,2025-04-11_11h49.43.172,Time estimation,2023.2.3,60.062152313005356,2025-04-11 11h50.35.267627 +0200,
,,,,,,,,,163.65162280015647,163.69405369996093,163.67665343028494,168.00958980014548,168.00966408997775,167.97632310003974,167.9628151000943,175.58199470001273,175.58199470001273,176.05910459998995,176.05910459998995,176.55836819997057,176.69235719996504,p,1,129.30779997259378,None,3.7745790657080325,7.556,2.0018126176362534,,,,,KZH1214,001,2025-04-11_11h49.43.172,Time estimation,2023.2.3,60.062152313005356,2025-04-11 11h50.35.267627 +0200,
,,,,,,,,,177.2025729001034,177.24450540007092,177.24051457042808,182.30738830007613,182.30730228996836,182.3631273000501,182.3631273000501,189.46339350007474,189.46339350007474,189.95856659999117,189.95856659999117,190.45612099999562,191.69055780000053,p,1,1226.1884999461472,None,4.6105859634277016,7.144,1.5494776708791378,,,,,KZH1214,001,2025-04-11_11h49.43.172,Time estimation,2023.2.3,60.062152313005356,2025-04-11 11h50.35.267627 +0200,
,,,,,,,,,192.22175400005654,192.26355380006135,192.2551280603744,198.17262229998596,198.1720897900872,198.24351310008205,198.24351310008205,205.39237800007686,205.39237800007686,205.88770249998197,205.88770249998197,206.38697540014982,207.95439760014415,p,1,1566.429300000891,None,5.47315200153958,7.215,1.3182531743994035,,,,,KZH1214,001,2025-04-11_11h49.43.172,Time estimation,2023.2.3,60.062152313005356,2025-04-11 11h50.35.267627 +0200,
,,,,,,,,,208.4965433999896,208.53759940015152,208.5191548603121,211.53595330007374,211.53579929014668,211.61943030008115,211.61341769993305,213.71195939998142,213.71195939998142,214.2027023001574,214.2027023001574,214.70212249993347,218.90271720010787,p,0,4197.958400007337,None,2.5773419415049608,2.165,1.190458171595825,,,,,KZH1214,001,2025-04-11_11h49.43.172,Time estimation,2023.2.3,60.062152313005356,2025-04-11 11h50.35.267627 +0200,
,,,,,,,,,219.5539587000385,219.59629320004024,219.58348679039628,225.81704470003024,225.81685929009691,226.01683069998398,226.0036716000177,233.62171040009707,233.62171040009707,234.1162491000723,234.1162491000723,234.6156623000279,235.56671759998426,p,1,934.5182001125067,None,5.91161102536354,7.793,1.3182531743994035,,,,,KZH1214,001,2025-04-11_11h49.43.172,Time estimation,2023.2.3,60.062152313005356,2025-04-11 11h50.35.267627 +0200,
,,,,,,,,,236.06504620006308,236.10497470013797,236.09816758050584,238.86520530004054,238.8649339900352,238.91517699998803,238.90348919993266,241.90266959997825,241.90266959997825,242.3982802000828,242.3982802000828,242.89789739996195,244.2663368000649,p,1,1357.281600125134,None,2.2969791075068398,3.028,1.3182531743994035,,,,,KZH1214,001,2025-04-11_11h49.43.172,Time estimation,2023.2.3,60.062152313005356,2025-04-11 11h50.35.267627 +0200,
