thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_1.stopped,item1.stopped,item2.stopped,sound_2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.017553065001266077,0.05067712898016907,0.05067712898016907,2.074799035995966,space,2.003889479994541,None,,,,,,,,,,,,,,,,,,,,,,,,HHA516,001,2025-02-11_09h33.17.053,Time estimation,2023.2.3,59.822214844510725,2025-02-11 09h33.30.067425 +0100,
,,,,,,,,,2.6168380579911172,2.652070953976363,2.6363226599758494,6.169302515976597,6.170093168492895,6.235808133991668,6.252455093985191,7.202301159995841,7.202301159995841,7.702937299996847,7.702937299996847,8.201999127981253,11.370745584979886,w,1,3164.722273009829,None,3.088,1.0293333333333334,3,,,,HHA516,001,2025-02-11_09h33.17.053,Time estimation,2023.2.3,59.822214844510725,2025-02-11 09h33.30.067425 +0100,
,,,,,,,,,11.73114380298648,11.752339427999686,11.753382446471369,16.68670008899062,16.68629771650303,16.568766352982493,16.568766352982493,18.135378338978626,18.135378338978626,18.636291592003545,18.636291592003545,19.13644991198089,22.75397185998736,w,1,3601.190891000442,None,4.314,1.438,3,,,,HHA516,001,2025-02-11_09h33.17.053,Time estimation,2023.2.3,59.822214844510725,2025-02-11 09h33.30.067425 +0100,
,,,,,,,,,23.118851837003604,23.152588793978794,23.136689501459475,30.985536516993307,30.986150895495665,30.86881160197663,30.885558054986177,33.40291919698939,33.40291919698939,33.885417210985906,33.885417210985906,34.38548598298803,43.5032062639948,w,1,9111.393564991886,None,7.218,2.406,3,,,,HHA516,001,2025-02-11_09h33.17.053,Time estimation,2023.2.3,59.822214844510725,2025-02-11 09h33.30.067425 +0100,
,,43.512687459995504,43.53642285699607,43.53642285699607,51.27014610299375,space,7.720847918011714,None,,,,,,,,,,,,,,,,,,,,,,,,HHA516,001,2025-02-11_09h33.17.053,Time estimation,2023.2.3,59.822214844510725,2025-02-11 09h33.30.067425 +0100,
,,,,,,,,,51.791741186985746,51.81933270700392,51.80312370995526,54.43539017398143,54.435966101492525,54.46819495598902,54.485323920991505,60.90156722799293,60.90156722799293,61.4020583939855,61.4020583939855,61.90333099997952,62.6044349509757,p,1,699.3932029872667,None,2.15267729827548,6.467,3.0041660239464334,,,,HHA516,001,2025-02-11_09h33.17.053,Time estimation,2023.2.3,59.822214844510725,2025-02-11 09h33.30.067425 +0100,
,,,,,,,,,63.1781441209896,63.20334298099624,63.20339374796022,65.78532788099255,65.78525835047476,65.88464757197653,65.88464757197653,70.15157683897996,70.15157683897996,70.63531763598439,70.63531763598439,71.13469119698857,72.47116864100099,p,1,1318.4273060178384,None,2.1750287522621456,4.354,2.0018126176362534,,,,HHA516,001,2025-02-11_09h33.17.053,Time estimation,2023.2.3,59.822214844510725,2025-02-11 09h33.30.067425 +0100,
,,,,,,,,,73.0498339709884,73.08474879700225,73.06841239995556,75.40238758199848,75.40146183448378,75.50126955797896,75.51910673797829,78.38449447898893,78.38449447898893,78.8677943959774,78.8677943959774,79.36861428100383,80.82070302800275,w,0,1435.2883209940046,None,1.921,2.976546605758824,1.5494776708791378,,,,HHA516,001,2025-02-11_09h33.17.053,Time estimation,2023.2.3,59.822214844510725,2025-02-11 09h33.30.067425 +0100,
,,,,,,,,,81.44388091299334,81.4689296069846,81.46950485945563,85.01798134797718,85.01903687649174,85.16815826998209,85.16815826998209,91.41786367099849,91.41786367099849,91.91813027198077,91.91813027198077,92.41793636398506,93.73696702998132,p,1,1314.9854629882611,None,3.1941051543326044,6.394,2.0018126176362534,,,,HHA516,001,2025-02-11_09h33.17.053,Time estimation,2023.2.3,59.822214844510725,2025-02-11 09h33.30.067425 +0100,
,,,,,,,,,94.33684092198382,94.36813582500326,94.3520161774708,97.2686425469874,97.26883351950092,97.3683413239778,97.3853259839816,102.31782344999374,102.31782344999374,102.80079961099545,102.80079961099545,103.30218574698665,105.1700961710012,w,0,1865.3438920155168,None,2.5177181698211335,5.04,2.0018126176362534,,,,HHA516,001,2025-02-11_09h33.17.053,Time estimation,2023.2.3,59.822214844510725,2025-02-11 09h33.30.067425 +0100,
,,,,,,,,,105.79477508598939,105.83460415899754,105.81878952444531,114.0175706059963,114.01807103849133,114.16780211098376,114.18479911997565,116.63614523599972,116.63614523599972,117.11751785699744,117.11751785699744,117.6176911109942,118.4690237029863,w,1,843.4636979945935,None,7.8348649904522984,2.608,3.0041660239464334,,,,HHA516,001,2025-02-11_09h33.17.053,Time estimation,2023.2.3,59.822214844510725,2025-02-11 09h33.30.067425 +0100,
