thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,sound_1.stopped,item1.stopped,item2.started,sound_2.started,item2.stopped,sound_2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.004255200001352932,0.014690999996673781,0.014690999996673781,2.4707626000017626,space,2.426375499999267,None,,,,,,,,,,,,,,,,,,,,,,,,,NDI1016,001,2025-03-11_14h54.27.029,Time estimation,2023.2.3,60.309556893455515,2025-03-11 14h54.53.934377 +0100,
,,,,,,,,,2.9268771999995806,2.953446999999869,2.936790299990389,6.30766169999697,6.316530900003272,6.334226899998612,6.333258250002837,14.937157699998352,14.937157699998352,15.434072600000945,15.434072600000945,15.934137099997315,16.78522510000039,p,1,837.7066999964882,None,2.863,8.589,3,,,,,NDI1016,001,2025-03-11_14h54.27.029,Time estimation,2023.2.3,60.309556893455515,2025-03-11 14h54.53.934377 +0100,
,,,,,,,,,16.99190909999743,17.01005140000052,17.017543899995506,18.647195400000783,18.647195400000783,18.900509400002193,18.900302550000923,22.236927199999627,22.236927199999627,22.734791299997596,22.734791299997596,23.23425739999948,25.41938819999632,p,1,2168.519099999685,None,1.1086666666666667,3.326,3,,,,,NDI1016,001,2025-03-11_14h54.27.029,Time estimation,2023.2.3,60.309556893455515,2025-03-11 14h54.53.934377 +0100,
,,,,,,,,,25.6225431999992,25.639044499999727,25.634874549991945,34.65357809999841,34.65357809999841,34.935691799997585,34.93554695000275,37.79301690000284,37.79301690000284,38.27068049999798,38.27068049999798,38.76983620000101,40.10389790000045,w,1,1331.053999994765,None,8.508,2.836,3,,,,,NDI1016,001,2025-03-11_14h54.27.029,Time estimation,2023.2.3,60.309556893455515,2025-03-11 14h54.53.934377 +0100,
,,40.11563549999846,40.11917739999626,40.11917739999626,45.2560799999992,space,5.134597800002666,None,,,,,,,,,,,,,,,,,,,,,,,,,NDI1016,001,2025-03-11_14h54.27.029,Time estimation,2023.2.3,60.309556893455515,2025-03-11 14h54.53.934377 +0100,
,,,,,,,,,45.46023740000237,45.47737539999798,45.470778649992276,52.754509500002314,52.754509500002314,53.024968899997475,53.02452424999719,55.27546759999677,55.27546759999677,55.77557450000313,55.77557450000313,56.274712099999306,57.44418649999716,w,1,1156.2478999985615,None,6.758,2.2495427836316213,3.0041660239464334,,,,,NDI1016,001,2025-03-11_14h54.27.029,Time estimation,2023.2.3,60.309556893455515,2025-03-11 14h54.53.934377 +0100,
,,,,,,,,,57.65645930000028,57.67525339999702,57.675849699991524,61.40593300000182,61.40593300000182,61.67261349999899,61.672116949996415,68.12518989999808,68.12518989999808,68.60583999999653,68.60583999999653,69.10493339999812,69.53904429999966,p,1,426.8921999973827,None,3.2175838753606985,6.441,2.0018126176362534,,,,,NDI1016,001,2025-03-11_14h54.27.029,Time estimation,2023.2.3,60.309556893455515,2025-03-11 14h54.53.934377 +0100,
,,,,,,,,,69.77447850000317,69.7914094000007,69.78918784999041,75.44341449999774,75.44341449999774,75.6881779999967,75.68802845000246,83.6762361000001,83.6762361000001,84.15682409999863,84.15682409999863,84.65592170000309,85.10829119999835,p,1,441.8108000027132,None,5.144959588528224,7.972,1.5494776708791378,,,,,NDI1016,001,2025-03-11_14h54.27.029,Time estimation,2023.2.3,60.309556893455515,2025-03-11 14h54.53.934377 +0100,
,,,,,,,,,85.3316651999994,85.3487083,85.35666684999524,88.8049258999963,88.8049258999963,89.05507699999725,89.05506454999923,91.29616389999865,91.29616389999865,91.79003399999783,91.79003399999783,92.28953660000116,92.9753275999974,w,1,682.5224999993225,None,2.9423410852594687,2.232,1.3182531743994035,,,,,NDI1016,001,2025-03-11_14h54.27.029,Time estimation,2023.2.3,60.309556893455515,2025-03-11 14h54.53.934377 +0100,
,,,,,,,,,93.17798600000242,93.19467530000111,93.19013564999405,99.92483139999968,99.92483139999968,100.20587479999813,100.20594455000028,107.62675869999657,107.62675869999657,108.12336330000107,108.12336330000107,108.6225964999976,110.02436519999901,p,1,1397.671899998386,None,6.224494213069912,7.41,1.190458171595825,,,,,NDI1016,001,2025-03-11_14h54.27.029,Time estimation,2023.2.3,60.309556893455515,2025-03-11 14h54.53.934377 +0100,
