thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item1.stopped,sound_1.stopped,item2.started,sound_2.started,sound_2.stopped,item2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0027491999935591593,0.015601999999489635,0.015601999999489635,1.7808191999938572,space,1.7626129999989644,None,,,,,,,,,,,,,,,,,,,,,,,,,MMI1116,001,2025-03-19_11h02.25.744,Time estimation,2023.2.3,60.01867781501624,2025-03-19 11h02.51.486565 +0100,
,,,,,,,,,2.2274330999935046,2.2526846999971895,2.2447202200011818,5.565348399992217,5.565348399992217,5.59362039998814,5.593150639999658,14.016622199997073,14.026473199992324,14.510860899987165,14.510860899987165,15.010542999996687,15.345348799994099,p,1,321.1952999990899,None,2.806,8.418,3,,,,,MMI1116,001,2025-03-19_11h02.25.744,Time estimation,2023.2.3,60.01867781501624,2025-03-19 11h02.51.486565 +0100,
,,,,,,,,,15.571773099989514,15.592874699999811,15.59394139998767,22.884996499997214,22.884996499997214,23.126817199998186,23.127094439993378,25.394569500000216,25.394569500000216,25.894544899987523,25.894544899987523,26.393510299996706,27.37906569999177,w,1,975.4032000055304,None,6.779999999999999,2.26,3,,,,,MMI1116,001,2025-03-19_11h02.25.744,Time estimation,2023.2.3,60.01867781501624,2025-03-19 11h02.51.486565 +0100,
,,,,,,,,,27.586083899994264,27.60261599998921,27.611013759998603,29.69326590000128,29.71511589999136,29.976859599992167,29.977080939998267,34.76624820000143,34.74349719999009,35.24555039999541,35.24555039999541,35.744548699993175,37.979094099995564,p,1,2224.738000004436,None,1.5893333333333333,4.768,3,,,,,MMI1116,001,2025-03-19_11h02.25.744,Time estimation,2023.2.3,60.01867781501624,2025-03-19 11h02.51.486565 +0100,
,,37.99333819998719,37.99622869999439,37.99622869999439,43.64703529998951,space,5.646998900003382,None,,,,,,,,,,,,,,,,,,,,,,,,,MMI1116,001,2025-03-19_11h02.25.744,Time estimation,2023.2.3,60.01867781501624,2025-03-19 11h02.51.486565 +0100,
,,,,,,,,,43.86620839999523,43.88318629999412,43.87814705998753,51.915534100000514,51.915534100000514,52.177933599989046,52.17726753999013,54.69497139999294,54.69497139999294,55.17914490000112,55.17914490000112,55.677547299987054,56.946124499998405,w,1,1261.661099997582,None,7.525435889985816,2.505,3.0041660239464334,,,,,MMI1116,001,2025-03-19_11h02.25.744,Time estimation,2023.2.3,60.01867781501624,2025-03-19 11h02.51.486565 +0100,
,,,,,,,,,57.15236079999886,57.169221199990716,57.17816535999882,65.31417139999394,65.31417139999394,65.57804159999068,65.57805993999355,69.40531919999921,69.40531919999921,69.89568029998918,69.89568029998918,70.39512819999072,72.01416049999534,w,1,1614.0027000074042,None,7.63,3.811545562645882,2.0018126176362534,,,,,MMI1116,001,2025-03-19_11h02.25.744,Time estimation,2023.2.3,60.01867781501624,2025-03-19 11h02.51.486565 +0100,
,,,,,,,,,72.21881019999273,72.23682469999767,72.24580765999563,74.97808439999062,75.00464989998727,75.26162879999902,75.26122903999058,78.73491449998983,78.73491449998983,79.2292587999982,79.2292587999982,79.72867430000042,82.14779559998715,p,1,2413.431599998148,None,2.236237452866319,3.465,1.5494776708791378,,,,,MMI1116,001,2025-03-19_11h02.25.744,Time estimation,2023.2.3,60.01867781501624,2025-03-19 11h02.51.486565 +0100,
,,,,,,,,,82.36133469999186,82.3787611000007,82.3791850599897,89.783528999993,89.783528999993,90.04519259999506,90.04498333999655,95.2848965999874,95.2848965999874,95.76250839998829,95.76250839998829,96.26216800000111,96.83082039999135,w,1,560.7559000054607,None,6.886,5.223579304587879,1.3182531743994035,,,,,MMI1116,001,2025-03-19_11h02.25.744,Time estimation,2023.2.3,60.01867781501624,2025-03-19 11h02.51.486565 +0100,
,,,,,,,,,97.03916629999003,97.05664149999211,97.06261905999564,104.31430119999277,104.31430119999277,104.57900109999173,104.57865083999641,110.2544937999919,110.2544937999919,110.74687269999413,110.74687269999413,111.24570390000008,112.41505949999555,w,1,1165.7413999928394,None,6.744,5.665045745336503,1.190458171595825,,,,,MMI1116,001,2025-03-19_11h02.25.744,Time estimation,2023.2.3,60.01867781501624,2025-03-19 11h02.51.486565 +0100,
