thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,sound_1.stopped,item1.stopped,item2.started,sound_2.started,item2.stopped,sound_2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,108.80560319998767,108.82218340004329,108.82047942992067,115.92810929997358,115.92810929997358,116.20399369997904,116.2035454100347,124.88880990003236,124.88880990003236,125.37171940004919,125.37171940004919,125.87071140005719,126.45516090001911,p,1,573.0612999759614,None,6.585229733245335,8.681,1.3182531743994035,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,126.6591030000709,126.67654700006824,126.67054492993047,129.63845159998164,129.63845159998164,129.92078330006916,129.92032331003574,133.17806519998703,133.17806519998703,133.67166150000412,133.67166150000412,134.17101709998678,136.23868880001828,p,1,2053.940700017847,None,2.4615908863473233,3.245,1.3182531743994035,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,136.45564409997314,136.47213950008154,136.470550739998,140.3076677999925,140.3076677999925,140.57072209997568,140.57056471003452,144.62844400003087,144.62844400003087,145.1222139999736,145.1222139999736,145.62103050004225,147.7725400000345,w,0,2150.1463999738917,None,3.330445723760259,4.05,1.2160534462718473,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,147.97795089997817,147.99499969999306,148.0043344399659,151.72844199999236,151.72844199999236,152.00426610000432,152.0040778100607,156.2575490999734,156.2575490999734,156.73868239996955,156.73868239996955,157.23811210005078,158.33917040005326,p,1,1085.1117999991402,None,3.21637761421037,4.24,1.3182531743994035,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,158.56101790000685,158.57880270003807,158.5878525499138,163.62114280008245,163.60441979998723,163.87110560003202,163.87111491007963,169.83792640001047,169.83792640001047,170.32246370008215,170.32246370008215,170.8214931000257,171.9556441999739,p,1,1129.0655999910086,None,4.518858832040371,5.957,1.3182531743994035,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,172.17266150005162,172.1897520000348,172.1879261400085,176.10720840003341,176.10720840003341,176.3714749000501,176.3713067100267,179.17872470000293,179.17872470000293,179.65581799997017,179.65581799997017,180.15522169996984,187.67348550003953,w,1,7510.829700040631,None,3.402,2.797574407958618,1.2160534462718473,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,187.88624640007038,187.90376630006358,187.90552823999897,189.17894670006353,189.155308800051,189.43881079996936,189.43868851006263,190.36893690004945,190.36893690004945,190.83985290001146,190.83985290001146,191.33917450008448,192.97350119997282,p,1,1623.5853000544012,None,0.751,0.9132561381501574,1.2160534462718473,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,193.17129530000966,193.18804190005176,193.18885763002325,196.8078383000102,196.8078383000102,197.0890395999886,197.0886231100536,199.80797129997518,199.80797129997518,200.30676780000795,200.30676780000795,200.80595210008323,202.2902868000092,w,1,1474.454400013201,None,3.1102159166207475,2.708,1.1485287727550766,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,202.4998820000328,202.5174414999783,202.52250643991866,210.75740610004868,210.7390543000074,211.02265369996894,211.02228091001743,217.7687683000695,217.7687683000695,218.24042859999463,218.24042859999463,218.7395032000495,219.6398390000686,p,0,888.5954999132082,None,7.718,6.7199013059865775,1.1485287727550766,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,219.88310350000393,219.9016937999986,219.90563555995467,223.56887850002386,223.53892610000912,223.78908780007623,223.7887577099842,227.60727590008173,227.60727590008173,228.10710760008078,228.10710760008078,228.60634519997984,233.5565299000591,p,1,4941.2880999734625,None,3.137197638554417,3.815,1.2160534462718473,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,233.7875323999906,233.8046474000439,233.80508755001938,239.0081011999864,239.0081011999864,239.25628540001344,239.25581491001648,243.1288518999936,243.1288518999936,243.60609250003472,243.60609250003472,244.10600400005933,245.26662000000942,w,1,1138.2882000179961,None,4.687,3.8542713845097127,1.2160534462718473,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,245.51040280004963,245.52858450007625,245.5228172599105,250.4694129000418,250.4694129000418,250.70554310001899,250.70573471005773,254.57875750004314,254.57875750004314,255.05646410002373,255.05646410002373,255.5565826999955,256.5574229999911,p,0,984.1732999775559,None,4.428,3.855367061791729,1.1485287727550766,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,256.7699918000726,256.7874608000275,256.78982674002185,264.05833730008453,264.03941760002635,264.3228762000799,264.3231256099767,269.8991217999719,269.8991217999719,270.3731161999749,270.3731161999749,270.8727437000489,274.6418656000169,p,0,3764.929600059986,None,6.751,5.551565205211237,1.2160534462718473,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,274.86241240007803,274.882573400042,274.8897007499472,282.7792255000677,282.7792255000677,283.0236804999877,283.02389870999616,288.62929369998164,288.62929369998164,289.1236042000819,289.1236042000819,289.6232685999712,291.2913634000579,p,0,1653.8097999291494,None,7.381,5.59907621945442,1.3182531743994035,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,291.51828259998,291.53867350006476,291.54030425002566,296.34878370002843,296.34878370002843,296.59038000006694,296.59011561000955,299.5080461000325,299.5080461000325,300.00659900007304,300.00659900007304,300.5065054000588,300.7583432000829,w,1,234.99429994262755,None,4.296,2.90777920213503,1.4774161658648883,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,300.97348100005183,300.99052890005987,300.99041524003263,304.25856990006287,304.25856990006287,304.52313910005614,304.52378820996967,308.60856820002664,308.60856820002664,309.1076843000483,309.1076843000483,309.6076064000372,332.5088333999738,p,1,22892.54319993779,None,2.76,4.077668617787092,1.4774161658648883,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,332.77454060001764,332.79275780008174,332.7910752699129,338.2988498000195,338.2988498000195,338.50766910007223,338.50720230998706,345.0991188000189,345.0991188000189,345.5747394000646,345.5747394000646,346.0746565000154,347.64272910007276,p,1,1560.8630999922752,None,4.988419620530045,6.576,1.3182531743994035,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,347.87433370004874,347.8920924999984,347.8918456499814,354.65864849998616,354.65864849998616,354.90830500004813,354.90786831007574,363.18839919997845,363.18839919997845,363.67497930000536,363.67497930000536,364.17525279999245,384.042621999979,p,1,19862.451700028032,None,6.265867710702277,8.26,1.3182531743994035,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,384.2710445000557,384.288415200077,384.2916381499381,387.54922749998514,387.54922749998514,387.79098340007477,387.7915665100678,391.12870250002015,391.12870250002015,391.62478820001706,391.62478820001706,392.1249720000196,396.6759100999916,w,0,4549.107200000435,None,2.74,3.331986442784862,1.2160534462718473,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,396.89429900003597,396.91154160001315,396.90822713994424,400.95972110005096,400.9747224000748,401.24133150000125,401.2418341100798,405.93952290003654,405.93952290003654,406.4086402000394,406.4086402000394,406.90807160001714,410.20916069997475,p,1,3289.7850000299513,None,3.550911229273288,4.681,1.3182531743994035,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,410.45340920006856,410.47094769997057,410.4749243599596,412.16935149999335,412.16935149999335,412.40873849997297,412.4083572100732,413.97865240008105,413.97865240008105,414.45851050002966,414.45851050002966,414.958409300074,416.4594961000839,p,1,1485.402699909173,None,1.185,1.5621300116632932,1.3182531743994035,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,416.66651750006713,416.6874515999807,416.6919326400152,417.86936720006634,417.86936720006634,418.1259892000817,418.1253926100559,418.94897130003665,418.94897130003665,419.4418784000445,419.4418784000445,419.94189620006364,421.69350589998066,w,0,1741.543299984187,None,0.666,0.8098915952170503,1.2160534462718473,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,421.9297496000072,421.94727820006665,421.9426142499433,425.27900910004973,425.27900910004973,425.52609659999143,425.52541671002984,427.6789390000049,427.6789390000049,428.17581779998727,428.17581779998727,428.67582930007484,440.9786580000073,p,0,12298.014399944805,None,2.8250165527379214,2.143,1.3182531743994035,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,441.2136177000357,441.2318747000536,441.22653004998574,447.91892000008374,447.91892000008374,448.159719999996,448.1601967099938,452.34881680004764,452.34881680004764,452.8439572000643,452.8439572000643,453.3439554000506,454.4275686000474,p,0,1075.1819999422878,None,6.176,4.180271031747194,1.4774161658648883,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,454.6423422000371,454.6601827000268,454.65990003999326,455.5791845000349,455.5791845000349,455.84346580004785,455.8430473099812,456.5486548000481,456.5486548000481,457.0266090000514,457.0266090000514,457.52673410007264,457.84439119999297,p,1,302.356900065206,None,0.402,0.6976782562837809,1.7355180504571663,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,458.03524830006063,458.0530865000328,458.05970982998844,462.1787392999977,462.159890800016,462.4602586000692,462.45997730999954,468.73827179998625,468.73827179998625,469.2098397000227,469.2098397000227,469.70992220006883,470.22809250000864,p,1,512.7854000311345,None,3.6023825844698716,6.252,1.7355180504571663,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,470.4632037000265,470.48320100002456,470.4768612499465,471.94829159998335,471.94829159998335,472.1942161000334,472.19388821007453,473.61911249998957,473.61911249998957,474.0941795000108,474.0941795000108,474.5935705000302,476.4790108000161,w,0,1878.889900050126,None,0.954,1.4094550222351037,1.4774161658648886,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,476.70049700001255,476.7176946999971,476.7111495400081,479.73868339997716,479.73868339997716,479.99398060003296,479.9934594099992,484.34878440003376,484.34878440003376,484.82725370000117,484.82725370000117,485.3274992000079,491.5111680000555,w,0,6172.724400064908,None,2.503,4.344001680294287,1.7355180504571663,,,,ANG116,001,2025-05-06_10h49.23.151,Time estimation,2023.2.3,60.20458721614905,2025-05-06 10h49.44.670908 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.5112164000748,491.5286939999787,494.52810970006976,,,,,,,,
