thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,item2.stopped,sound_2.stopped,sound_1.stopped,image_L.started,image_R.started,item1.stopped,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.3106418000534177,0.326906600035727,0.326906600035727,24.857288000173867,space,24.526665200013667,None,,,,,,,,,,,,,,,,,,,,,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,27.262941000051796,27.371638500131667,27.307508018612864,30.38746070000343,30.387681360030548,31.920568500179797,31.920568500179797,32.35375910019502,32.38691640016623,32.38691640016623,32.40360309998505,32.88711650017649,36.85464180004783,w,1,3951.823400100693,None,4.519,1.5063333333333333,3,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,37.70617200015113,37.802220600191504,37.75377293941565,41.16892160009593,41.16872725998983,42.30167950014584,42.30167950014584,41.58514660014771,42.785069399978966,42.785069399978966,41.618698300095275,43.28494619997218,43.98627050011419,w,1,686.7980998940766,None,3.313,1.1043333333333334,3,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,44.653255900135264,44.751032000174746,44.701900479570035,49.96700770012103,49.96702475999482,51.64994610007852,51.64994610007852,50.20020500011742,52.133049100171775,52.133049100171775,50.233445200137794,52.6330860001035,52.80135830002837,w,1,155.3682000376284,None,4.977,1.659,3,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,52.825896200025454,52.83239240013063,52.83239240013063,55.900438900105655,space,3.0543457998428494,None,,,,,,,,,,,,,,,,,,,,,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,56.77766120014712,56.865401300136,56.816475899424404,59.83165130019188,59.8316377600655,68.62989139999263,68.62989139999263,60.26447260007262,69.09652140014805,69.09652140014805,60.29816500004381,69.59630189999007,70.0980410000775,p,1,487.78979992493987,None,2.921,8.775168955947532,3.0041660239464334,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,70.96137160016224,71.06282280012965,70.99715053951367,74.22859270009212,74.22868226016871,75.82850140007213,75.82850140007213,74.64539190009236,76.2948805000633,76.2948805000633,74.69534140010364,76.79491639998741,77.41378369997256,w,1,613.8756999280304,None,3.123,1.5600860802284524,2.0018126176362534,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,78.1184954000637,78.21124690002762,78.16192239965312,86.89280460006557,86.89283856018446,92.39173590019345,92.39173590019345,87.15939710009843,92.85816549998708,92.85816549998708,87.19280960015021,93.35816250019707,95.02640660014004,w,1,1657.1082000155002,None,8.474,5.468939733214773,1.5494776708791378,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,95.88656660006382,95.99121170002036,95.92538843941874,101.32330140005797,101.323454460036,105.35575160011649,105.35575160011649,101.739615800092,105.83906640019268,105.83906640019268,101.78997829998843,106.33910910016857,107.60729790013283,p,0,1264.6437000948936,None,5.29,4.012886221503032,1.3182531743994035,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,108.50601370004006,108.62179950019345,108.55616861935704,109.72154460009187,109.72153005995787,111.47117090015672,111.47117090015672,110.1882514001336,111.9544524999801,111.9544524999801,110.23831790010445,112.45454780012369,114.3392862000037,p,1,1872.5537999998778,None,1.112,1.7230191700176014,1.5494776708791378,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,115.02842220012099,115.13792520016432,115.07142373952082,119.43630040017888,119.43616586006246,125.78518340014853,125.78518340014853,119.68639090005308,126.26809000014327,126.26809000014327,119.73626440018415,126.76822239998728,127.33774100011215,w,0,564.103800104931,None,4.086538398715594,6.332,1.5494776708791378,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,128.2360384000931,128.35112850018777,128.28568631950765,131.13409930001944,131.13415126004256,136.73230130015872,136.73230130015872,131.60079740011133,137.2162021000404,137.2162021000404,131.65069370018318,137.71610620012507,138.93479470000602,p,1,1214.1289000865072,None,2.787973235272172,5.581,2.0018126176362534,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,139.77964120008983,139.88246450014412,139.8165834794752,147.130719400011,147.13081976016983,150.74809960019775,150.74809960019775,147.51402920018882,151.21344580012374,151.21344580012374,147.56415830017067,151.7131618000567,153.08125660009682,w,1,1354.9306001514196,None,7.181,3.587248844739198,2.0018126176362534,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,153.95329269999638,154.04621509998105,153.99724829941988,160.04492180002853,160.04497616006992,163.71085879998282,163.71085879998282,160.4777444000356,164.1941224001348,164.1941224001348,160.5116412001662,164.69408760010265,165.3291456999723,w,1,630.1117998082191,None,5.958,3.6450967303412565,1.6345245245226203,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,166.19974850001745,166.29372210009024,166.2446927994024,166.86024760012515,166.86040226011536,167.74345990014262,167.74345990014262,167.2958933999762,168.22647920018062,168.22647920018062,167.32665490009822,168.72649400006048,169.87785960012116,p,1,1137.9594998434186,None,0.528,0.8630289489479436,1.6345245245226203,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,170.55595639999956,170.64222040004097,170.59371547955087,172.62567460001446,172.62567485999315,175.10858060000464,175.10858060000464,172.85911269998178,175.5752497999929,175.5752497999929,172.87592130014673,176.07490070001222,176.76037220004946,p,1,673.1358000542969,None,1.733,2.4539636984017714,1.4160205991931745,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,177.46918280003592,177.57490820018575,177.50927939964458,178.89103500009514,178.89104386013932,180.50755030009896,180.50755030009896,179.15782269998454,180.99051979999058,180.99051979999058,179.20779979997315,181.49068620009348,183.12540450016968,p,1,1622.502899961546,None,1.128,1.5972712358899006,1.4160205991931745,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,183.77100970013998,183.8733791001141,183.80766925974748,189.3223365000449,189.3224022601731,195.98763900017366,195.98763900017366,189.52224700013176,196.45439890003763,196.45439890003763,189.572229700163,196.95415250002407,198.83866860019043,p,1,1874.6260001789778,None,5.189835621376883,6.639,1.2792312674902502,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,199.72801479999907,199.8365072000306,199.78783011953345,203.26965180016123,203.26982226003892,205.95173390000127,205.95173390000127,203.73623130004853,206.45200040005147,206.45200040005147,203.769409700064,206.95223650010303,209.83701859996654,w,1,2875.4032999277115,None,3.430898259408851,2.682,1.2792312674902502,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,210.65956469997764,210.751470600022,210.70230401940643,218.94977349997498,218.9499268600717,225.78183690016158,225.78183690016158,219.34959500003606,226.26534850010648,226.26534850010648,219.36626789998263,226.76486350013874,227.35101390001364,p,0,576.4419999904931,None,8.111,6.813343125804327,1.190458171595825,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,228.1999401000794,228.29790230002254,228.2321711794473,237.1464515000116,237.1462147600483,244.0282286000438,244.0282286000438,237.54561510006897,244.5114425001666,244.5114425001666,237.57935800007544,245.01108109997585,246.24616540013812,w,1,1222.6027001161128,None,8.782,6.865060464969391,1.2792312674902502,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,247.09270160016604,247.1942815000657,247.12868577959014,253.05969670019113,253.0597794599831,257.62529170000926,257.62529170000926,253.45953180012293,258.0919066001661,258.0919066001661,253.50952100008726,258.5919845001772,259.14490090007894,p,0,548.3019999228418,None,5.8,4.533972978458491,1.2792312674902502,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
,,,,,,,,,260.0143522999715,260.1083150000777,260.06018249946646,263.9740956001915,263.97422976014207,269.4065323001705,269.4065323001705,264.4068345001433,269.87293369998224,269.87293369998224,264.42408860009164,270.3729028000962,270.95845050015487,p,1,578.5224998835474,None,3.8156224585140506,5.403,1.4160205991931745,,,,,IBU1016,001,2025-01-10_15h18.01.494,Time estimation,2023.2.3,59.983936249385984,2025-01-10 15h18.35.821248 +0100,
