thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_2.stopped,item2.stopped,image_L.started,image_R.started,sound_1.stopped,item1.stopped,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0586372000107076,0.09078860000590794,0.09078860000590794,6.331765599985374,space,6.238186799979303,None,,,,,,,,,,,,,,,,,,,,,,,,,DBO216,001,2024-11-15_15h25.59.874,Time estimation,2023.2.3,60.04841102709609,2024-11-15 15h26.20.288696 +0100,
,,,,,,,,,9.155805499991402,9.288873699988471,9.222824679967015,12.021779800008517,12.004801769985352,13.587787099997513,13.604515999992145,14.054345799988369,14.054345799988369,14.404412900010357,14.454286399995908,14.554252100002486,22.338208100001793,w,1,7774.089299986372,None,4.66,1.5533333333333335,3,,,,,DBO216,001,2024-11-15_15h25.59.874,Time estimation,2023.2.3,60.04841102709609,2024-11-15 15h26.20.288696 +0100,
,,,,,,,,,23.23394800000824,23.321442699991167,23.2695035199984,29.734429900010582,29.734476269991138,31.884061999997357,31.884061999997357,32.36745019999216,32.36745019999216,30.20102290000068,30.217723399982788,32.867152999999234,33.30250590000651,w,1,423.36399998748675,None,6.3870000000000005,2.129,3,,,,,DBO216,001,2024-11-15_15h25.59.874,Time estimation,2023.2.3,60.04841102709609,2024-11-15 15h26.20.288696 +0100,
,,,,,,,,,34.19411849998869,34.300268099992536,34.23400352000026,37.332924199989066,37.33284517000429,38.366023200011114,38.366023200011114,38.83265769999707,38.83265769999707,37.78283929999452,37.8328482999932,39.3325336999842,40.23435280000558,w,1,889.655999984825,None,3.02,1.0066666666666666,3,,,,,DBO216,001,2024-11-15_15h25.59.874,Time estimation,2023.2.3,60.04841102709609,2024-11-15 15h26.20.288696 +0100,
,,40.25740209998912,40.28232490000664,40.28232490000664,44.68303909999668,space,4.3893606000056025,None,,,,,,,,,,,,,,,,,,,,,,,,,DBO216,001,2024-11-15_15h25.59.874,Time estimation,2023.2.3,60.04841102709609,2024-11-15 15h26.20.288696 +0100,
,,,,,,,,,45.540578099986305,45.631251999991946,45.581456979986974,47.83080009999685,47.83083726999466,54.27939380001044,54.27939380001044,54.74598760000663,54.74598760000663,48.26404829998501,48.28065760000027,55.24595380001119,56.21412930000224,p,1,952.160399989225,None,2.137365228425369,6.421,3.0041660239464334,,,,,DBO216,001,2024-11-15_15h25.59.874,Time estimation,2023.2.3,60.04841102709609,2024-11-15 15h26.20.288696 +0100,
,,,,,,,,,57.09619680000469,57.19565720000537,57.14581971997977,58.96182920000865,58.96183396999258,62.477662799996324,62.477662799996324,62.94433160001063,62.94433160001063,59.41188939998392,59.44506480000564,63.444166800007224,64.56244000000879,p,1,1109.004099998856,None,1.7419212813822007,3.487,2.0018126176362534,,,,,DBO216,001,2024-11-15_15h25.59.874,Time estimation,2023.2.3,60.04841102709609,2024-11-15 15h26.20.288696 +0100,
,,,,,,,,,65.49631499999668,65.59382320000441,65.52752185997669,69.0263580000028,69.02640367000713,74.42527770000743,74.42527770000743,74.9083893999923,74.9083893999923,69.50942190000205,69.55955459998222,75.40839719999349,76.54348089999985,p,1,1123.7656000012066,None,3.46374788153926,5.367,1.5494776708791378,,,,,DBO216,001,2024-11-15_15h25.59.874,Time estimation,2023.2.3,60.04841102709609,2024-11-15 15h26.20.288696 +0100,
,,,,,,,,,77.42530309999711,77.52457259999937,77.47516431998228,83.92334680000204,83.92326657000812,88.78893720000633,88.78893720000633,89.27212410001084,89.27212410001084,84.37311670000781,84.40644829999655,89.77204770001117,90.34043579999707,w,1,557.5130999786779,None,6.377,4.837462274957436,1.3182531743994035,,,,,DBO216,001,2024-11-15_15h25.59.874,Time estimation,2023.2.3,60.04841102709609,2024-11-15 15h26.20.288696 +0100,
,,,,,,,,,91.22948099998757,91.32175760000246,91.27208721999777,97.95360380000784,97.95367416999652,103.51910909998696,103.51910909998696,104.00239780000993,104.00239780000993,98.40357779999613,98.43691119999858,104.50230639998335,106.52062160000787,w,1,2008.6671999888495,None,6.603,5.546603952618168,1.190458171595825,,,,,DBO216,001,2024-11-15_15h25.59.874,Time estimation,2023.2.3,60.04841102709609,2024-11-15 15h26.20.288696 +0100,
