thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_2.stopped,item2.stopped,sound_1.stopped,image_L.started,image_R.started,item1.stopped,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.44670210001640953,0.4827225000190083,0.4827225000190083,3.218940599996131,space,2.7231466000084765,None,,,,,,,,,,,,,,,,,,,,,,,,,MCE1214,001,2024-05-21_08h18.04.892,Time estimation,2023.2.3,59.82224418465116,2024-05-21 08h18.31.378714 +0200,
,,,,,,,,,5.678430700005265,5.836035600019386,5.72253008990665,8.977235199999996,8.96868219000171,10.571211700007552,10.58672540000407,10.987600199994631,11.074666800006526,11.074666800006526,11.087610100017628,11.55297900000005,32.078175100003136,w,1,20514.64430001215,None,4.738,1.5793333333333335,3,,,,,MCE1214,001,2024-05-21_08h18.04.892,Time estimation,2023.2.3,59.82224418465116,2024-05-21 08h18.31.378714 +0200,
,,,,,,,,,32.781481300015,32.86719250000897,32.823363849980524,37.72380140001769,37.723049190017626,39.276769400021294,39.276769400021294,37.98402669999632,39.794541800016304,39.794541800016304,38.00567569999839,40.273738899995806,46.65839009999763,w,1,6370.570099999895,None,4.637,1.5456666666666665,3,,,,,MCE1214,001,2024-05-21_08h18.04.892,Time estimation,2023.2.3,59.82224418465116,2024-05-21 08h18.31.378714 +0200,
,,,,,,,,,47.30414000002202,47.38218100002268,47.338556689972755,51.39139210002031,51.37085089000757,52.629219399997965,52.63614850002341,51.560089700011304,53.11233319999883,53.11233319999883,51.58730210000067,53.60543230001349,55.25834349999786,w,1,1642.7967000054196,None,3.706,1.2353333333333334,3,,,,,MCE1214,001,2024-05-21_08h18.04.892,Time estimation,2023.2.3,59.82224418465116,2024-05-21 08h18.31.378714 +0200,
,,55.28141460000188,55.29088360001333,55.29088360001333,64.60680540002068,space,9.296761200006586,None,,,,,,,,,,,,,,,,,,,,,,,,,MCE1214,001,2024-05-21_08h18.04.892,Time estimation,2023.2.3,59.82224418465116,2024-05-21 08h18.31.378714 +0200,
,,,,,,,,,65.27562510001007,65.35942950000754,65.32020496997866,66.88612780001131,66.88523149001995,70.68890900001861,70.70050810000976,67.10463810001966,71.20380810002098,71.20380810002098,67.12253580000834,71.68605390001903,72.43789729999844,p,1,735.7546999992337,None,1.265,3.800270020292238,3.0041660239464334,,,,,MCE1214,001,2024-05-21_08h18.04.892,Time estimation,2023.2.3,59.82224418465116,2024-05-21 08h18.31.378714 +0200,
,,,,,,,,,73.17542620000313,73.25531060001231,73.21800452998724,79.4183275999967,79.41743028999772,82.4103723000153,82.4103723000153,79.69302520001656,82.90116280000075,82.90116280000075,79.71706890000496,83.38475510000717,84.31919999999809,w,1,922.122699994361,None,5.965,2.979799381544258,2.0018126176362534,,,,,MCE1214,001,2024-05-21_08h18.04.892,Time estimation,2023.2.3,59.82224418465116,2024-05-21 08h18.31.378714 +0200,
,,,,,,,,,84.92037900001742,84.99222559999907,84.94973401997704,92.64983460001531,92.64885219000863,97.38626940001268,97.38626940001268,92.78979440001422,97.89021320000757,97.89021320000757,92.81561400002101,98.38277880000533,103.08429530001013,w,1,4687.462400004733,None,7.323,4.726108764023104,1.5494776708791378,,,,,MCE1214,001,2024-05-21_08h18.04.892,Time estimation,2023.2.3,59.82224418465116,2024-05-21 08h18.31.378714 +0200,
,,,,,,,,,103.60902510001324,103.67609210000955,103.64773805997685,106.36537740001222,106.36375639000326,108.10857250000117,108.10857250000117,106.44053180000628,108.59709769999608,108.59709769999608,106.44950960000278,109.08040299999993,111.33455810000305,w,1,2250.8663999906275,None,2.2700319663157726,1.722,1.3182531743994035,,,,,MCE1214,001,2024-05-21_08h18.04.892,Time estimation,2023.2.3,59.82224418465116,2024-05-21 08h18.31.378714 +0200,
,,,,,,,,,111.8640784000163,111.93183320001117,111.89775225999766,115.36435000001802,115.36234719001223,117.8987014000013,117.8987014000013,115.4205454000039,118.41869099999894,118.41869099999894,115.4461680999957,118.89615800001775,120.46607200001017,p,0,1554.2198999901302,None,3.014240090480629,2.532,1.190458171595825,,,,,MCE1214,001,2024-05-21_08h18.04.892,Time estimation,2023.2.3,59.82224418465116,2024-05-21 08h18.31.378714 +0200,
