thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,sound_1.stopped,item2.started,sound_2.started,item1.stopped,sound_2.stopped,item2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0026720999885583296,0.006554399995366111,0.006554399995366111,29.396529099991312,space,29.385103200009326,None,,,,,,,,,,,,,,,,,,,,,,,,,LBA416,001,2025-01-14_11h44.59.368,Time estimation,2023.2.3,59.80167372980575,2025-01-14 11h45.18.030002 +0100,
,,,,,,,,,29.886006399989128,29.912557699994068,29.90972171001631,34.20685360000061,34.20685360000061,34.19427080999158,34.211204099992756,35.46331330000248,35.47695620000013,35.94552509998903,35.94552509998903,36.44489980000071,38.846847599998,w,1,2387.267400001292,None,3.785,1.2616666666666667,3,,,,,LBA416,001,2025-01-14_11h44.59.368,Time estimation,2023.2.3,59.80167372980575,2025-01-14 11h45.18.030002 +0100,
,,,,,,,,,39.04038399999263,39.059095299991895,39.06089843000664,42.77438459999394,43.044558299996424,43.04429031000036,42.77438459999394,44.112696999989566,44.112696999989566,44.61223909999535,44.61223909999535,45.11110969999572,46.080672999989474,w,1,967.1575000102166,None,3.192,1.064,3,,,,,LBA416,001,2025-01-14_11h44.59.368,Time estimation,2023.2.3,59.80167372980575,2025-01-14 11h45.18.030002 +0100,
,,,,,,,,,46.37502130000212,46.3958178999892,46.39342149001168,48.344332900000154,48.544539099995745,48.544034009998725,48.344332900000154,52.902702099992894,52.902702099992894,53.37924100000237,53.37924100000237,53.87806699999783,54.09645779999846,p,1,204.74339999782387,None,1.4476666666666667,4.343,3,,,,,LBA416,001,2025-01-14_11h44.59.368,Time estimation,2023.2.3,59.80167372980575,2025-01-14 11h45.18.030002 +0100,
,,54.11145939999551,54.115611999994144,54.115611999994144,59.16330639999069,space,5.040595999991638,None,,,,,,,,,,,,,,,,,,,,,,,,,LBA416,001,2025-01-14_11h44.59.368,Time estimation,2023.2.3,59.80167372980575,2025-01-14 11h45.18.030002 +0100,
,,,,,,,,,59.40805259998888,59.43293569999514,59.42721016001015,61.172260799998185,61.39462549999007,61.394452110001296,61.172260799998185,65.10178669999004,65.10178669999004,65.59583969999221,65.59583969999221,66.0945856999897,67.19704709999496,p,1,1099.518499991973,None,1.2292929120970078,3.693,3.0041660239464334,,,,,LBA416,001,2025-01-14_11h44.59.368,Time estimation,2023.2.3,59.80167372980575,2025-01-14 11h45.18.030002 +0100,
,,,,,,,,,67.54269380000187,67.56667689999449,67.56063422001026,73.8832451999915,74.01212049998867,74.01108181000309,73.8832451999915,76.94353910000063,76.94353910000063,77.41295019999961,77.41295019999961,77.91164949999074,79.6480273999914,w,1,1721.87359999225,None,5.809260216380408,2.902,2.0018126176362534,,,,,LBA416,001,2025-01-14_11h44.59.368,Time estimation,2023.2.3,59.80167372980575,2025-01-14 11h45.18.030002 +0100,
,,,,,,,,,79.94467399999849,79.96132889999717,79.96142509000929,89.16168330000073,89.34563099998923,89.34478470999893,89.16168330000073,94.96216589999676,94.96216589999676,95.44661459999043,95.44661459999043,95.946137299994,96.76477749999322,w,1,802.2364000062225,None,8.688,5.607050790909836,1.5494776708791378,,,,,LBA416,001,2025-01-14_11h44.59.368,Time estimation,2023.2.3,59.80167372980575,2025-01-14 11h45.18.030002 +0100,
,,,,,,,,,97.0557501000003,97.0771989999921,97.07809479001007,101.80299319999176,101.97958869999275,101.97909250999074,101.80299319999176,105.18347489999724,105.18347489999724,105.6633920000022,105.6633920000022,106.1633007999917,107.14829369999643,w,1,967.9646000004141,None,4.203,3.1883101680486288,1.3182531743994035,,,,,LBA416,001,2025-01-14_11h44.59.368,Time estimation,2023.2.3,59.80167372980575,2025-01-14 11h45.18.030002 +0100,
,,,,,,,,,107.45742859999882,107.47419779999473,107.47829100000672,113.06175739999162,113.22914859998855,113.22922450999177,113.06175739999162,119.29337689999375,119.29337689999375,119.7799909000023,119.7799909000023,120.27938429999631,120.61496209999314,p,1,326.90339999680873,None,5.080396896173661,6.048,1.190458171595825,,,,,LBA416,001,2025-01-14_11h44.59.368,Time estimation,2023.2.3,59.80167372980575,2025-01-14 11h45.18.030002 +0100,
