thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_1.stopped,item1.stopped,item2.stopped,sound_2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.05866440001409501,0.09165329998359084,0.09165329998359084,264.14033849997213,space,264.0354866000125,None,,,,,,,,,,,,,,,,,,,,,CDE1218,001,2025-02-21_08h13.26.672,Time estimation,2023.2.3,60.03730718019732,2025-02-21 08h14.13.963632 +0100,
,,,,,,,,,266.3264237999683,266.40482840000186,266.3709833998699,266.75488459999906,266.75488339997827,268.52123850001954,268.5378731000237,271.60395040002186,271.60395040002186,272.08704959996976,272.08704959996976,272.5870637000189,278.3208591999719,p,1,5720.337099977769,None,1.611,4.833,3,CDE1218,001,2025-02-21_08h13.26.672,Time estimation,2023.2.3,60.03730718019732,2025-02-21 08h14.13.963632 +0100,
,,,,,,,,,279.17691229999764,279.25264790002257,279.2188100999454,281.70191150001483,281.70234389997785,282.11849189997884,282.1351401999709,288.8338307000231,288.8338307000231,289.30036950000795,289.30036950000795,289.8002836999949,290.25183139997534,p,1,436.3848000066355,None,2.369,7.107000000000001,3,CDE1218,001,2025-02-21_08h13.26.672,Time estimation,2023.2.3,60.03730718019732,2025-02-21 08h14.13.963632 +0100,
,,,,,,,,,291.08673139999155,291.1665910999873,291.1164215999655,294.6493337000138,294.64923199998447,295.03276319999713,295.06590619997587,295.7989599999855,295.7989599999855,296.2823489999864,296.2823489999864,296.7821805999847,300.61631910002325,w,1,3819.639699999243,None,3.397,1.1323333333333332,3,CDE1218,001,2025-02-21_08h13.26.672,Time estimation,2023.2.3,60.03730718019732,2025-02-21 08h14.13.963632 +0100,
,,300.63571870001033,300.6480204000254,300.6480204000254,304.4658230000059,space,3.81527099997038,None,,,,,,,,,,,,,,,,,,,,,CDE1218,001,2025-02-21_08h13.26.672,Time estimation,2023.2.3,60.03730718019732,2025-02-21 08h14.13.963632 +0100,
,,,,,,,,,305.3006803999888,305.38048130000243,305.34730129993983,308.6631479000207,308.6631233999971,309.0630187999923,309.07973930001026,309.7461175000062,309.7461175000062,310.229517699976,310.229517699976,310.72935659997165,314.5303263000096,p,0,3785.323599993717,None,3.198,1.0645217256664583,3.0041660239464334,CDE1218,001,2025-02-21_08h13.26.672,Time estimation,2023.2.3,60.03730718019732,2025-02-21 08h14.13.963632 +0100,
,,,,,,,,,315.37582549999934,315.4618482000078,315.41173549994124,320.64411429996835,320.64424099999013,321.0440637000138,321.0773760000011,322.3771728000138,322.3771728000138,322.86028329998953,322.86028329998953,323.36025009996956,326.87776820000727,w,1,3507.0302999811247,None,5.113090572756829,1.702,3.0041660239464334,CDE1218,001,2025-02-21_08h13.26.672,Time estimation,2023.2.3,60.03730718019732,2025-02-21 08h14.13.963632 +0100,
,,,,,,,,,327.72609279997414,327.8093679000158,327.759109399945,332.32527109998045,332.32513150001176,332.7249927999801,332.75830679998035,341.2233265999821,341.2233265999821,341.68985059997067,341.68985059997067,342.18976219999604,343.64118919998873,p,1,1448.2073999824934,None,4.433981443518329,8.876,2.0018126176362534,CDE1218,001,2025-02-21_08h13.26.672,Time estimation,2023.2.3,60.03730718019732,2025-02-21 08h14.13.963632 +0100,
,,,,,,,,,344.4799007999827,344.5556876999908,344.5224028999451,346.7222880999907,346.72225829998496,347.1221291999682,347.1388651999878,350.9047355999937,350.9047355999937,351.38794889999554,351.38794889999554,351.8878196000005,354.73886639997363,w,0,2845.5822999821976,None,2.0786161318701852,4.161,2.0018126176362534,CDE1218,001,2025-02-21_08h13.26.672,Time estimation,2023.2.3,60.03730718019732,2025-02-21 08h14.13.963632 +0100,
,,,,,,,,,355.56212010001764,355.6367531999713,355.6036754999426,359.11972880002577,359.1197949999943,359.4863476000028,359.50300989998505,360.4027863999945,360.4027863999945,360.8694037999958,360.8694037999958,361.36932830000296,364.90356120001525,w,1,3526.161600020714,None,3.366473897311472,1.263,2.66545835099879,CDE1218,001,2025-02-21_08h13.26.672,Time estimation,2023.2.3,60.03730718019732,2025-02-21 08h14.13.963632 +0100,
