thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_1.stopped,item1.stopped,item2.stopped,sound_2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.07120359997497872,0.10383869998622686,0.10383869998622686,8.328956999990623,space,8.221702300012112,None,,,,,,,,,,,,,,,,,,,,,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,,,,,,,,10.898248699988471,11.018369099998381,10.951649820077,11.034862399974372,11.035033039998961,13.117780899978243,13.167767399980221,15.983864199981326,15.983864199981326,16.400491999986116,16.400491999986116,16.900465899991104,17.75279159998172,p,1,841.910299990559,None,1.642,4.926,3,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,,,,,,,,18.747915499989176,18.850089899991872,18.800156420032724,21.582670799980406,21.583094939985312,22.14950420000241,22.183196199999657,30.064316099975258,30.064316099975258,30.547613999980967,30.547613999980967,31.047663699981058,34.84921419998864,p,1,3788.377400022,None,2.821,8.463000000000001,3,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,,,,,,,,35.79069080000045,35.89674979998381,35.82997256003437,37.14653499997803,37.14625883997651,37.64611249999143,37.6964231999882,41.028956299996935,41.028956299996935,41.49547509997501,41.49547509997501,41.995321099995635,48.564049599983264,p,1,6563.069499999983,None,1.2863333333333333,3.859,3,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,48.58726679999381,48.61087389997556,48.61087389997556,52.42915619999985,space,3.8003916000016034,None,,,,,,,,,,,,,,,,,,,,,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,,,,,,,,53.44737719997647,53.54315299997688,53.493250460026324,55.09303769998951,55.09282553998055,55.69276279999758,55.70943059999263,55.69276279999758,55.69276279999758,56.142570299998624,56.142570299998624,56.642540299973916,57.596015599992825,w,1,946.6988000203855,None,1.655295479194485,0.551,3.0041660239464334,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,,,,,,,,58.39114459999837,58.49197569998796,58.44245504001738,60.458365099999355,60.45830963999033,60.82479349998175,60.85851009999169,64.22433060000185,64.22433060000185,64.69075949999387,64.69075949999387,65.19094279999263,65.75999789999332,p,1,554.19319999055,None,1.863,3.72937690665634,2.0018126176362534,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,,,,,,,,66.78583639999852,66.89058109998587,66.82387946003,71.38966119999532,71.3896013399819,71.97286629999871,72.02271629997995,78.57212999998592,78.57212999998592,79.0546235999791,79.0546235999791,79.55455390000134,80.22499079999398,p,1,664.0041000209749,None,4.620266645041841,7.159,1.5494776708791378,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,,,,,,,,81.21498679998331,81.3210420999967,81.25433848001413,83.5042681999912,83.5036965399806,84.05349150000256,84.10371579998173,86.53649879997829,86.53649879997829,87.01973659999203,87.01973659999203,87.51976569998078,88.28903159999754,p,1,759.5184000092559,None,2.279531776109,3.005,1.3182531743994035,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,,,,,,,,89.34846899998956,89.45267859997693,89.38607604003046,95.11810539997532,95.1183076399786,95.7346569999936,95.78470550000202,100.03390290000243,100.03390290000243,100.51721929997439,100.51721929997439,101.01714039998478,101.95292419998441,w,1,922.40480001783,None,5.822,4.8905540227386,1.190458171595825,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,,,,,,,,102.92314849997638,103.03337889999966,102.96683234001394,111.33163179998519,111.33162673998159,111.86454859998776,111.91485089997877,118.8634299999976,118.8634299999976,119.34656449998147,119.34656449998147,119.84665839999798,121.79867349998676,p,0,1948.0459000042174,None,8.378,7.505298385514314,1.1162780704588713,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,,,,,,,,122.74469859999954,122.91273689997615,122.79597840001225,129.74469649998355,129.74459313998813,130.24423829998705,130.34457329998259,135.59326299998793,135.59326299998793,136.05999489998794,136.05999489998794,136.5599597999826,139.31200779997744,w,1,2742.7973999874666,None,6.932,5.822968135627615,1.190458171595825,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,,,,,,,,140.29244279998238,140.3924383999838,140.34272268001803,149.19079759999295,149.19123613999108,149.74072760000126,149.77395750000142,156.67261309997411,156.67261309997411,157.15618049999466,157.15618049999466,157.65567169999122,159.27544559998205,w,1,1609.9667999951635,None,8.875,7.455112839540549,1.190458171595825,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,,,,,,,,160.2521460999851,160.35554540000157,160.30522338001754,167.92034189999686,167.92036233998368,168.4703135000018,168.5038254999963,176.5856150999898,176.5856150999898,177.06847119997838,177.06847119997838,177.56853930000216,178.33758140000282,p,1,760.8180999814067,None,7.6376982903149235,8.641,1.1313617887940566,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,,,,,,,,179.27494939998724,179.38489960000152,179.31821106002897,184.4670622999838,184.46720173997454,184.9669259999937,185.0171069999924,190.2824706999818,190.2824706999818,190.76572269998724,190.76572269998724,191.26570369998808,191.80196379998233,p,1,532.5163000088651,None,5.120377988172012,5.793,1.1313617887940566,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,,,,,,,,192.76581559999613,192.9154462000006,192.81551224003778,200.23057879999396,200.23053923998958,200.7637222999765,200.8471079999872,207.06237589998636,207.06237589998636,207.54568139999174,207.54568139999174,208.0457577999914,210.6143810999929,p,0,2554.0680999984033,None,7.429,6.807433346624891,1.091307049474569,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,,,,,,,,211.57026690000203,211.6784936999902,211.61174740002025,216.61071399998036,216.61071833999011,217.12719749999815,217.16083839998464,222.2763372999907,222.2763372999907,222.74285599999712,222.74285599999712,223.2427530999994,224.77860179997515,p,1,1533.4822000004351,None,4.984258842620745,5.639,1.1313617887940566,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,,,,,,,,225.72237609999138,225.82615899998927,225.77580430003582,231.75784929998918,231.75779274000087,232.27431979999528,232.3077326999919,238.53969489998417,238.53969489998417,239.00622849998763,239.00622849998763,239.50620069997967,240.52513589998125,p,1,1006.1969000089448,None,5.971564593145195,6.756,1.1313617887940566,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,,,,,,,,241.45548189998954,241.55584570000065,241.50587146002798,246.12144909999915,246.1215028399776,246.6380683000025,246.65485789999366,250.3542896999861,250.3542896999861,250.8371302000014,250.8371302000014,251.3373764999851,254.78884059999837,w,1,3438.1820000126027,None,4.596,4.211463677626599,1.091307049474569,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,,,,,,,,255.76105519998237,255.8862951999763,255.80302824003155,257.0692871999927,257.0693689399806,257.61926029997994,257.6692555999907,258.4861280999903,258.4861280999903,258.96905590000097,258.96905590000097,259.46886189997895,259.8885261999967,p,1,410.09229997871444,None,1.278,1.394690409228499,1.091307049474569,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,,,,,,,,260.68155429998296,260.7852902000013,260.73548564002266,264.38432309997734,264.3848438399902,264.767992899986,264.78481539999484,268.133611199999,268.133611199999,268.61722639997606,268.61722639997606,269.1172844999819,272.2517595999816,p,1,3117.0785000140313,None,3.49592242944055,3.719,1.0638107895875564,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
,,,,,,,,,273.2019567999814,273.2993876999826,273.2494978000177,277.3821141999797,277.38231904000276,277.89853769997717,277.9322981000005,281.28153889998794,281.28153889998794,281.7645357000001,281.7645357000001,282.26427169999806,282.9515899999824,p,0,681.24910001643,None,4.123,3.8756892112351142,1.0638107895875564,CSP315,001,2025-02-10_15h09.10.352,Time estimation,2023.2.3,60.03186492241693,2025-02-10 15h09.29.698088 +0100,
