thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,item2.stopped,sound_2.stopped,sound_1.stopped,item1.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.06835710001178086,0.11799189983867109,0.11799189983867109,25.018629299942404,space,24.8986035999842,None,,,,,,,,,,,,,,,,,,,,,prova1,001,2024-10-29_09h17.05.598,Time estimation,2023.2.3,59.98641908304115,2024-10-29 09h17.41.269867 +0100,
,,,,,,,,,27.589776899898425,27.676043799845502,27.625763032562098,30.975330299930647,30.975209689862094,32.64179699984379,32.64179699984379,33.091518899891526,33.124826999846846,33.124826999846846,33.124826999846846,33.62472549988888,37.25909799989313,w,1,3631.095200078562,None,4.949,1.6496666666666666,3,prova1,001,2024-10-29_09h17.05.598,Time estimation,2023.2.3,59.98641908304115,2024-10-29 09h17.41.269867 +0100,
,,,,,,,,,38.093280099797994,38.19075489998795,38.14041377070826,39.5570508998353,39.55684908984695,43.47272409987636,43.47272409987636,39.9566487998236,39.990035499911755,43.939242699882016,43.939242699882016,44.43917689984664,45.55730829993263,p,1,1113.9973998069763,None,1.2946666666666666,3.884,3,prova1,001,2024-10-29_09h17.05.598,Time estimation,2023.2.3,59.98641908304115,2024-10-29 09h17.41.269867 +0100,
,,,,,,,,,46.447973700007424,46.53882099990733,46.488697240874174,50.37129249982536,50.37128448991571,51.67103909980506,51.67103909980506,50.82111269980669,50.854436999885365,52.13754549995065,52.13754549995065,52.63752119988203,54.006096499972045,w,1,1358.8873001281172,None,3.808,1.2693333333333332,3,prova1,001,2024-10-29_09h17.05.598,Time estimation,2023.2.3,59.98641908304115,2024-10-29 09h17.41.269867 +0100,
,,54.030228699790314,54.03707369999029,54.03707369999029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
