thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_1.stopped,item1.stopped,sound_2.stopped,image_L.started,image_R.started,item2.stopped,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.07440799998585135,0.09033979999367148,0.09033979999367148,156.2781670000404,space,156.17173339996953,None,,,,,,,,,,,,,,,,,,,,,EMI1018,001,2025-02-14_08h30.05.444,Time estimation,2023.2.3,60.02069515352534,2025-02-14 08h30.35.282033 +0100,
,,,,,,,,,158.78085500001907,158.8921655000886,158.8266573595116,158.8921655000886,158.8266573595116,160.4417214000132,160.4916985000018,162.10800180002116,162.12458740000147,162.12458740000147,162.1579861000646,162.62473400007002,171.07493980007712,w,0,8441.067999927327,None,1.0853333333333333,3.256,3,EMI1018,001,2025-02-14_08h30.05.444,Time estimation,2023.2.3,60.02069515352534,2025-02-14 08h30.35.282033 +0100,
,,,,,,,,,171.97358260001056,172.07280199998058,172.02320333987007,173.6890392000787,173.6891232200898,174.15550610003993,174.18909280002117,178.55471480009146,179.03803190006875,179.03803190006875,178.55471480009146,179.5379223000491,181.2895212000003,,,,,,,,,,,,,,,
