thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_1.stopped,item1.stopped,sound_2.stopped,image_L.started,image_R.started,item2.stopped,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.07127040000000306,0.08754780000003848,0.08754780000003848,5.905674599999884,space,5.8119056999998975,None,,,,,,,,,,,,,,,,,,,,,,,,,prova_5,001,2024-09-08_15h20.49.615,Time estimation,2023.2.3,60.093336971023746,2024-09-08 15h21.10.297119 +0200,
,,,,,,,,,8.376763100000062,8.485899999999901,8.424978420002367,8.485899999999901,8.424978420002367,9.969171599999981,10.002137299999958,11.501625699999977,11.501625699999977,11.501625699999977,11.535148100000015,11.985019100000045,15.786074399999961,w,0,3783.5514999999305,None,1.0163333333333333,3.049,3,,,,,prova_5,001,2024-09-08_15h20.49.615,Time estimation,2023.2.3,60.093336971023746,2024-09-08 15h21.10.297119 +0200,
,,,,,,,,,16.696129100000007,16.800858800000015,16.73625164000084,25.61560869999994,25.61550592000001,26.082014000000072,26.132094800000004,28.58154330000002,29.064730000000054,29.064730000000054,28.58154330000002,29.5646291999999,32.94956839999986,p,0,3379.1747999998734,None,8.823,2.941,3,,,,,prova_5,001,2024-09-08_15h20.49.615,Time estimation,2023.2.3,60.093336971023746,2024-09-08 15h21.10.297119 +0200,
,,,,,,,,,33.82491579999987,33.93047380000007,33.86589010000091,35.73011500000007,35.730106619999994,36.16334260000008,36.21328029999995,41.06225449999988,41.54550040000004,41.54550040000004,41.06225449999988,42.04542360000005,45.26311880000003,w,0,3200.439499999902,None,1.772,5.316,3,,,,,prova_5,001,2024-09-08_15h20.49.615,Time estimation,2023.2.3,60.093336971023746,2024-09-08 15h21.10.297119 +0200,
,,45.285532099999955,45.294627799999944,45.294627799999944,46.3804361,space,1.0805612999999994,None,,,,,,,,,,,,,,,,,,,,,,,,,prova_5,001,2024-09-08_15h20.49.615,Time estimation,2023.2.3,60.093336971023746,2024-09-08 15h21.10.297119 +0200,
,,,,,,,,,47.25051110000004,47.34455819999994,47.296547300000725,52.82655629999999,52.826551319999886,53.259727899999916,53.29320419999999,54.659497299999884,55.142724799999996,55.142724799999996,54.659497299999884,55.64264939999998,62.960391800000025,p,0,7308.606099999906,None,5.442,1.8114844374849488,3.0041660239464334,,,,,prova_5,001,2024-09-08_15h20.49.615,Time estimation,2023.2.3,60.093336971023746,2024-09-08 15h21.10.297119 +0200,
,,,,,,,,,63.84633860000008,63.94094509999991,63.89319642000087,70.83947699999999,70.83951982000005,71.28940340000008,71.3060825,73.1557307999999,73.62228090000008,73.62228090000008,73.1557307999999,74.12231840000004,77.57326990000001,w,1,3447.585300000128,None,6.866,2.285492860671014,3.0041660239464334,,,,,prova_5,001,2024-09-08_15h20.49.615,Time estimation,2023.2.3,60.093336971023746,2024-09-08 15h21.10.297119 +0200,
,,,,,,,,,78.42721669999992,78.52139140000008,78.47340178000071,85.90307189999999,85.90319012000006,86.31962929999986,86.3531625999999,89.58566419999988,90.06890429999999,90.06890429999999,89.58566419999988,90.5688917,91.32053599999995,p,0,738.7546999998449,None,7.325,3.6591836495912307,2.0018126176362534,,,,,prova_5,001,2024-09-08_15h20.49.615,Time estimation,2023.2.3,60.093336971023746,2024-09-08 15h21.10.297119 +0200,
,,,,,,,,,92.22578109999995,92.31862090000004,92.27076964000076,94.56807129999993,94.56801261999996,95.03461930000003,95.06792939999991,100.55010119999997,101.03334189999987,101.03334189999987,100.55010119999997,101.53323069999988,103.56776179999997,w,0,2017.0990999999958,None,2.2375138586446846,5.964,2.66545835099879,,,,,prova_5,001,2024-09-08_15h20.49.615,Time estimation,2023.2.3,60.093336971023746,2024-09-08 15h21.10.297119 +0200,
,,,,,,,,,104.4309040999999,104.53272689999994,104.46804468000086,106.18232629999989,106.18253952000006,106.59876839999993,106.64881769999988,111.04803609999999,111.51462390000006,111.51462390000006,111.04803609999999,112.01449279999997,117.2822463,p,1,5264.841400000023,None,1.609,4.833703132529811,3.0041660239464334,,,,,prova_5,001,2024-09-08_15h20.49.615,Time estimation,2023.2.3,60.093336971023746,2024-09-08 15h21.10.297119 +0200,
,,,,,,,,,118.20976589999987,118.2974941,118.24865396000091,120.44599939999989,120.44607321999999,120.92918779999991,120.9627003999999,126.96178579999992,127.44488000000001,127.44488000000001,126.96178579999992,127.94466149999994,128.84684650000008,w,0,899.3748999998843,None,2.1609990753679322,6.492,3.0041660239464334,,,,,prova_5,001,2024-09-08_15h20.49.615,Time estimation,2023.2.3,60.093336971023746,2024-09-08 15h21.10.297119 +0200,
,,,,,,,,,129.73755819999997,129.8441777999999,129.7796571200009,130.24399119999998,130.24407362000008,130.71070600000007,130.74392169999987,131.42739099999994,131.89370630000008,131.89370630000008,131.42739099999994,132.39359489999993,133.07865149999998,p,1,670.831200000066,None,0.385,1.1566039192193769,3.0041660239464334,,,,,prova_5,001,2024-09-08_15h20.49.615,Time estimation,2023.2.3,60.093336971023746,2024-09-08 15h21.10.297119 +0200,
