thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_1.stopped,item1.stopped,image_L.started,image_R.started,sound_2.stopped,item2.stopped,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.15421890001744032,0.18711729999631643,0.18711729999631643,20.318409699946642,space,20.11591999977827,None,,,,,,,,,,,,,,,,,,,,,SPA1216,001,2025-03-20_14h07.53.266,Time estimation,2023.2.3,60.04448089870421,2025-03-20 14h08.32.691167 +0100,
,,,,,,,,,23.111143100075424,23.264866299927235,23.16476363730617,23.264866299927235,23.16476363730617,24.73112259991467,24.814438099972904,25.980823500081897,25.980823500081897,26.29744890006259,26.380816800054163,26.480797400232404,29.36693979986012,w,0,2879.784299992025,None,1.038,3.114,3,SPA1216,001,2025-03-20_14h07.53.266,Time estimation,2023.2.3,60.04448089870421,2025-03-20 14h08.32.691167 +0100,
,,,,,,,,,30.1814231001772,30.313368500210345,30.230062779411675,34.16258129989728,34.16247854004614,34.56246630009264,34.612522600218654,35.928950999863446,35.928950999863446,35.44561769999564,35.44561769999564,36.42878569988534,37.08086120011285,,,,,,,,,,,,,,,
