thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,sound_1.stopped,item1.stopped,sound_2.stopped,item2.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.004741000011563301,0.01312700001290068,0.01312700001290068,3.2675266999867745,space,3.25292299996363,None,,,,,,,,,,,,,,,,,,,,,LLO1113,001,2024-05-30_08h53.57.228,Time estimation,2023.2.3,59.989117981924444,2024-05-30 08h54.12.835073 +0200,
,,,,,,,,,4.204017699987162,4.288307700015139,4.239453369891271,5.582184600003529,5.544264129980002,6.028183099988382,6.077321699995082,9.381564199982677,9.426018300000578,9.881312999990769,9.881312999990769,10.3774966999772,12.64586569997482,p,1,2252.4621000047773,None,1.277,3.831,3,LLO1113,001,2024-05-30_08h53.57.228,Time estimation,2023.2.3,59.989117981924444,2024-05-30 08h54.12.835073 +0200,
,,,,,,,,,13.004046700021718,13.06101820000913,13.04265921995975,15.109636000008322,15.108715929999017,15.018628099991474,15.025410800008103,19.475825099973008,19.475825099973008,19.962800799985416,19.962800799985416,20.460120100004133,21.877560399996582,p,1,1402.1740999887697,None,1.453,4.359,3,LLO1113,001,2024-05-30_08h53.57.228,Time estimation,2023.2.3,59.989117981924444,2024-05-30 08h54.12.835073 +0200,
,,,,,,,,,22.2137822000077,22.25662270002067,22.24126105995383,30.741639200015925,30.739679630007593,30.61735770001542,30.623414999980014,33.36112860002322,33.373140799987596,33.86582880001515,33.86582880001515,34.357603000011295,35.62662090000231,w,1,1266.0893999855034,None,7.853999999999999,2.618,3,LLO1113,001,2024-05-30_08h53.57.228,Time estimation,2023.2.3,59.989117981924444,2024-05-30 08h54.12.835073 +0200,
,,35.63796000002185,35.64143650000915,35.64143650000915,38.27349629998207,space,2.621554700017441,None,,,,,,,,,,,,,,,,,,,,,LLO1113,001,2024-05-30_08h53.57.228,Time estimation,2023.2.3,59.989117981924444,2024-05-30 08h54.12.835073 +0200,
,,,,,,,,,38.61017629998969,38.650694100011606,38.63726525993552,45.739010000019334,45.737857329985125,45.60561209998559,45.60561209998559,47.893296399968676,47.893296399968676,48.39247510000132,48.39247510000132,48.89002180000534,50.27472679998027,w,1,1382.1296999813057,None,6.452948619436939,2.148,3.0041660239464334,LLO1113,001,2024-05-30_08h53.57.228,Time estimation,2023.2.3,59.989117981924444,2024-05-30 08h54.12.835073 +0200,
,,,,,,,,,50.74662280001212,50.78343299997505,50.77025449991925,55.16204490000382,55.15391602999298,55.16204490000382,55.17078889999539,62.92743260000134,62.935632599983364,63.42412500001956,63.42412500001956,63.92101340001682,64.6388865999761,p,1,706.746399984695,None,3.877985347682829,7.763,2.0018126176362534,LLO1113,001,2024-05-30_08h53.57.228,Time estimation,2023.2.3,59.989117981924444,2024-05-30 08h54.12.835073 +0200,
,,,,,,,,,65.13325229997281,65.17235790000996,65.15199852994411,72.37427329999628,72.368465330021,72.37427329999628,72.38512579997769,76.70231399999466,76.71742080000695,77.2050718999817,77.2050718999817,77.70213360001799,78.7369117999915,w,1,1026.1584999971092,None,6.715,4.3337184692632995,1.5494776708791378,LLO1113,001,2024-05-30_08h53.57.228,Time estimation,2023.2.3,59.989117981924444,2024-05-30 08h54.12.835073 +0200,
,,,,,,,,,79.2672242000117,79.3043182999827,79.28316738990834,81.75129589997232,81.75080802999437,81.80143599997973,81.81736749998527,84.42374779999955,84.42374779999955,84.94270929996856,84.94270929996856,85.40165489999345,86.7864208999672,p,1,1374.356499989517,None,2.012,2.6523253868916,1.3182531743994035,LLO1113,001,2024-05-30_08h53.57.228,Time estimation,2023.2.3,59.989117981924444,2024-05-30 08h54.12.835073 +0200,
,,,,,,,,,87.14574399997946,87.1940075000166,87.18313271997032,96.24887449998641,96.24810572996503,96.13948339998024,96.14822779997485,103.41721019998658,103.41721019998658,103.83432939997874,103.83432939997874,104.33251029998064,105.91678440000396,w,1,1575.0174999702722,None,8.447,7.095587397813973,1.190458171595825,LLO1113,001,2024-05-30_08h53.57.228,Time estimation,2023.2.3,59.989117981924444,2024-05-30 08h54.12.835073 +0200,
,,,,,,,,,106.35691189998761,106.39492980000796,106.38040063994704,113.71320699999342,113.71241432996467,113.68589869997231,113.69582029996673,121.29481509997277,121.29481509997277,121.80046230001608,121.80046230001608,122.29634250001982,124.44764839997515,w,0,2135.7875000103377,None,6.790422745547684,7.58,1.1162780704588713,LLO1113,001,2024-05-30_08h53.57.228,Time estimation,2023.2.3,59.989117981924444,2024-05-30 08h54.12.835073 +0200,
,,,,,,,,,124.82002410001587,124.8551318999962,124.84489291995997,132.42752879997715,132.42671253000154,132.33644129999448,132.34340620000148,,,,,,,,,,,,,,,,,,,,,
