"BLOCKTYPE","MaxVal","MinVal","acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","correct","correct_response","correct_response_repeat_prova","correct_response_target","correct_welcome","count","count_END","count_INIT","count_INIT_BLOCK_TYPE_EXP","count_INIT_BLOCK_TYPE_PROVA","count_blank","count_checkRepeat_Exp","count_checkRepeat_Prova","count_experiment","count_fixation","count_getting_started","count_initTrial","count_log","count_loopExp","count_loopProva","count_new_sequence","count_repeat_Prova","count_responseAnalize","count_response_repeat_prova","count_response_target","count_tar1VStar2","count_target1","count_target2","count_tono_target1","count_tono_target2","count_welcome","datetime","description","disable_garbage_collection","dur_other","dur_target","dur_target1","dur_target2","duration","duration_cutoff","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_loopProva","logfile","mouse_backend","n_max_trial","n_reversal","n_reversal_cutoff","n_up","opensesame_codename","opensesame_version","pos1","pos2","prev_correct","ratio","repeatCycle","repeat_cycle","response","response_END","response_response_repeat_prova","response_response_target","response_subject","response_time","response_time_END","response_time_response_repeat_prova","response_time_response_target","response_time_welcome","response_welcome","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","src","start","step_index","subject_nr","subject_parity","target1","target2","time_END","time_INIT","time_INIT_BLOCK_TYPE_EXP","time_INIT_BLOCK_TYPE_PROVA","time_blank","time_checkRepeat_Exp","time_checkRepeat_Prova","time_experiment","time_fixation","time_getting_started","time_initTrial","time_log","time_loopExp","time_loopProva","time_new_sequence","time_repeat_Prova","time_responseAnalize","time_response_repeat_prova","time_response_target","time_tar1VStar2","time_target1","time_target2","time_tono_target1","time_tono_target2","time_welcome","title","total_correct","total_response_time","total_responses","width"
"exp","1.1","0.4379178876088469","66","66","880","880","#3d3846","psycho","psycho","psycho","1","p","0","1","undefined","8","0","0","0","0","10","10","10","0","10","0","10","10","0","0","10","10","10","10","10","10","10","10","10","10","0","Wed Jan 29 14:05:11 2025","The main experiment item","False","3528","5466","3528","5466","5466","3000","target1VStarget2_28012025.osexp","C:\Users\enric\OneDrive - Università degli Studi di Padova\Documents\_GRANTS\PRIN-PNRR 2022\Materiali\Time_discrimination OpenSesame","False","mono","False","18","no","white","no","yes","768","psycho","7","3","C:/Users/enric/OneDrive - Università degli Studi di Padova/Documents/_GRANTS/PRIN-PNRR 2022/Materiali/Time_discrimination OpenSesame/subject-0.csv","psycho","33","2","2","2","Melodramatic Milgram","4.0.24","other","target","1","1.5494776708791378","-1","0","p","NA","n","p","p","438.07659996673465","NA","1900.3298000898212","438.07659996673465","5211.781800026074","space","2","psycho","1024","2","48000","-16","C:\Users\enric\AppData\Local\Temp\tmp_ulcn14v.opensesame_pool\9s.wav","experiment","0","0","even","2","3","NA","4686.126800021157","41026.62039990537","10370.068099815398","115522.78839983046","121935.87499996647","41015.4652998317","4685.4267998132855","111484.50889997184","NA","111458.26229988597","121935.88849995285","41026.661899872124","10370.084499940276","111457.34629989602","39114.37879991718","121935.83470000885","39114.48349989951","121497.14719993062","121497.04629997723","111987.56499984302","116027.1498998627","111987.63639992103","116027.20999997109","5155.244899913669","New experiment","8","10564.092500135303","12","1024"
"exp","1.1","0.27630750746605376","69","69","865","865","#3d3846","psycho","psycho","psycho","1","w","0","1","undefined","9","0","0","0","0","11","11","11","0","11","0","11","11","0","0","11","11","11","11","11","11","11","11","11","11","0","Wed Jan 29 14:05:11 2025","The main experiment item","False","3490","5407","5407","3490","5407","3000","target1VStarget2_28012025.osexp","C:\Users\enric\OneDrive - Università degli Studi di Padova\Documents\_GRANTS\PRIN-PNRR 2022\Materiali\Time_discrimination OpenSesame","False","mono","False","18","no","white","no","yes","768","psycho","8","3","C:/Users/enric/OneDrive - Università degli Studi di Padova/Documents/_GRANTS/PRIN-PNRR 2022/Materiali/Time_discrimination OpenSesame/subject-0.csv","psycho","33","2","2","2","Melodramatic Milgram","4.0.24","target","other","1","1.3182531743994035","-1","0","w","NA","n","w","w","691.2306000012904","NA","1900.3298000898212","691.2306000012904","5211.781800026074","space","2","psycho","1024","2","48000","-16","C:\Users\enric\AppData\Local\Temp\tmp_ulcn14v.opensesame_pool\9s.wav","experiment","0","0","even","3","1","NA","4686.126800021157","41026.62039990537","10370.068099815398","128295.3499997966","132983.89309993945","41015.4652998317","4685.4267998132855","122378.38609982282","NA","122348.41829980724","132983.90959994867","41026.661899872124","10370.084499940276","122347.82669995911","39114.37879991718","132983.8375998661","39114.48349989951","132292.03769983724","132291.88209981658","122881.58409995958","128798.30289981328","122881.63929991424","128798.36929985322","5155.244899913669","New experiment","9","11255.323100136593","13","1024"
"exp","1.1","0.39029472815693295","64","64","868","868","#3d3846","psycho","psycho","psycho","0","p","0","0","undefined","10","0","0","0","0","12","12","12","0","12","0","12","12","0","0","12","12","12","12","12","12","12","12","12","12","0","Wed Jan 29 14:05:11 2025","The main experiment item","False","6643","8757","6643","8757","8757","3000","target1VStarget2_28012025.osexp","C:\Users\enric\OneDrive - Università degli Studi di Padova\Documents\_GRANTS\PRIN-PNRR 2022\Materiali\Time_discrimination OpenSesame","False","mono","False","18","no","white","no","yes","768","psycho","9","3","C:/Users/enric/OneDrive - Università degli Studi di Padova/Documents/_GRANTS/PRIN-PNRR 2022/Materiali/Time_discrimination OpenSesame/subject-0.csv","psycho","33","3","2","2","Melodramatic Milgram","4.0.24","other","target","0","1.4774161658648883","-1","0","w","NA","n","w","w","905.0666999537498","NA","1900.3298000898212","905.0666999537498","5211.781800026074","space","2","psycho","1024","2","48000","-16","C:\Users\enric\AppData\Local\Temp\tmp_ulcn14v.opensesame_pool\9s.wav","experiment","1","0","even","4","2","NA","4686.126800021157","41026.62039990537","10370.068099815398","140644.58999992348","150814.8858998902","41015.4652998317","4685.4267998132855","133488.48139983602","NA","133460.02709981985","150814.9001998827","41026.661899872124","10370.084499940276","133459.081399953","39114.37879991718","150814.83899988234","39114.48349989951","149909.37979985029","149909.29199988022","133994.77180000395","141148.79809995182","133994.83699980192","141148.85819982737","5155.244899913669","New experiment","9","12160.389800090343","14","1024"
"exp","1.1","0.6185754577093839","60","60","877","877","#3d3846","psycho","psycho","psycho","0","w","0","0","undefined","11","0","0","0","0","13","13","13","0","13","0","13","13","0","0","13","13","13","13","13","13","13","13","13","13","0","Wed Jan 29 14:05:11 2025","The main experiment item","False","3246","4795","4795","3246","4795","3000","target1VStarget2_28012025.osexp","C:\Users\enric\OneDrive - Università degli Studi di Padova\Documents\_GRANTS\PRIN-PNRR 2022\Materiali\Time_discrimination OpenSesame","False","mono","False","18","no","white","no","yes","768","psycho","10","3","C:/Users/enric/OneDrive - Università degli Studi di Padova/Documents/_GRANTS/PRIN-PNRR 2022/Materiali/Time_discrimination OpenSesame/subject-0.csv","psycho","33","3","2","2","Melodramatic Milgram","4.0.24","target","other","0","1.8562818055208032","-1","0","p","NA","n","p","p","1009.0904000680894","NA","1900.3298000898212","1009.0904000680894","5211.781800026074","space","2","psycho","1024","2","48000","-16","C:\Users\enric\AppData\Local\Temp\tmp_ulcn14v.opensesame_pool\9s.wav","experiment","0","0","even","3","1","NA","4686.126800021157","41026.62039990537","10370.068099815398","156570.6950998865","161335.00540000387","41015.4652998317","4685.4267998132855","151265.56440000422","NA","151238.57659986243","161335.03229985945","41026.661899872124","10370.084499940276","151236.96259991266","39114.37879991718","161334.9573998712","39114.48349989951","160325.4902998451","160325.35279984586","151768.84129992686","157074.86389996484","151768.89569987543","157074.9550999608","5155.244899913669","New experiment","9","13169.480200158432","15","1024"
"exp","1.1","0.6185754577093839","62","62","894","894","#3d3846","psycho","psycho","psycho","1","w","0","1","undefined","12","0","0","0","0","14","14","14","0","14","0","14","14","0","0","14","14","14","14","14","14","14","14","14","14","0","Wed Jan 29 14:05:11 2025","The main experiment item","False","920","1708","1708","920","920","3000","target1VStarget2_28012025.osexp","C:\Users\enric\OneDrive - Università degli Studi di Padova\Documents\_GRANTS\PRIN-PNRR 2022\Materiali\Time_discrimination OpenSesame","False","mono","False","18","no","white","no","yes","768","psycho","11","3","C:/Users/enric/OneDrive - Università degli Studi di Padova/Documents/_GRANTS/PRIN-PNRR 2022/Materiali/Time_discrimination OpenSesame/subject-0.csv","psycho","33","4","2","2","Melodramatic Milgram","4.0.24","target","other","1","1.8562818055208032","-1","0","w","NA","n","w","w","1142.0658000279218","NA","1900.3298000898212","1142.0658000279218","5211.781800026074","space","2","psycho","1024","2","48000","-16","C:\Users\enric\AppData\Local\Temp\tmp_ulcn14v.opensesame_pool\9s.wav","experiment","1","0","even","2","4","NA","4686.126800021157","41026.62039990537","10370.068099815398","164029.8895998858","166599.06039992347","41015.4652998317","4685.4267998132855","161814.1474998556","NA","161786.53929987922","166599.0739997942","41026.661899872124","10370.084499940276","161786.14849993028","39114.37879991718","166599.01989996433","39114.48349989951","165456.4562998712","165456.35689981282","162318.84799990803","164532.94329997152","162318.9171999693","164532.9950999003","5155.244899913669","New experiment","10","14311.546000186354","16","1024"
"exp","1.1","0.39029472815693295","64","64","866","866","#3d3846","psycho","psycho","psycho","1","p","0","1","undefined","13","0","0","0","0","15","15","15","0","15","0","15","15","0","0","15","15","15","15","15","15","15","15","15","15","0","Wed Jan 29 14:05:11 2025","The main experiment item","False","4283","7950","4283","7950","7950","3000","target1VStarget2_28012025.osexp","C:\Users\enric\OneDrive - Università degli Studi di Padova\Documents\_GRANTS\PRIN-PNRR 2022\Materiali\Time_discrimination OpenSesame","False","mono","False","18","no","white","no","yes","768","psycho","12","3","C:/Users/enric/OneDrive - Università degli Studi di Padova/Documents/_GRANTS/PRIN-PNRR 2022/Materiali/Time_discrimination OpenSesame/subject-0.csv","psycho","33","4","2","2","Melodramatic Milgram","4.0.24","other","target","1","1.4774161658648883","-1","0","p","NA","n","p","p","422.95249993912876","NA","1900.3298000898212","422.95249993912876","5211.781800026074","space","2","psycho","1024","2","48000","-16","C:\Users\enric\AppData\Local\Temp\tmp_ulcn14v.opensesame_pool\9s.wav","experiment","0","0","even","1","3","NA","4686.126800021157","41026.62039990537","10370.068099815398","171861.2856999971","180742.82399984077","41015.4652998317","4685.4267998132855","167068.1993998587","NA","167045.820399886","180742.83779994585","41026.661899872124","10370.084499940276","167045.29839986935","39114.37879991718","180742.77869984508","39114.48349989951","180319.43809986115","180319.28579998203","167571.48689986207","172365.30309985392","167571.56059984118","172365.3988998849","5155.244899913669","New experiment","11","14734.498500125483","17","1024"
"exp","1.1","0.5513059569899995","61","61","857","857","#3d3846","psycho","psycho","psycho","0","p","0","0","undefined","14","0","0","0","0","16","16","16","0","16","0","16","16","0","0","16","16","16","16","16","16","16","16","16","16","0","Wed Jan 29 14:05:11 2025","The main experiment item","False","2398","3543","2398","3543","3543","3000","target1VStarget2_28012025.osexp","C:\Users\enric\OneDrive - Università degli Studi di Padova\Documents\_GRANTS\PRIN-PNRR 2022\Materiali\Time_discrimination OpenSesame","False","mono","False","18","no","white","no","yes","768","psycho","13","3","C:/Users/enric/OneDrive - Università degli Studi di Padova/Documents/_GRANTS/PRIN-PNRR 2022/Materiali/Time_discrimination OpenSesame/subject-0.csv","psycho","33","5","2","2","Melodramatic Milgram","4.0.24","other","target","0","1.7355180504571663","-1","0","w","NA","n","w","w","700.7524999789894","NA","1900.3298000898212","700.7524999789894","5211.781800026074","space","2","psycho","1024","2","48000","-16","C:\Users\enric\AppData\Local\Temp\tmp_ulcn14v.opensesame_pool\9s.wav","experiment","1","0","even","4","1","NA","4686.126800021157","41026.62039990537","10370.068099815398","184108.84699993767","188863.4829998482","41015.4652998317","4685.4267998132855","181203.8045998197","NA","181175.9847998619","188863.49719995633","41026.661899872124","10370.084499940276","181175.41749984957","39114.37879991718","188863.4358998388","39114.48349989951","188161.73069993965","188161.60709992982","181707.25169987418","184613.0092998501","181707.30199990794","184613.10729989782","5155.244899913669","New experiment","11","15435.251000104472","18","1024"
"exp","1.1","0.5513059569899995","63","63","841","841","#3d3846","psycho","psycho","psycho","1","p","0","1","undefined","15","0","0","0","0","17","17","17","0","17","0","17","17","0","0","17","17","17","17","17","17","17","17","17","17","0","Wed Jan 29 14:05:11 2025","The main experiment item","False","4028","6990","4028","6990","6990","3000","target1VStarget2_28012025.osexp","C:\Users\enric\OneDrive - Università degli Studi di Padova\Documents\_GRANTS\PRIN-PNRR 2022\Materiali\Time_discrimination OpenSesame","False","mono","False","18","no","white","no","yes","768","psycho","14","3","C:/Users/enric/OneDrive - Università degli Studi di Padova/Documents/_GRANTS/PRIN-PNRR 2022/Materiali/Time_discrimination OpenSesame/subject-0.csv","psycho","33","6","2","2","Melodramatic Milgram","4.0.24","other","target","1","1.7355180504571663","-1","0","p","NA","n","p","p","546.713300049305","NA","1900.3298000898212","546.713300049305","5211.781800026074","space","2","psycho","1024","2","48000","-16","C:\Users\enric\AppData\Local\Temp\tmp_ulcn14v.opensesame_pool\9s.wav","experiment","1","0","even","4","3","NA","4686.126800021157","41026.62039990537","10370.068099815398","193840.6074999366","201887.58689980023","41015.4652998317","4685.4267998132855","189302.91989981197","NA","189276.73339983448","201887.62159994803","41026.661899872124","10370.084499940276","189276.36979985982","39114.37879991718","201887.48259982094","39114.48349989951","201339.77629989386","201339.66999989934","189807.350799907","194344.67249992304","189807.40439984947","194344.75159994327","5155.244899913669","New experiment","12","15981.964300153777","19","1024"
"exp","1.1","0.3478505426185217","65","65","829","829","#3d3846","psycho","psycho","psycho","1","w","0","1","undefined","16","0","0","0","0","18","18","18","0","18","0","18","18","0","0","18","18","18","18","18","18","18","18","18","18","0","Wed Jan 29 14:05:11 2025","The main experiment item","False","3003","5212","5212","3003","5212","3000","target1VStarget2_28012025.osexp","C:\Users\enric\OneDrive - Università degli Studi di Padova\Documents\_GRANTS\PRIN-PNRR 2022\Materiali\Time_discrimination OpenSesame","False","mono","False","18","no","white","no","yes","768","psycho","15","3","C:/Users/enric/OneDrive - Università degli Studi di Padova/Documents/_GRANTS/PRIN-PNRR 2022/Materiali/Time_discrimination OpenSesame/subject-0.csv","psycho","33","6","2","2","Melodramatic Milgram","4.0.24","target","other","1","1.4160205991931745","-1","0","w","NA","n","w","w","600.9282001759857","NA","1900.3298000898212","600.9282001759857","5211.781800026074","space","2","psycho","1024","2","48000","-16","C:\Users\enric\AppData\Local\Temp\tmp_ulcn14v.opensesame_pool\9s.wav","experiment","0","0","even","1","4","NA","4686.126800021157","41026.62039990537","10370.068099815398","208086.79079986177","212199.08969989046","41015.4652998317","4685.4267998132855","202365.57989986613","NA","202339.8126999382","212199.10339987837","41026.661899872124","10370.084499940276","202339.32309993543","39114.37879991718","212199.03819984756","39114.48349989951","211597.5332998205","211597.33349992894","202868.75569983386","208590.4666997958","202868.8168998342","208590.5096998904","5155.244899913669","New experiment","13","16582.892500329763","20","1024"
"exp","1.1","0.3478505426185217","66","66","805","805","#3d3846","psycho","psycho","psycho","1","p","0","1","undefined","17","0","0","0","0","19","19","19","0","19","0","19","19","0","0","19","19","19","19","19","19","19","19","19","19","0","Wed Jan 29 14:05:11 2025","The main experiment item","False","4018","5690","4018","5690","5690","3000","target1VStarget2_28012025.osexp","C:\Users\enric\OneDrive - Università degli Studi di Padova\Documents\_GRANTS\PRIN-PNRR 2022\Materiali\Time_discrimination OpenSesame","False","mono","False","18","no","white","no","yes","768","psycho","16","3","C:/Users/enric/OneDrive - Università degli Studi di Padova/Documents/_GRANTS/PRIN-PNRR 2022/Materiali/Time_discrimination OpenSesame/subject-0.csv","psycho","33","6","2","2","Melodramatic Milgram","4.0.24","other","target","1","1.4160205991931745","-1","0","p","NA","n","p","p","334.7972999326885","NA","1900.3298000898212","334.7972999326885","5211.781800026074","space","2","psycho","1024","2","48000","-16","C:\Users\enric\AppData\Local\Temp\tmp_ulcn14v.opensesame_pool\9s.wav","experiment","0","0","even","2","4","NA","4686.126800021157","41026.62039990537","10370.068099815398","217211.0331999138","223742.78159998357","41015.4652998317","4685.4267998132855","212684.46269980632","NA","212658.04309980012","223742.7951998543","41026.661899872124","10370.084499940276","212657.56879979745","39114.37879991718","223742.7399000153","39114.48349989951","223407.56369987503","223407.42839989252","213187.53879982978","217713.92429992557","213187.64289980754","217713.99889979511","5155.244899913669","New experiment","14","16917.68980026245","21","1024"
"exp","1.1","0.49135195136605947","63","63","787","787","#3d3846","psycho","psycho","psycho","0","w","0","0","undefined","18","0","0","0","0","20","20","20","0","20","0","20","20","0","0","20","20","20","20","20","20","20","20","20","20","0","Wed Jan 29 14:05:11 2025","The main experiment item","False","3136","4441","4441","3136","4441","3000","target1VStarget2_28012025.osexp","C:\Users\enric\OneDrive - Università degli Studi di Padova\Documents\_GRANTS\PRIN-PNRR 2022\Materiali\Time_discrimination OpenSesame","False","mono","False","18","no","white","no","yes","768","psycho","17","3","C:/Users/enric/OneDrive - Università degli Studi di Padova/Documents/_GRANTS/PRIN-PNRR 2022/Materiali/Time_discrimination OpenSesame/subject-0.csv","psycho","33","7","2","2","Melodramatic Milgram","4.0.24","target","other","0","1.6345245245226203","-1","0","p","NA","n","p","p","400.1579999458045","NA","1900.3298000898212","400.1579999458045","5211.781800026074","space","2","psycho","1024","2","48000","-16","C:\Users\enric\AppData\Local\Temp\tmp_ulcn14v.opensesame_pool\9s.wav","experiment","1","0","even","1","4","NA","4686.126800021157","41026.62039990537","10370.068099815398","229170.89709988795","233214.71209987067","41015.4652998317","4685.4267998132855","224219.86899990588","NA","224193.20290000178","233214.7307000123","41026.661899872124","10370.084499940276","224192.80859990977","39114.37879991718","233214.65389989316","39114.48349989951","232814.04339987785","232813.91069991514","224723.1588999275","229674.09889982082","224723.20639993995","229674.15859992616","5155.244899913669","New experiment","14","17317.847800208256","22","1024"
"exp","1.1","0.7787403628225518","60","60","788","788","#3d3846","psycho","psycho","psycho","0","w","0","0","undefined","19","0","0","0","0","21","21","21","0","21","0","21","21","0","0","21","21","21","21","21","21","21","21","21","21","0","Wed Jan 29 14:05:11 2025","The main experiment item","False","3321","5428","5428","3321","5428","3000","target1VStarget2_28012025.osexp","C:\Users\enric\OneDrive - Università degli Studi di Padova\Documents\_GRANTS\PRIN-PNRR 2022\Materiali\Time_discrimination OpenSesame","False","mono","False","18","no","white","no","yes","768","psycho","18","3","C:/Users/enric/OneDrive - Università degli Studi di Padova/Documents/_GRANTS/PRIN-PNRR 2022/Materiali/Time_discrimination OpenSesame/subject-0.csv","psycho","33","7","2","2","Melodramatic Milgram","4.0.24","target","other","0","2.178726131860124","-1","0","p","NA","n","p","p","813.8621998950839","NA","1900.3298000898212","813.8621998950839","5211.781800026074","space","2","psycho","1024","2","48000","-16","C:\Users\enric\AppData\Local\Temp\tmp_ulcn14v.opensesame_pool\9s.wav","experiment","0","0","even","3","4","NA","4686.126800021157","41026.62039990537","10370.068099815398","239642.85069983453","244287.22289996222","41015.4652998317","4685.4267998132855","233707.38699985668","NA","233680.58089981787","244287.23669983447","41026.661899872124","10370.084499940276","233680.2383000031","39114.37879991718","244287.17699996196","39114.48349989951","243472.32459997758","243472.2313999664","234210.0992000196","240146.20759990066","234210.15339996666","240146.29539987072","5155.244899913669","New experiment","14","18131.71000010334","23","1024"
"exp","1.1","0.7787403628225518","62","62","772","772","#3d3846","psycho","psycho","psycho","1","p","0","1","undefined","20","0","0","0","0","22","22","22","0","22","0","22","22","0","0","22","22","22","22","22","22","22","22","22","22","0","Wed Jan 29 14:05:11 2025","The main experiment item","False","1419","3091","1419","3091","3091","3000","target1VStarget2_28012025.osexp","C:\Users\enric\OneDrive - Università degli Studi di Padova\Documents\_GRANTS\PRIN-PNRR 2022\Materiali\Time_discrimination OpenSesame","False","mono","False","18","no","white","no","yes","768","psycho","19","3","C:/Users/enric/OneDrive - Università degli Studi di Padova/Documents/_GRANTS/PRIN-PNRR 2022/Materiali/Time_discrimination OpenSesame/subject-0.csv","psycho","33","8","2","2","Melodramatic Milgram","4.0.24","other","target","1","2.178726131860124","-1","0","p","NA","n","p","p","412.0772001333535","NA","1900.3298000898212","412.0772001333535","5211.781800026074","space","2","psycho","1024","2","48000","-16","C:\Users\enric\AppData\Local\Temp\tmp_ulcn14v.opensesame_pool\9s.wav","experiment","1","0","even","1","4","NA","4686.126800021157","41026.62039990537","10370.068099815398","246646.4423998259","250662.8880999051","41015.4652998317","4685.4267998132855","244721.08409996144","NA","244695.12159982696","250662.90190001018","41026.661899872124","10370.084499940276","244694.7129999753","39114.37879991718","250662.8458998166","39114.48349989951","250250.19119982608","250250.04349998198","245224.02579989284","247150.8891999256","245224.12269981578","247150.984399952","5155.244899913669","New experiment","15","18543.787200236693","24","1024"
"exp","1.1","0.4913519513660594","64","64","892","892","#3d3846","psycho","psycho","psycho","1","p","0","1","undefined","21","0","0","0","0","23","23","23","0","23","0","23","23","0","0","23","23","23","23","23","23","23","23","23","23","0","Wed Jan 29 14:05:11 2025","The main experiment item","False","3601","7846","3601","7846","7846","3000","target1VStarget2_28012025.osexp","C:\Users\enric\OneDrive - Università degli Studi di Padova\Documents\_GRANTS\PRIN-PNRR 2022\Materiali\Time_discrimination OpenSesame","False","mono","False","18","no","white","no","yes","768","psycho","20","3","C:/Users/enric/OneDrive - Università degli Studi di Padova/Documents/_GRANTS/PRIN-PNRR 2022/Materiali/Time_discrimination OpenSesame/subject-0.csv","psycho","33","8","2","2","Melodramatic Milgram","4.0.24","other","target","1","1.6345245245226203","-1","0","p","NA","n","p","p","3776.2815998867154","NA","1900.3298000898212","3776.2815998867154","5211.781800026074","space","2","psycho","1024","2","48000","-16","C:\Users\enric\AppData\Local\Temp\tmp_ulcn14v.opensesame_pool\9s.wav","experiment","0","0","even","1","4","NA","4686.126800021157","41026.62039990537","10370.068099815398","255204.78319982067","267335.29049996287","41015.4652998317","4685.4267998132855","251091.8185999617","NA","251066.23999984004","267335.3258999996","41026.661899872124","10370.084499940276","251065.77689992264","39114.37879991718","267335.18399996683","39114.48349989951","263557.89169995114","263557.80159984715","251594.62430002168","255708.45819986425","251594.70709995367","255708.53629987687","5155.244899913669","New experiment","16","22320.06880012341","25","1024"
"exp","1.1","0.4913519513660594","65","65","1018","1018","#3d3846","psycho","psycho","psycho","1","w","0","1","undefined","22","0","0","0","0","24","24","24","0","24","0","24","24","0","0","24","24","24","24","24","24","24","24","24","24","0","Wed Jan 29 14:05:11 2025","The main experiment item","False","1391","2274","2274","1391","1391","3000","target1VStarget2_28012025.osexp","C:\Users\enric\OneDrive - Università degli Studi di Padova\Documents\_GRANTS\PRIN-PNRR 2022\Materiali\Time_discrimination OpenSesame","False","mono","False","18","no","white","no","yes","768","psycho","21","3","C:/Users/enric/OneDrive - Università degli Studi di Padova/Documents/_GRANTS/PRIN-PNRR 2022/Materiali/Time_discrimination OpenSesame/subject-0.csv","psycho","33","8","2","2","Melodramatic Milgram","4.0.24","target","other","1","1.6345245245226203","-1","0","w","NA","n","w","w","4165.128800086677","NA","1900.3298000898212","4165.128800086677","5211.781800026074","space","2","psycho","1024","2","48000","-16","C:\Users\enric\AppData\Local\Temp\tmp_ulcn14v.opensesame_pool\9s.wav","experiment","0","0","even","4","1","NA","4686.126800021157","41026.62039990537","10370.068099815398","270643.36759992875","276710.91299992986","41015.4652998317","4685.4267998132855","267862.89329989813","NA","267836.738999933","276710.9335998539","41026.661899872124","10370.084499940276","267836.36139985174","39114.37879991718","276710.85119992495","39114.48349989951","272545.0982998591","272544.9724998325","268366.3317998871","271146.3807998225","268366.4009999484","271146.44489996135","5155.244899913669","New experiment","17","26485.197600210086","26","1024"
"exp","1.1","0.3100221224390899","66","66","1000","1000","#3d3846","psycho","psycho","psycho","1","w","0","1","undefined","23","0","0","0","0","25","25","25","0","25","0","25","25","0","0","25","25","25","25","25","25","25","25","25","25","0","Wed Jan 29 14:05:11 2025","The main experiment item","False","1392","2275","2275","1392","1392","3000","target1VStarget2_28012025.osexp","C:\Users\enric\OneDrive - Università degli Studi di Padova\Documents\_GRANTS\PRIN-PNRR 2022\Materiali\Time_discrimination OpenSesame","False","mono","False","18","no","white","no","yes","768","psycho","22","3","C:/Users/enric/OneDrive - Università degli Studi di Padova/Documents/_GRANTS/PRIN-PNRR 2022/Materiali/Time_discrimination OpenSesame/subject-0.csv","psycho","33","8","2","2","Melodramatic Milgram","4.0.24","target","other","1","1.363455276754853","-1","0","w","NA","n","w","w","536.4675000309944","NA","1900.3298000898212","536.4675000309944","5211.781800026074","space","2","psycho","1024","2","48000","-16","C:\Users\enric\AppData\Local\Temp\tmp_ulcn14v.opensesame_pool\9s.wav","experiment","0","0","even","1","3","NA","4686.126800021157","41026.62039990537","10370.068099815398","280006.35649985634","282446.6327999253","41015.4652998317","4685.4267998132855","277223.4890998807","NA","277193.86609992944","282446.646399796","41026.661899872124","10370.084499940276","277192.8602999542","39114.37879991718","282446.5846999083","39114.48349989951","281909.7390999086","281909.6112998668","277727.4286998436","280511.5952999331","277727.5342999492","280511.6731999442","5155.244899913669","New experiment","18","27021.66510024108","27","1024"
"exp","1.1","0.3100221224390899","67","67","986","986","#3d3846","psycho","psycho","psycho","1","p","0","1","undefined","24","0","0","0","0","26","26","26","0","26","0","26","26","0","0","26","26","26","26","26","26","26","26","26","26","0","Wed Jan 29 14:05:11 2025","The main experiment item","False","2616","3567","2616","3567","2616","3000","target1VStarget2_28012025.osexp","C:\Users\enric\OneDrive - Università degli Studi di Padova\Documents\_GRANTS\PRIN-PNRR 2022\Materiali\Time_discrimination OpenSesame","False","mono","False","18","no","white","no","yes","768","psycho","23","3","C:/Users/enric/OneDrive - Università degli Studi di Padova/Documents/_GRANTS/PRIN-PNRR 2022/Materiali/Time_discrimination OpenSesame/subject-0.csv","psycho","33","8","2","2","Melodramatic Milgram","4.0.24","other","target","1","1.363455276754853","-1","0","p","NA","n","p","p","595.9641998633742","NA","1900.3298000898212","595.9641998633742","5211.781800026074","space","2","psycho","1024","2","48000","-16","C:\Users\enric\AppData\Local\Temp\tmp_ulcn14v.opensesame_pool\9s.wav","experiment","0","0","even","3","1","NA","4686.126800021157","41026.62039990537","10370.068099815398","286004.4388999231","290678.97069989704","41015.4652998317","4685.4267998132855","282881.89650001004","NA","282857.18970000744","290678.9869000204","41026.661899872124","10370.084499940276","282856.7745999899","39114.37879991718","290678.9184999652","39114.48349989951","290082.2401000187","290082.084099995","283385.53439988755","286507.53709999844","283385.611299891","286507.6039999258","5155.244899913669","New experiment","19","27617.629300104454","28","1024"
