measure,age,ss_1_19,raw_min,raw_max
AverageDevAbs_TR,6,19,0,7.347966020999305
AverageDevAbs_TR,6,18,7.347966020999305,8.956161056689847
AverageDevAbs_TR,6,17,8.956161056689847,10.978917031833957
AverageDevAbs_TR,6,16,10.978917031833957,13.540546118606052
AverageDevAbs_TR,6,15,13.540546118606052,16.809638125075896
AverageDevAbs_TR,6,14,16.809638125075896,21.013146450339853
AverageDevAbs_TR,6,13,21.013146450339853,26.462065600022925
AverageDevAbs_TR,6,12,26.462065600022925,33.5876192579275
AverageDevAbs_TR,6,11,33.5876192579275,42.99388591076841
AverageDevAbs_TR,6,10,42.99388591076841,55.53567435134102
AverageDevAbs_TR,6,9,55.53567435134102,72.43970833695526
AverageDevAbs_TR,6,8,72.43970833695526,95.48847585805353
AverageDevAbs_TR,6,7,95.48847585805353,127.31721838243915
AverageDevAbs_TR,6,6,127.31721838243915,171.87361576513308
AverageDevAbs_TR,6,5,171.87361576513308,235.17846260830365
AverageDevAbs_TR,6,4,235.17846260830365,326.5625965193508
AverageDevAbs_TR,6,3,326.5625965193508,460.968511185146
AverageDevAbs_TR,6,2,460.968511185146,662.4972698976444
AverageDevAbs_TR,6,1,662.4972698976444,Inf
AverageDevAbs_TR,6.25,19,0,6.806467597658701
AverageDevAbs_TR,6.25,18,6.806467597658701,8.289888604575978
AverageDevAbs_TR,6.25,17,8.289888604575978,10.15404744565163
AverageDevAbs_TR,6.25,16,10.15404744565163,12.512601533868017
AverageDevAbs_TR,6.25,15,12.512601533868017,15.519519995781405
AverageDevAbs_TR,6.25,14,15.519519995781405,19.381795881586832
AverageDevAbs_TR,6.25,13,19.381795881586832,24.382693457430843
AverageDevAbs_TR,6.25,12,24.382693457430843,30.914427653397333
AverageDevAbs_TR,6.25,11,30.914427653397333,39.52559454008316
AverageDevAbs_TR,6.25,10,39.52559454008316,50.991209261187066
AverageDevAbs_TR,6.25,9,50.991209261187066,66.42152902065325
AverageDevAbs_TR,6.25,8,66.42152902065325,87.42673700484616
AverageDevAbs_TR,6.25,7,87.42673700484616,116.38249008377704
AverageDevAbs_TR,6.25,6,116.38249008377704,156.83965652103586
AverageDevAbs_TR,6.25,5,156.83965652103586,214.20070829074558
AverageDevAbs_TR,6.25,4,214.20070829074558,296.81593709243
AverageDevAbs_TR,6.25,3,296.81593709243,418.0199950465827
AverageDevAbs_TR,6.25,2,418.0199950465827,599.2505737300996
AverageDevAbs_TR,6.25,1,599.2505737300996,Inf
AverageDevAbs_TR,6.5,19,0,6.315420279111536
AverageDevAbs_TR,6.5,18,6.315420279111536,7.68603207635867
AverageDevAbs_TR,6.5,17,7.68603207635867,9.40690078583313
AverageDevAbs_TR,6.5,16,9.40690078583313,11.582115153188738
AverageDevAbs_TR,6.5,15,11.582115153188738,14.352526125536208
AverageDevAbs_TR,6.5,14,14.352526125536208,17.907237428884557
AverageDevAbs_TR,6.5,13,17.907237428884557,22.50468817786432
AverageDevAbs_TR,6.5,12,22.50468817786432,28.50221328807417
AverageDevAbs_TR,6.5,11,28.50221328807417,36.398863415585836
AverageDevAbs_TR,6.5,10,36.398863415585836,46.89849996998353
AverageDevAbs_TR,6.5,9,46.89849996998353,61.0076835043208
AverageDevAbs_TR,6.5,8,61.0076835043208,80.18344143639754
AverageDevAbs_TR,6.5,7,80.18344143639754,106.5711123847342
AverageDevAbs_TR,6.5,6,106.5711123847342,143.37019452708145
AverageDevAbs_TR,6.5,5,143.37019452708145,195.43684543059595
AverageDevAbs_TR,6.5,4,195.43684543059595,270.2571069396733
AverageDevAbs_TR,6.5,3,270.2571069396733,379.75217719778766
AverageDevAbs_TR,6.5,2,379.75217719778766,543.0254557389956
AverageDevAbs_TR,6.5,1,543.0254557389956,Inf
AverageDevAbs_TR,6.75,19,0,5.877044107984357
AverageDevAbs_TR,6.75,18,5.877044107984357,7.1471477476455245
AverageDevAbs_TR,6.75,17,7.1471477476455245,8.740413676134803
AverageDevAbs_TR,6.75,16,8.740413676134803,10.752447171551289
AverageDevAbs_TR,6.75,15,10.752447171551289,13.312477198978026
AverageDevAbs_TR,6.75,14,13.312477198978026,16.593772333316707
AverageDevAbs_TR,6.75,13,16.593772333316707,20.832816811016038
AverageDevAbs_TR,6.75,12,20.832816811016038,26.356128306754314
AverageDevAbs_TR,6.75,11,26.356128306754314,33.619029459559925
AverageDevAbs_TR,6.75,10,33.619029459559925,43.262655880635066
AverageDevAbs_TR,6.75,9,43.262655880635066,56.20227007458838
AverageDevAbs_TR,6.75,8,56.20227007458838,73.76024464615006
AverageDevAbs_TR,6.75,7,73.76024464615006,97.87973119797383
AverageDevAbs_TR,6.75,6,97.87973119797383,131.45229915877
AverageDevAbs_TR,6.75,5,131.45229915877,178.85623563612194
AverageDevAbs_TR,6.75,4,178.85623563612194,246.8231980882469
AverageDevAbs_TR,6.75,3,246.8231980882469,346.0434192170171
AverageDevAbs_TR,6.75,2,346.0434192170171,493.5927898226306
AverageDevAbs_TR,6.75,1,493.5927898226306,Inf
AverageDevAbs_TR,7,19,0,5.489091929418878
AverageDevAbs_TR,7,18,5.489091929418878,6.670356475219718
AverageDevAbs_TR,7,17,6.670356475219718,8.150872697454377
AverageDevAbs_TR,7,16,8.150872697454377,10.018774039543489
AverageDevAbs_TR,7,15,10.018774039543489,12.393059313279657
AverageDevAbs_TR,7,14,12.393059313279657,15.433068076796594
AverageDevAbs_TR,7,13,15.433068076796594,19.35598658700877
AverageDevAbs_TR,7,12,19.35598658700877,24.46126637296599
AverageDevAbs_TR,7,11,24.46126637296599,31.16585862450063
AverageDevAbs_TR,7,10,31.16585862450063,40.055911087228694
AverageDevAbs_TR,7,9,40.055911087228694,51.96673736745802
AverageDevAbs_TR,7,8,51.96673736745802,68.10293588151693
AverageDevAbs_TR,7,7,68.10293588151693,90.23105215205135
AverageDevAbs_TR,7,6,90.23105215205135,120.97408691464545
AverageDevAbs_TR,7,5,120.97408691464545,164.2942316070056
AverageDevAbs_TR,7,4,164.2942316070056,226.26750889724843
AverageDevAbs_TR,7,3,226.26750889724843,316.51650532131396
AverageDevAbs_TR,7,2,316.51650532131396,450.3628309139962
AverageDevAbs_TR,7,1,450.3628309139962,Inf
AverageDevAbs_TR,7.25,19,0,5.146176172953571
AverageDevAbs_TR,7.25,18,5.146176172953571,6.248975027877814
AverageDevAbs_TR,7.25,17,6.248975027877814,7.629932402117065
AverageDevAbs_TR,7.25,16,7.629932402117065,9.370601001123353
AverageDevAbs_TR,7.25,15,9.370601001123353,11.580974081386039
AverageDevAbs_TR,7.25,14,11.580974081386039,14.408137031710755
AverageDevAbs_TR,7.25,13,14.408137031710755,18.05230951622598
AverageDevAbs_TR,7.25,12,18.05230951622598,22.78916378248739
AverageDevAbs_TR,7.25,11,22.78916378248739,29.001966138339114
AverageDevAbs_TR,7.25,10,29.001966138339114,37.228635555616506
AverageDevAbs_TR,7.25,9,37.228635555616506,48.23443321765677
AverageDevAbs_TR,7.25,8,48.23443321765677,63.12087609748814
AverageDevAbs_TR,7.25,7,63.12087609748814,83.50012529625707
AverageDevAbs_TR,7.25,6,83.50012529625707,111.76073101062588
AverageDevAbs_TR,7.25,5,111.76073101062588,151.5022129418719
AverageDevAbs_TR,7.25,4,151.5022129418719,208.2301436127853
AverageDevAbs_TR,7.25,3,208.2301436127853,290.63997124287494
AverageDevAbs_TR,7.25,2,290.63997124287494,412.533369796005
AverageDevAbs_TR,7.25,1,412.533369796005,Inf
AverageDevAbs_TR,7.5,19,0,4.843323405249237
AverageDevAbs_TR,7.5,18,4.843323405249237,5.8768431083800285
AverageDevAbs_TR,7.5,17,5.8768431083800285,7.169912369542008
AverageDevAbs_TR,7.5,16,7.169912369542008,8.798285469654067
AverageDevAbs_TR,7.5,15,8.798285469654067,10.864024063894698
AverageDevAbs_TR,7.5,14,10.864024063894698,13.503426326180588
AverageDevAbs_TR,7.5,13,13.503426326180588,16.901784759887548
AverageDevAbs_TR,7.5,12,16.901784759887548,21.31386376805532
AverageDevAbs_TR,7.5,11,21.31386376805532,27.093333220039675
AverageDevAbs_TR,7.5,10,27.093333220039675,34.73577081351707
AverageDevAbs_TR,7.5,9,34.73577081351707,44.94499175815918
AverageDevAbs_TR,7.5,8,44.94499175815918,58.73218699165268
AverageDevAbs_TR,7.5,7,58.73218699165268,77.57438925924723
AverageDevAbs_TR,7.5,6,77.57438925924723,103.655203855532
AverageDevAbs_TR,7.5,5,103.655203855532,140.25758003909144
AverageDevAbs_TR,7.5,4,140.25758003909144,192.38997467382185
AverageDevAbs_TR,7.5,3,192.38997467382185,267.94135581195326
AverageDevAbs_TR,7.5,2,267.94135581195326,379.39412036626425
AverageDevAbs_TR,7.5,1,379.39412036626425,Inf
AverageDevAbs_TR,7.75,19,0,4.575520901759127
AverageDevAbs_TR,7.75,18,4.575520901759127,5.547771444242468
AverageDevAbs_TR,7.75,17,5.547771444242468,6.7631215188007126
AverageDevAbs_TR,7.75,16,6.7631215188007126,8.292204668792293
AverageDevAbs_TR,7.75,15,8.292204668792293,10.230080524618547
AverageDevAbs_TR,7.75,14,10.230080524618547,12.703528574581538
AverageDevAbs_TR,7.75,13,12.703528574581538,15.884676054270788
AverageDevAbs_TR,7.75,12,15.884676054270788,20.00985769155976
AverageDevAbs_TR,7.75,11,20.00985769155976,25.406671608077176
AverageDevAbs_TR,7.75,10,25.406671608077176,32.53342398932485
AverageDevAbs_TR,7.75,9,32.53342398932485,42.03988594931835
AverageDevAbs_TR,7.75,8,42.03988594931835,54.85787781304954
AverageDevAbs_TR,7.75,7,54.85787781304954,72.34581893011409
AverageDevAbs_TR,7.75,6,72.34581893011409,96.5076352832003
AverageDevAbs_TR,7.75,5,96.5076352832003,130.349114232282
AverageDevAbs_TR,7.75,4,130.349114232282,178.44416626355155
AverageDevAbs_TR,7.75,3,178.44416626355155,247.97801651937436
AverageDevAbs_TR,7.75,2,247.97801651937436,350.2842391184346
AverageDevAbs_TR,7.75,1,350.2842391184346,Inf
AverageDevAbs_TR,8,19,0,4.340894316236993
AverageDevAbs_TR,8,18,4.340894316236993,5.25939184944218
AverageDevAbs_TR,8,17,5.25939184944218,6.406547849832711
AverageDevAbs_TR,8,16,6.406547849832711,7.848500658107051
AverageDevAbs_TR,8,15,7.848500658107051,9.674164263731331
AverageDevAbs_TR,8,14,9.674164263731331,12.001965442324057
AverageDevAbs_TR,8,13,12.001965442324057,14.992481982357027
AverageDevAbs_TR,8,12,14.992481982357027,18.86588632275795
AverageDevAbs_TR,8,11,18.86588632275795,23.92692177713593
