measure,age,raw,p,z_raw,z_aligned,ss_1_19
PercDevAbs_TR_2,10,476.0706199302111,0.99617,2.6667000630340683,-2.6667000630340683,2
PercDevAbs_TR_2,10.25,451.9412598518951,0.99617,2.6667000630340683,-2.6667000630340683,2
PercDevAbs_TR_2,10.5,429.13223832146224,0.99617,2.6667000630340683,-2.6667000630340683,2
PercDevAbs_TR_2,10.75,407.5667117798516,0.99617,2.6667000630340683,-2.6667000630340683,2
PercDevAbs_TR_2,11,387.1725106452619,0.99617,2.6667000630340683,-2.6667000630340683,2
PercDevAbs_TR_2,11.25,367.88180762759237,0.99617,2.6667000630340683,-2.6667000630340683,2
PercDevAbs_TR_2,11.5,349.6309001899696,0.99617,2.6667000630340683,-2.6667000630340683,2
PercDevAbs_TR_2,11.75,332.36002057958365,0.99617,2.6667000630340683,-2.6667000630340683,2
PercDevAbs_TR_2,12,316.0130525060373,0.99617,2.6667000630340683,-2.6667000630340683,2
PercDevAbs_TR_2,6,2388.460293605493,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,6.25,2248.871866963914,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,6.5,2117.9205533999316,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,6.75,1995.047776978981,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,7,1879.7322456040988,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,7.25,1771.4870150495115,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,7.5,1669.8572912953584,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,7.75,1574.4186082258009,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,8,1484.7752168504799,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,8.25,1400.5579208340596,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,8.5,1321.421661616394,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,8.75,1247.043968290838,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,9,1177.1240610745401,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,9.25,1111.3810088477908,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,9.5,1049.5513834928697,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,9.75,991.3882541638137,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,10,936.6611540272719,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,10.25,885.1554491288048,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,10.5,836.6711761049512,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,10.75,791.0216003346916,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,11,748.0319680304436,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,11.25,707.5386395627371,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,11.5,669.3884808269377,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,11.75,633.4383167445271,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_2,12,599.5541883934475,0.99865,2.999976992703401,-2.999976992703401,1
PercDevAbs_TR_3,6,6.830612428674559e-5,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,6.25,1.312914103465396e-4,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,6.5,2.4625034955415396e-4,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,6.75,4.367711655733875e-4,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,7,7.116901219870246e-4,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,7.25,0.0010444309863737063,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,7.5,0.0013668569106808947,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,7.75,0.0015969164653288506,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,8,0.0016755279695553013,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,8.25,0.001596227775838433,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,8.5,0.001412833720966322,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,8.75,0.001206537029087633,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,9,0.0010303676763441817,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,9.25,8.9826755044796e-4,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,9.5,8.01282466715168e-4,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,9.75,7.334757839194949e-4,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,10,6.849704381772578e-4,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,10.25,6.410811859974395e-4,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,10.5,5.889870959321794e-4,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,10.75,5.267740878262631e-4,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,11,4.6107676297751986e-4,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,11.25,3.997807625225275e-4,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,11.5,3.462130140388323e-4,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,11.75,3.00829417388623e-4,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,12,2.626958279563094e-4,0.00135,-2.999976992703393,2.999976992703393,19
PercDevAbs_TR_3,6,0.0030493347466691756,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,6.25,0.005126390495779249,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,6.5,0.008325591912723784,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,6.75,0.012771089088854593,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,7,0.018169375602230003,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,7.25,0.023735166333778812,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,7.5,0.02839018301430524,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,7.75,0.031222528156656923,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,8,0.03177290927355156,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,8.25,0.03018182707147988,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,8.5,0.02720742478751754,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,8.75,0.02390341759204676,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,9,0.02099485102981823,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,9.25,0.01871140372910157,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,9.5,0.016952220467167798,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,9.75,0.01564690121029936,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,10,0.014652339854388548,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,10.25,0.013742819063776533,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,10.5,0.012717851610690662,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,10.75,0.011541697863281292,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,11,0.010310214144198042,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,11.25,0.00914529998858088,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,11.5,0.0081030834076608,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,11.75,0.00719580282025568,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,12,0.006412275989716375,0.00383,-2.6667000630340683,2.6667000630340683,18
PercDevAbs_TR_3,6,0.051008533592859374,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,6.25,0.07321602610072776,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,6.5,0.10161406295549158,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,6.75,0.13454877737881876,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,7,0.16832257644744472,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,7.25,0.19809355996310413,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,7.5,0.21931010400413303,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,7.75,0.2293151012537678,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,8,0.22757265511876093,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,8.25,0.21566767133812034,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,8.5,0.19734568191347845,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,8.75,0.17748811927189298,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,9,0.15958713131549357,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,9.25,0.14489648956782664,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,9.5,0.13301318881487006,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,9.75,0.12364178570842801,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,10,0.11605457914086184,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,10.25,0.10904958319216848,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,10.5,0.10154421300397869,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,10.75,0.09331711857445048,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,11,0.08484435900997289,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,11.25,0.07676899218166888,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,11.5,0.06940568919130603,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,11.75,0.06283998448400224,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,12,0.057025644736436995,0.00982,-2.3331552225672434,2.3331552225672434,17
PercDevAbs_TR_3,6,0.36415208410052086,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,6.25,0.4572510669468731,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,6.5,0.5597383221203247,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,6.75,0.6627903870459305,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,7,0.7549196925958628,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,7.25,0.8252280660574587,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,7.5,0.8660094894939325,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,7.75,0.8748638689027434,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,8,0.8535927378113422,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,8.25,0.8076532817570243,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,8.5,0.7465517684066729,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,8.75,0.6821814997152851,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,9,0.623254814856444,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,9.25,0.5731255920945165,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,9.5,0.5309031685307083,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,9.75,0.4959063443313767,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,10,0.4662285549701797,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,10.25,0.4386393309480424,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,10.5,0.41020256675946276,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,10.75,0.3802558120098247,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,11,0.34999278752805735,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,11.25,0.3211019343304535,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,11.5,0.29443486625511073,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,11.75,0.2702428741730485,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,12,0.2484155324699651,0.02275,-2.000002443899604,2.000002443899604,16
PercDevAbs_TR_3,6,1.4377889919995417,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,6.25,1.6405965791792776,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,6.5,1.84040049960413,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,6.75,2.019642367748263,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,7,2.1602685306885556,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,7.25,2.2486984328755963,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,7.5,2.278108538495997,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,7.75,2.249983555644213,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,8,2.1709939549460118,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,8.25,2.052016432065272,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,8.5,1.9093746496479542,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,8.75,1.7629951563995727,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,9,1.6276747883776783,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,9.25,1.5093148906733953,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,9.5,1.406461788553138,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,9.75,1.3179612692738942,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,10,1.2404060036616469,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,10.25,1.1679721499556688,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,10.5,1.0953358408779266,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,10.75,1.0211947009586597,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,11,0.9475453005451343,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,11.25,0.8773202227699664,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,11.5,0.8120097215377944,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,11.75,0.7520521582623034,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,12,0.6972342657443742,0.04779,-1.6666702079210545,1.6666702079210545,15
PercDevAbs_TR_3,6,3.8949092332890993,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,6.25,4.1617540608713,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,6.5,4.399258941906369,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,6.75,4.5853511372878435,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,7,4.700693996032844,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,7.25,4.734004343890727,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,7.5,4.683001962982544,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,7.75,4.555007835936201,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,8,4.362115155465074,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,8.25,4.120151335722164,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,8.5,3.850976047674013,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,8.75,3.580888109442962,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,9,3.3295597113772386,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,9.25,3.104940597255208,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,9.5,2.9050123937518944,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,9.75,2.728116331555534,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,10,2.5694282478951314,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,10.25,2.4207419063812115,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,10.5,2.274525863685975,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,10.75,2.128782436728764,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,11,1.9860676192033033,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,11.25,1.8502828496434987,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,11.5,1.72338555283238,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,11.75,1.6059013247528464,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,12,1.4974541504000545,0.09121,-1.3333407702662026,1.3333407702662026,14
PercDevAbs_TR_3,6,8.337900690683659,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,6.25,8.507804205717902,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,6.5,8.625655614080465,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,6.75,8.670251537629744,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,7,8.625561355914588,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,7.25,8.485389754397843,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,7.5,8.252867670746998,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,7.75,7.940231411673935,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,8,7.563173584577922,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,8.25,7.140049791957357,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,8.5,6.694999584768234,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,8.75,6.256847029319778,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,9,5.847207441917908,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,9.25,5.4747508301170695,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,9.5,5.136925122395954,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,9.75,4.831562484237112,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,10,4.5528528594644335,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,10.25,4.291102173110026,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,10.5,4.037386152697141,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,10.75,3.789094357696391,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,11,3.5488238678125716,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,11.25,3.3207579442460897,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,11.5,3.106906107078722,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,11.75,2.9076679071909184,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,12,2.7224203080862144,0.15866,-0.9999803859660789,0.9999803859660789,13
PercDevAbs_TR_3,6,15.364047686122724,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,6.25,15.156297136332753,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,6.5,14.90104001971039,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,6.75,14.581201662321375,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,7,14.185649290474608,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,7.25,13.712605432597027,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,7.5,13.168195391492072,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,7.75,12.565763827892308,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,8,11.920580328622327,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,8.25,11.249401467856453,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,8.5,10.573738035306336,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,8.75,9.919285412969279,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,9,9.305235704082982,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,9.25,8.738946247808201,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,9.5,8.217375385730055,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,9.75,7.7378528704618565,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,10,7.29429866875924,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,10.25,6.876998096863935,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,10.5,6.476981812870928,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,10.75,6.091224685146011,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,11,5.7216144410435605,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,11.25,5.371579205210961,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,11.5,5.042555282964768,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,11.75,4.734501644670562,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,12,4.446438384260897,0.25249,-0.6666746102242979,0.6666746102242979,12
PercDevAbs_TR_3,6,25.689037209386957,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,6.25,24.691686191560205,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,6.5,23.705330178613313,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,6.75,22.716805432116068,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,7,21.717681052457703,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,7.25,20.70608956936792,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,7.5,19.685309972986296,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,7.75,18.66306049992952,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,8,17.647947655261707,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,8.25,16.649270791029668,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,8.5,15.679307321178392,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,8.75,14.753110652071344,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,9,13.881609299246094,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,9.25,13.068089117704126,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,9.5,12.30906866745191,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,9.75,11.601385279178105,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,10,10.939686140441287,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,10.25,10.316276686043652,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,10.5,9.724023710644452,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,10.75,9.159794982491858,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,11,8.623775224803119,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,11.25,8.117238427019513,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,11.5,7.640202946886065,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,11.75,7.191764310549133,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,12,6.770444634636372,0.36944,-0.33333688458431254,0.33333688458431254,11
PercDevAbs_TR_3,6,40.306971622474954,0.5,0,-0,10
PercDevAbs_TR_3,6.25,37.940542596529035,0.5,0,-0,10
PercDevAbs_TR_3,6.5,35.73046821589661,0.5,0,-0,10
PercDevAbs_TR_3,6.75,33.66286219025484,0.5,0,-0,10
PercDevAbs_TR_3,7,31.725250171507533,0.5,0,-0,10
PercDevAbs_TR_3,7.25,29.906647871163646,0.5,0,-0,10
PercDevAbs_TR_3,7.5,28.197613412693464,0.5,0,-0,10
PercDevAbs_TR_3,7.75,26.58999766039974,0.5,0,-0,10
PercDevAbs_TR_3,8,25.076793564795977,0.5,0,-0,10
PercDevAbs_TR_3,8.25,23.651811345124067,0.5,0,-0,10
PercDevAbs_TR_3,8.5,22.309306455358985,0.5,0,-0,10
PercDevAbs_TR_3,8.75,21.043765938103466,0.5,0,-0,10
PercDevAbs_TR_3,9,19.850109857460172,0.5,0,-0,10
PercDevAbs_TR_3,9.25,18.72386154658389,0.5,0,-0,10
PercDevAbs_TR_3,9.5,17.66115501245283,0.5,0,-0,10
PercDevAbs_TR_3,9.75,16.658345749657787,0.5,0,-0,10
PercDevAbs_TR_3,10,15.712157443189698,0.5,0,-0,10
PercDevAbs_TR_3,10.25,14.819678367833676,0.5,0,-0,10
PercDevAbs_TR_3,10.5,13.978163174663777,0.5,0,-0,10
PercDevAbs_TR_3,10.75,13.184810858622825,0.5,0,-0,10
PercDevAbs_TR_3,11,12.436791619122545,0.5,0,-0,10
PercDevAbs_TR_3,11.25,11.731359413518485,0.5,0,-0,10
PercDevAbs_TR_3,11.5,11.065986285970467,0.5,0,-0,10
PercDevAbs_TR_3,11.75,10.438339977587562,0.5,0,-0,10
